Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_tested,fac_staff_positive,fac_staff_recovered,fac_staff_deaths,fac_inc_tested,fac_inc_positive,fac_inc_recovered,fac_inc_deaths,sum _staff_testsconducted,sum_inc_partiallyvaccinated,sum_inc_fullyvaccinated,sum_staff_partiallyvaccinated,sum_staff_fullyvaccinated,x18,x19,facility_bjs,fac_state,fac_city,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,sum_staff_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,oldnew,sum_inc_firstdoserefusal,sum_inc_seconddoserefusal,state
1698,2021-03-22,44274,MD,Southern MD Pre-Release Unit (SMPRU),,9.0,9.0,,,22.0,22.0,,,,,,,,,,,,"14320 Oaks Road Charlotte Hall, Maryland 20622",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1699,2021-03-22,44274,MD,Western Correctional Institution (WCI),,137.0,136.0,,,281.0,275.0,6.0,,,,,,,,,,,"13800 McMullen Highway, S.W. Cumberland, Maryland 21502",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1700,2021-03-22,44274,MD,Youth Detention Center (YDC),,38.0,37.0,,,18.0,18.0,,,,,,,,,,,,"926 Greenmount Avenue Baltimore, Maryland 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1701,2021-03-22,44274,MD,,,,,,61722.0,,,,55104,830,697,4011,3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1702,2021-03-23,44274,MD,Baltimore Central Booking & Intake Center (BCBIC),,258.0,238.0,2.0,,293.0,285.0,,,,,,,,,,,,"300 E. Madison Street Baltimore, Maryland",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1703,2021-03-23,44274,MD,Balimore City Correctional Center (BCCC),,39.0,37.0,1.0,,119.0,119.0,,,,,,,,,,,,"901 Greenmount Ave, Baltimore, MD 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1704,2021-03-23,44274,MD,Central Maryland CF (CMCF),,34.0,33.0,,,124.0,122.0,2.0,,,,,,,,,,,7301 BUTTERCUP ROAD,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1705,2021-03-23,44274,MD,Chesapeake Detention Center (CDF),,84.0,82.0,,,185.0,182.0,,,,,,,,,,,,401 E. MADISON STREET,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1706,2021-03-23,44274,MD,Dorsey Run Correctional Facility (DRCF),,69.0,67.0,,,95.0,93.0,1.0,,,,,,,,,,,"2020 Toulson Road Jessup, MD 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1707,2021-03-23,44274,MD,Eastern Correctional Institution (ECI),,228.0,228.0,,,1079.0,1077.0,1.0,,,,,,,,,,,"30420 Revells Neck Road Westover, Maryland 21890",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1708,2021-03-23,44274,MD,Eastern Pre-Release Unit (EPRU),,5.0,5.0,,,3.0,3.0,,,,,,,,,,,,"700 Flat Iron Square Road Church Hill, Maryland 21623",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1709,2021-03-23,44274,MD,Jessup Correctional Institution (JCI),,135.0,135.0,,,354.0,351.0,2.0,,,,,,,,,,,"7804 House of Correction Rd Jessup, MD 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1710,2021-03-23,44274,MD,Maryland Correctional Facility for Women (MCIW),,106.0,102.0,,,61.0,60.0,,,,,,,,,,,,"7943 Brockbridge Road Jessup, Maryland 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1711,2021-03-23,44274,MD,Maryland CI - Hagerstown (MCIH),,86.0,83.0,,,141.0,137.0,3.0,,,,,,,,,,,"18601 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1712,2021-03-23,44274,MD,Maryland Correctional Institution - Jessup (MCIJ),,74.0,71.0,,,229.0,220.0,,,,,,,,,,,,"7803 House of Correction Rd Jessup, Maryland 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1713,2021-03-23,44274,MD,Maryland Correctional Training Ctr. (MCTC),,164.0,163.0,1.0,,225.0,222.0,2.0,,,,,,,,,,,"18800 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1714,2021-03-23,44274,MD,"Maryland Reception, Diagnostics and Classification Center (MRDCC)",,91.0,90.0,,,108.0,106.0,,,,,,,,,,,,"550 E. MADISON STREET, BALTIMORE, MD 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1715,2021-03-23,44274,MD,Metropolitan Transition Center (MTC),,147.0,140.0,,,222.0,196.0,1.0,,,,,,,,,,,954 FORREST STREET,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1716,2021-03-23,44274,MD,North Branch Correctional Institution (NBCI),,163.0,156.0,,,382.0,379.0,3.0,,,,,,,,,,,"14100 McMullen Highway, S.W. Cumberland, Maryland 21502",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1717,2021-03-23,44274,MD,Patuxent Institution (PATX),,119.0,112.0,,,69.0,68.0,1.0,,,,,,,,,,,7555 WATERLOO ROAD,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1718,2021-03-23,44274,MD,Roxbury Correctional Institution (RCI),,118.0,116.0,,,274.0,270.0,1.0,,,,,,,,,,,"18701 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1719,2021-03-23,44274,MD,Southern MD Pre-Release Unit (SMPRU),,9.0,9.0,,,22.0,22.0,,,,,,,,,,,,"14320 Oaks Road Charlotte Hall, Maryland 20622",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1720,2021-03-23,44274,MD,Western Correctional Institution (WCI),,137.0,136.0,,,281.0,275.0,6.0,,,,,,,,,,,"13800 McMullen Highway, S.W. Cumberland, Maryland 21502",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1721,2021-03-23,44274,MD,Youth Detention Center (YDC),,38.0,37.0,,,18.0,18.0,,,,,,,,,,,,"926 Greenmount Avenue Baltimore, Maryland 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1722,2021-03-23,44274,MD,,,,,,61722.0,,,,55104,830,697,4011,3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1723,2021-03-24,44274,MD,Baltimore Central Booking & Intake Center (BCBIC),,258.0,238.0,2.0,,293.0,285.0,,,,,,,,,,,,"300 E. Madison Street Baltimore, Maryland",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1724,2021-03-24,44274,MD,Balimore City Correctional Center (BCCC),,39.0,37.0,1.0,,119.0,119.0,,,,,,,,,,,,"901 Greenmount Ave, Baltimore, MD 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1725,2021-03-24,44274,MD,Central Maryland CF (CMCF),,34.0,33.0,,,124.0,122.0,2.0,,,,,,,,,,,7301 BUTTERCUP ROAD,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1726,2021-03-24,44274,MD,Chesapeake Detention Center (CDF),,84.0,82.0,,,185.0,182.0,,,,,,,,,,,,401 E. MADISON STREET,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1727,2021-03-24,44274,MD,Dorsey Run Correctional Facility (DRCF),,69.0,67.0,,,95.0,93.0,1.0,,,,,,,,,,,"2020 Toulson Road Jessup, MD 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1728,2021-03-24,44274,MD,Eastern Correctional Institution (ECI),,228.0,228.0,,,1079.0,1077.0,1.0,,,,,,,,,,,"30420 Revells Neck Road Westover, Maryland 21890",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1729,2021-03-24,44274,MD,Eastern Pre-Release Unit (EPRU),,5.0,5.0,,,3.0,3.0,,,,,,,,,,,,"700 Flat Iron Square Road Church Hill, Maryland 21623",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1730,2021-03-24,44274,MD,Jessup Correctional Institution (JCI),,135.0,135.0,,,354.0,351.0,2.0,,,,,,,,,,,"7804 House of Correction Rd Jessup, MD 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1731,2021-03-24,44274,MD,Maryland Correctional Facility for Women (MCIW),,106.0,102.0,,,61.0,60.0,,,,,,,,,,,,"7943 Brockbridge Road Jessup, Maryland 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1732,2021-03-24,44274,MD,Maryland CI - Hagerstown (MCIH),,86.0,83.0,,,141.0,137.0,3.0,,,,,,,,,,,"18601 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1733,2021-03-24,44274,MD,Maryland Correctional Institution - Jessup (MCIJ),,74.0,71.0,,,229.0,220.0,,,,,,,,,,,,"7803 House of Correction Rd Jessup, Maryland 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1734,2021-03-24,44274,MD,Maryland Correctional Training Ctr. (MCTC),,164.0,163.0,1.0,,225.0,222.0,2.0,,,,,,,,,,,"18800 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1735,2021-03-24,44274,MD,"Maryland Reception, Diagnostics and Classification Center (MRDCC)",,91.0,90.0,,,108.0,106.0,,,,,,,,,,,,"550 E. MADISON STREET, BALTIMORE, MD 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1736,2021-03-24,44274,MD,Metropolitan Transition Center (MTC),,147.0,140.0,,,222.0,196.0,1.0,,,,,,,,,,,954 FORREST STREET,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1737,2021-03-24,44274,MD,North Branch Correctional Institution (NBCI),,163.0,156.0,,,382.0,379.0,3.0,,,,,,,,,,,"14100 McMullen Highway, S.W. Cumberland, Maryland 21502",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1738,2021-03-24,44274,MD,Patuxent Institution (PATX),,119.0,112.0,,,69.0,68.0,1.0,,,,,,,,,,,7555 WATERLOO ROAD,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1739,2021-03-24,44274,MD,Roxbury Correctional Institution (RCI),,118.0,116.0,,,274.0,270.0,1.0,,,,,,,,,,,"18701 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1740,2021-03-24,44274,MD,Southern MD Pre-Release Unit (SMPRU),,9.0,9.0,,,22.0,22.0,,,,,,,,,,,,"14320 Oaks Road Charlotte Hall, Maryland 20622",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1741,2021-03-24,44274,MD,Western Correctional Institution (WCI),,137.0,136.0,,,281.0,275.0,6.0,,,,,,,,,,,"13800 McMullen Highway, S.W. Cumberland, Maryland 21502",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1742,2021-03-24,44274,MD,Youth Detention Center (YDC),,38.0,37.0,,,18.0,18.0,,,,,,,,,,,,"926 Greenmount Avenue Baltimore, Maryland 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1743,2021-03-24,44274,MD,,,,,,61722.0,,,,55104,830,697,4011,3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1744,2021-03-25,44274,MD,Baltimore Central Booking & Intake Center (BCBIC),,258.0,238.0,2.0,,293.0,285.0,,,,,,,,,,,,"300 E. Madison Street Baltimore, Maryland",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1745,2021-03-25,44274,MD,Balimore City Correctional Center (BCCC),,39.0,37.0,1.0,,119.0,119.0,,,,,,,,,,,,"901 Greenmount Ave, Baltimore, MD 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1746,2021-03-25,44274,MD,Central Maryland CF (CMCF),,34.0,33.0,,,124.0,122.0,2.0,,,,,,,,,,,7301 BUTTERCUP ROAD,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1747,2021-03-25,44274,MD,Chesapeake Detention Center (CDF),,84.0,82.0,,,185.0,182.0,,,,,,,,,,,,401 E. MADISON STREET,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1748,2021-03-25,44274,MD,Dorsey Run Correctional Facility (DRCF),,69.0,67.0,,,95.0,93.0,1.0,,,,,,,,,,,"2020 Toulson Road Jessup, MD 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1749,2021-03-25,44274,MD,Eastern Correctional Institution (ECI),,228.0,228.0,,,1079.0,1077.0,1.0,,,,,,,,,,,"30420 Revells Neck Road Westover, Maryland 21890",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1750,2021-03-25,44274,MD,Eastern Pre-Release Unit (EPRU),,5.0,5.0,,,3.0,3.0,,,,,,,,,,,,"700 Flat Iron Square Road Church Hill, Maryland 21623",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1751,2021-03-25,44274,MD,Jessup Correctional Institution (JCI),,135.0,135.0,,,354.0,351.0,2.0,,,,,,,,,,,"7804 House of Correction Rd Jessup, MD 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1752,2021-03-25,44274,MD,Maryland Correctional Facility for Women (MCIW),,106.0,102.0,,,61.0,60.0,,,,,,,,,,,,"7943 Brockbridge Road Jessup, Maryland 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1753,2021-03-25,44274,MD,Maryland CI - Hagerstown (MCIH),,86.0,83.0,,,141.0,137.0,3.0,,,,,,,,,,,"18601 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1754,2021-03-25,44274,MD,Maryland Correctional Institution - Jessup (MCIJ),,74.0,71.0,,,229.0,220.0,,,,,,,,,,,,"7803 House of Correction Rd Jessup, Maryland 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1755,2021-03-25,44274,MD,Maryland Correctional Training Ctr. (MCTC),,164.0,163.0,1.0,,225.0,222.0,2.0,,,,,,,,,,,"18800 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1756,2021-03-25,44274,MD,"Maryland Reception, Diagnostics and Classification Center (MRDCC)",,91.0,90.0,,,108.0,106.0,,,,,,,,,,,,"550 E. MADISON STREET, BALTIMORE, MD 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1757,2021-03-25,44274,MD,Metropolitan Transition Center (MTC),,147.0,140.0,,,222.0,196.0,1.0,,,,,,,,,,,954 FORREST STREET,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1758,2021-03-25,44274,MD,North Branch Correctional Institution (NBCI),,163.0,156.0,,,382.0,379.0,3.0,,,,,,,,,,,"14100 McMullen Highway, S.W. Cumberland, Maryland 21502",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1759,2021-03-25,44274,MD,Patuxent Institution (PATX),,119.0,112.0,,,69.0,68.0,1.0,,,,,,,,,,,7555 WATERLOO ROAD,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1760,2021-03-25,44274,MD,Roxbury Correctional Institution (RCI),,118.0,116.0,,,274.0,270.0,1.0,,,,,,,,,,,"18701 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1761,2021-03-25,44274,MD,Southern MD Pre-Release Unit (SMPRU),,9.0,9.0,,,22.0,22.0,,,,,,,,,,,,"14320 Oaks Road Charlotte Hall, Maryland 20622",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1762,2021-03-25,44274,MD,Western Correctional Institution (WCI),,137.0,136.0,,,281.0,275.0,6.0,,,,,,,,,,,"13800 McMullen Highway, S.W. Cumberland, Maryland 21502",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1763,2021-03-25,44274,MD,Youth Detention Center (YDC),,38.0,37.0,,,18.0,18.0,,,,,,,,,,,,"926 Greenmount Avenue Baltimore, Maryland 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1764,2021-03-25,44274,MD,,,,,,61722.0,,,,55104,830,697,4011,3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1765,2021-03-26,44274,MD,Baltimore Central Booking & Intake Center (BCBIC),,258.0,238.0,2.0,,293.0,285.0,,,,,,,,,,,,"300 E. Madison Street Baltimore, Maryland",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1766,2021-03-26,44274,MD,Balimore City Correctional Center (BCCC),,39.0,37.0,1.0,,119.0,119.0,,,,,,,,,,,,"901 Greenmount Ave, Baltimore, MD 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1767,2021-03-26,44274,MD,Central Maryland CF (CMCF),,34.0,33.0,,,124.0,122.0,2.0,,,,,,,,,,,7301 BUTTERCUP ROAD,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1768,2021-03-26,44274,MD,Chesapeake Detention Center (CDF),,84.0,82.0,,,185.0,182.0,,,,,,,,,,,,401 E. MADISON STREET,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1769,2021-03-26,44274,MD,Dorsey Run Correctional Facility (DRCF),,69.0,67.0,,,95.0,93.0,1.0,,,,,,,,,,,"2020 Toulson Road Jessup, MD 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1770,2021-03-26,44274,MD,Eastern Correctional Institution (ECI),,228.0,228.0,,,1079.0,1077.0,1.0,,,,,,,,,,,"30420 Revells Neck Road Westover, Maryland 21890",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1771,2021-03-26,44274,MD,Eastern Pre-Release Unit (EPRU),,5.0,5.0,,,3.0,3.0,,,,,,,,,,,,"700 Flat Iron Square Road Church Hill, Maryland 21623",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1772,2021-03-26,44274,MD,Jessup Correctional Institution (JCI),,135.0,135.0,,,354.0,351.0,2.0,,,,,,,,,,,"7804 House of Correction Rd Jessup, MD 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1773,2021-03-26,44274,MD,Maryland Correctional Facility for Women (MCIW),,106.0,102.0,,,61.0,60.0,,,,,,,,,,,,"7943 Brockbridge Road Jessup, Maryland 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1774,2021-03-26,44274,MD,Maryland CI - Hagerstown (MCIH),,86.0,83.0,,,141.0,137.0,3.0,,,,,,,,,,,"18601 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1775,2021-03-26,44274,MD,Maryland Correctional Institution - Jessup (MCIJ),,74.0,71.0,,,229.0,220.0,,,,,,,,,,,,"7803 House of Correction Rd Jessup, Maryland 20794",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1776,2021-03-26,44274,MD,Maryland Correctional Training Ctr. (MCTC),,164.0,163.0,1.0,,225.0,222.0,2.0,,,,,,,,,,,"18800 Roxbury Road Hagerstown, Maryland 21746",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1777,2021-03-26,44274,MD,"Maryland Reception, Diagnostics and Classification Center (MRDCC)",,91.0,90.0,,,108.0,106.0,,,,,,,,,,,,"550 E. MADISON STREET, BALTIMORE, MD 21202",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1778,2021-03-26,44274,MD,Metropolitan Transition Center (MTC),,147.0,140.0,,,222.0,196.0,1.0,,,,,,,,,,,954 FORREST STREET,,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
1779,2021-03-26,44274,MD,North Branch Correctional Institution (NBCI),,163.0,156.0,,,382.0,379.0,3.0,,,,,,,,,,,"14100 McMullen Highway, S.W. Cumberland, Maryland 21502",,4284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
