Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_tested,fac_inc_active,fac_inc_negative,fac_inc_pending,fac_inc_recovered,fac_inc_deaths,fac_staff_positive,fac_staff_recovered,fac_staff_deaths,sum_inc_vaccinated,sum_staff_vaccinated,demographics_type,demographics_category,demographics_inc_positive,facility_bjs,fac_state,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_privprison,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,state
1678,2021-04-14,44299,TN,Trousdale Turner Correctional (TCA),1409.0,3740.0,0.0,2324.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6605.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1679,2021-04-14,44299,TN,Whiteville Correctional,95.0,2225.0,0.0,2125.0,3.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6605.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1680,2021-04-14,44295,TN,,,,,,,,,,,,8799.0,3247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1681,2021-04-15,44300,TN,Bledsoe County Correctional (BCCX),859.0,7120.0,8.0,6258.0,2.0,851.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1682,2021-04-15,44300,TN,Morgan County Correctional (MCCX),107.0,2206.0,0.0,2087.0,0.0,107.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1683,2021-04-15,44300,TN,Northeast Correctional (NECX),371.0,2579.0,0.0,2200.0,0.0,371.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1684,2021-04-15,44300,TN,Lois M. Derry Special Needs (DSNF),165.0,2288.0,0.0,2106.0,0.0,165.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1685,2021-04-15,44300,TN,Riverbend Maximum Security (RMSI),112.0,1358.0,1.0,1240.0,0.0,111.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1686,2021-04-15,44300,TN,Tennessee Prison for Women (TPFW/DJRC),322.0,2129.0,0.0,1799.0,5.0,322.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1687,2021-04-15,44300,TN,Turney Center Industrial Complex (TCIX),124.0,2123.0,0.0,1990.0,1.0,124.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1688,2021-04-15,44300,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,533.0,0.0,519.0,0.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1689,2021-04-15,44300,TN,Mark Luttrell Transition Center (MLTC),62.0,457.0,0.0,394.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1690,2021-04-15,44300,TN,Northwest Correctional Complex (NWCX),993.0,4626.0,0.0,3606.0,0.0,993.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1691,2021-04-15,44300,TN,West Tennessee State Penitentiary (WTSP),273.0,1605.0,0.0,1321.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1692,2021-04-15,44300,TN,Women's Therapeutic Residential Center (WTRC),141.0,2052.0,1.0,1910.0,0.0,140.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1693,2021-04-15,44300,TN,Hardeman County Correctional,315.0,3248.0,0.0,2918.0,0.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1694,2021-04-15,44300,TN,South Central Correctional,1247.0,3621.0,0.0,2356.0,1.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1695,2021-04-15,44300,TN,Trousdale Turner Correctional (TCA),1409.0,3740.0,0.0,2324.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1696,2021-04-15,44300,TN,Whiteville Correctional,95.0,2232.0,0.0,2129.0,6.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1697,2021-04-15,44295,TN,,,,,,,,,,,,8799.0,3247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1698,2021-04-16,44301,TN,Bledsoe County Correctional (BCCX),859.0,7120.0,7.0,6258.0,2.0,852.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1699,2021-04-16,44301,TN,Morgan County Correctional (MCCX),107.0,2246.0,0.0,2125.0,2.0,107.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1700,2021-04-16,44301,TN,Northeast Correctional (NECX),371.0,2583.0,0.0,2204.0,0.0,371.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1701,2021-04-16,44301,TN,Lois M. Derry Special Needs (DSNF),165.0,2289.0,0.0,2107.0,0.0,165.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1702,2021-04-16,44301,TN,Riverbend Maximum Security (RMSI),112.0,1364.0,0.0,1246.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1703,2021-04-16,44301,TN,Tennessee Prison for Women (TPFW/DJRC),322.0,2129.0,0.0,1803.0,1.0,322.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1704,2021-04-16,44301,TN,Turney Center Industrial Complex (TCIX),124.0,2139.0,0.0,2006.0,1.0,124.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1705,2021-04-16,44301,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,533.0,0.0,519.0,0.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1706,2021-04-16,44301,TN,Mark Luttrell Transition Center (MLTC),62.0,465.0,0.0,402.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1707,2021-04-16,44301,TN,Northwest Correctional Complex (NWCX),993.0,4630.0,0.0,3610.0,0.0,993.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1708,2021-04-16,44301,TN,West Tennessee State Penitentiary (WTSP),273.0,1605.0,0.0,1321.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1709,2021-04-16,44301,TN,Women's Therapeutic Residential Center (WTRC),141.0,2052.0,1.0,1910.0,0.0,140.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1710,2021-04-16,44301,TN,Hardeman County Correctional,315.0,3256.0,0.0,2924.0,2.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1711,2021-04-16,44301,TN,South Central Correctional,1247.0,3628.0,0.0,2363.0,1.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1712,2021-04-16,44301,TN,Trousdale Turner Correctional (TCA),1409.0,3788.0,0.0,2372.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1713,2021-04-16,44301,TN,Whiteville Correctional,95.0,2232.0,0.0,2129.0,6.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1714,2021-04-16,44295,TN,,,,,,,,,,,,8799.0,3247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1715,2021-04-17,44302,TN,Bledsoe County Correctional (BCCX),859.0,7217.0,7.0,6351.0,6.0,852.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1716,2021-04-17,44302,TN,Morgan County Correctional (MCCX),107.0,2273.0,0.0,2150.0,4.0,107.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1717,2021-04-17,44302,TN,Northeast Correctional (NECX),371.0,2583.0,0.0,2204.0,0.0,371.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1718,2021-04-17,44302,TN,Lois M. Derry Special Needs (DSNF),165.0,2299.0,0.0,2117.0,0.0,165.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1719,2021-04-17,44302,TN,Riverbend Maximum Security (RMSI),112.0,1366.0,0.0,1248.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1720,2021-04-17,44302,TN,Tennessee Prison for Women (TPFW/DJRC),322.0,2162.0,0.0,1818.0,19.0,322.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1721,2021-04-17,44302,TN,Turney Center Industrial Complex (TCIX),124.0,2139.0,0.0,2007.0,0.0,124.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1722,2021-04-17,44302,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,538.0,0.0,523.0,1.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1723,2021-04-17,44302,TN,Mark Luttrell Transition Center (MLTC),62.0,470.0,0.0,407.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1724,2021-04-17,44302,TN,Northwest Correctional Complex (NWCX),993.0,4630.0,0.0,3610.0,0.0,993.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1725,2021-04-17,44302,TN,West Tennessee State Penitentiary (WTSP),273.0,1605.0,0.0,1321.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1726,2021-04-17,44302,TN,Women's Therapeutic Residential Center (WTRC),141.0,2052.0,1.0,1910.0,0.0,140.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1727,2021-04-17,44302,TN,Hardeman County Correctional,315.0,3257.0,0.0,2925.0,2.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1728,2021-04-17,44302,TN,South Central Correctional,1247.0,3629.0,0.0,2363.0,2.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1729,2021-04-17,44302,TN,Trousdale Turner Correctional (TCA),1409.0,3788.0,0.0,2372.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1730,2021-04-17,44302,TN,Whiteville Correctional,95.0,2232.0,0.0,2129.0,6.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1731,2021-04-17,44302,TN,,,,,,,,,,,,9962.0,3248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1732,2021-04-18,44302,TN,Bledsoe County Correctional (BCCX),859.0,7217.0,7.0,6351.0,6.0,852.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1733,2021-04-18,44302,TN,Morgan County Correctional (MCCX),107.0,2273.0,0.0,2150.0,4.0,107.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1734,2021-04-18,44302,TN,Northeast Correctional (NECX),371.0,2583.0,0.0,2204.0,0.0,371.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1735,2021-04-18,44302,TN,Lois M. Derry Special Needs (DSNF),165.0,2299.0,0.0,2117.0,0.0,165.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1736,2021-04-18,44302,TN,Riverbend Maximum Security (RMSI),112.0,1366.0,0.0,1248.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1737,2021-04-18,44302,TN,Tennessee Prison for Women (TPFW/DJRC),322.0,2162.0,0.0,1818.0,19.0,322.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1738,2021-04-18,44302,TN,Turney Center Industrial Complex (TCIX),124.0,2139.0,0.0,2007.0,0.0,124.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1739,2021-04-18,44302,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,538.0,0.0,523.0,1.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1740,2021-04-18,44302,TN,Mark Luttrell Transition Center (MLTC),62.0,470.0,0.0,407.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1741,2021-04-18,44302,TN,Northwest Correctional Complex (NWCX),993.0,4630.0,0.0,3610.0,0.0,993.0,6.0,,,,,,,,,,,"960 State Route 212, Tiptonville, Tennessee 38079",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1742,2021-04-18,44302,TN,West Tennessee State Penitentiary (WTSP),273.0,1605.0,0.0,1321.0,0.0,273.0,2.0,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1743,2021-04-18,44302,TN,Women's Therapeutic Residential Center (WTRC),141.0,2052.0,1.0,1910.0,0.0,140.0,,,,,,,,,,,,"480 Green Chapel Road, Henning, Tennessee 38041-1150",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1744,2021-04-18,44302,TN,Hardeman County Correctional,315.0,3257.0,0.0,2925.0,2.0,315.0,,,,,,,,,,,,"2520 Union Springs Road, Whiteville, Tennessee 38075",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1745,2021-04-18,44302,TN,South Central Correctional,1247.0,3629.0,0.0,2363.0,2.0,1247.0,6.0,,,,,,,,,,,"555 Forest Avenue, Clifton, Tennessee 38425-0279",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1746,2021-04-18,44302,TN,Trousdale Turner Correctional (TCA),1409.0,3788.0,0.0,2372.0,0.0,1409.0,4.0,,,,,,,,,,,"140 Macon Way, Hartsville, Tennessee 37074",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1747,2021-04-18,44302,TN,Whiteville Correctional,95.0,2232.0,0.0,2129.0,6.0,95.0,2.0,,,,,,,,,,,"1440 Union Springs Road, Whiteville, Tennessee 38075",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1748,2021-04-18,44302,TN,,,,,,,,,,,,9962.0,3248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1749,2021-04-19,44302,TN,Bledsoe County Correctional (BCCX),859.0,7217.0,7.0,6351.0,6.0,852.0,1.0,,,,,,,,,,,"1045 Horsehead Road Pikeville, Tennessee  37367",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1750,2021-04-19,44302,TN,Morgan County Correctional (MCCX),107.0,2273.0,0.0,2150.0,4.0,107.0,3.0,,,,,,,,,,,"541 Wayne Cotton Morgan Drive, Wartburg, Tennessee 37887",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1751,2021-04-19,44302,TN,Northeast Correctional (NECX),371.0,2583.0,0.0,2204.0,0.0,371.0,5.0,,,,,,,,,,,"5249 Highway 67 West, Mountain City, Tennessee 37683-5000",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1752,2021-04-19,44302,TN,Lois M. Derry Special Needs (DSNF),165.0,2299.0,0.0,2117.0,0.0,165.0,8.0,,,,,,,,,,,"7575 Cockrill Bend Boulevard, Nashville, Tennessee 37209-1057",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1753,2021-04-19,44302,TN,Riverbend Maximum Security (RMSI),112.0,1366.0,0.0,1248.0,0.0,112.0,,,,,,,,,,,,7475 COCKRILL BEND BLVD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1754,2021-04-19,44302,TN,Tennessee Prison for Women (TPFW/DJRC),322.0,2162.0,0.0,1818.0,19.0,322.0,1.0,,,,,,,,,,,"3881 Stewarts Lane, Nashville, Tennessee 37243-0468",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1755,2021-04-19,44302,TN,Turney Center Industrial Complex (TCIX),124.0,2139.0,0.0,2007.0,0.0,124.0,4.0,,,,,,,,,,,1499 R.W. MOORE MEMORIAL HIGHWAY,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1756,2021-04-19,44302,TN,Turney Center Industrial Complex-Annex (TCIX-A),11.0,538.0,0.0,523.0,1.0,11.0,,,,,,,,,,,,"1499 R.W. Moore Memorial Highway, Only, Tennessee 37140-4050",,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
1757,2021-04-19,44302,TN,Mark Luttrell Transition Center (MLTC),62.0,470.0,0.0,407.0,0.0,62.0,,,,,,,,,,,,6000 STATE ROAD,,6606.0,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/TN.csv
