Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,sum_inc_totalcapacity,sum_inc_deathsadults,sum_inc_deathsjuvenile,sum_inc_populationadult,sum_inc_populationjuvenile,sum_inc_testedadult,sum_inc_testedjuvenile,sum_inc_pendingadult,sum_inc_pendingjuvenile,sum_inc_positiveadult,sum_inc_positivejuvenile,sum_inc_negativeadult,sum_inc_negativejuvenile,sum_inc_refusedadult,sum_inc_refusedjuvenile,sum_staff_positiveadult,sum_staff_positivejuvenile,sum_staff_deathsadult,sum_staff_deathsjuvenile,sum_staff_positive,sum_staff_deaths,sum_inc_adult_vaccinated_dose1,sum_inc_adult_vaccinated_dose2,sum_inc_juvenile_vaccinated_dose1,sum_inc_juvenile_vaccinated_dose2,facility_bjs,fac_state,fac_inc_deaths,fac_address,fac_zip,sum_inc_negative,sum_inc_pending,sum_inc_pop,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_inc_refused,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_vaccinatedpercent_adult,sum_inc_vaccinatedpercent_juvenile,state
406,2021-02-27,44251,ME,,,,,NR,NR,1654.0,28.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
407,2021-02-28,2/24/2021,ME,MSP,3079.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE STATE PRISON - WARREN,ME,0.0,807 CUSHING ROAD,4864.0,,,1654.0,158.0,1.0,7613.0,,in BJS (matched),Maine,2e+20,MAINE STATE PRISON - WARREN,807 CUSHING ROAD,WARREN,ME,4864.0,Males only,Super maximum,None,State authority,821.0,,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
408,2021-02-28,2/24/2021,ME,MCC,2691.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE CORRECTIONAL CENTER,ME,0.0,17 MALLISON FALLS ROAD,4062.0,,,1654.0,158.0,1.0,7613.0,,in BJS (matched),Maine,2e+20,MAINE CORRECTIONAL CENTER,17 MALLISON FALLS ROAD,WINDHAM,ME,4062.0,Both males and females,Medium,Less than 50% of the inmates,State authority,560.0,144.0,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
409,2021-02-28,2/24/2021,ME,MVCF,775.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,1.0,"1182 Dover Road, Charleston, Maine 04422",4422.0,,,1654.0,158.0,1.0,7613.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
410,2021-02-28,2/24/2021,ME,BCF,165.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"516 Cushing Road, Warren, ME 04864",4864.0,,,1654.0,158.0,1.0,7613.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
411,2021-02-28,2/24/2021,ME,Women,500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"17 Mallison Falls Road, Windham, Maine 040624",40624.0,,,1654.0,158.0,1.0,7613.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
412,2021-02-28,2/24/2021,ME,Long Creek Youth Development Center,403.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"675 Westbrook Street South, Portland, ME 04106",4106.0,,,1654.0,158.0,1.0,7613.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
413,2021-02-28,44251,ME,,,,,NR,NR,1654.0,28.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
414,2021-03-01,3/1/2021,ME,MSP,3084.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE STATE PRISON - WARREN,ME,0.0,807 CUSHING ROAD,4864.0,,,1668.0,158.0,1.0,7692.0,,in BJS (matched),Maine,2e+20,MAINE STATE PRISON - WARREN,807 CUSHING ROAD,WARREN,ME,4864.0,Males only,Super maximum,None,State authority,821.0,,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
415,2021-03-01,3/1/2021,ME,MCC,2755.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE CORRECTIONAL CENTER,ME,0.0,17 MALLISON FALLS ROAD,4062.0,,,1668.0,158.0,1.0,7692.0,,in BJS (matched),Maine,2e+20,MAINE CORRECTIONAL CENTER,17 MALLISON FALLS ROAD,WINDHAM,ME,4062.0,Both males and females,Medium,Less than 50% of the inmates,State authority,560.0,144.0,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
416,2021-03-01,3/1/2021,ME,MVCF,778.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,1.0,"1182 Dover Road, Charleston, Maine 04422",4422.0,,,1668.0,158.0,1.0,7692.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
417,2021-03-01,3/1/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"516 Cushing Road, Warren, ME 04864",4864.0,,,1668.0,158.0,1.0,7692.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
418,2021-03-01,3/1/2021,ME,Women,501.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"17 Mallison Falls Road, Windham, Maine 040624",40624.0,,,1668.0,158.0,1.0,7692.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
419,2021-03-01,3/1/2021,ME,Long Creek Youth Development Center,405.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"675 Westbrook Street South, Portland, ME 04106",4106.0,,,1668.0,158.0,1.0,7692.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
420,2021-03-01,44256,ME,,,,,NR,NR,1668.0,27.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
421,2021-03-02,3/2/2021,ME,MSP,3084.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE STATE PRISON - WARREN,ME,0.0,807 CUSHING ROAD,4864.0,,,1672.0,158.0,1.0,7705.0,,in BJS (matched),Maine,2e+20,MAINE STATE PRISON - WARREN,807 CUSHING ROAD,WARREN,ME,4864.0,Males only,Super maximum,None,State authority,821.0,,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
422,2021-03-02,3/2/2021,ME,MCC,2764.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE CORRECTIONAL CENTER,ME,0.0,17 MALLISON FALLS ROAD,4062.0,,,1672.0,158.0,1.0,7705.0,,in BJS (matched),Maine,2e+20,MAINE CORRECTIONAL CENTER,17 MALLISON FALLS ROAD,WINDHAM,ME,4062.0,Both males and females,Medium,Less than 50% of the inmates,State authority,560.0,144.0,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
423,2021-03-02,3/2/2021,ME,MVCF,780.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,1.0,"1182 Dover Road, Charleston, Maine 04422",4422.0,,,1672.0,158.0,1.0,7705.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
424,2021-03-02,3/2/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"516 Cushing Road, Warren, ME 04864",4864.0,,,1672.0,158.0,1.0,7705.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
425,2021-03-02,3/2/2021,ME,Women,502.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"17 Mallison Falls Road, Windham, Maine 040624",40624.0,,,1672.0,158.0,1.0,7705.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
426,2021-03-02,3/2/2021,ME,Long Creek Youth Development Center,406.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"675 Westbrook Street South, Portland, ME 04106",4106.0,,,1672.0,158.0,1.0,7705.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
427,2021-03-02,44257,ME,,,,,NR,NR,1672.0,28.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
428,2021-03-03,3/3/2021,ME,MSP,3085.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE STATE PRISON - WARREN,ME,0.0,807 CUSHING ROAD,4864.0,,,1670.0,158.0,1.0,7714.0,,in BJS (matched),Maine,2e+20,MAINE STATE PRISON - WARREN,807 CUSHING ROAD,WARREN,ME,4864.0,Males only,Super maximum,None,State authority,821.0,,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
429,2021-03-03,3/3/2021,ME,MCC,2769.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE CORRECTIONAL CENTER,ME,0.0,17 MALLISON FALLS ROAD,4062.0,,,1670.0,158.0,1.0,7714.0,,in BJS (matched),Maine,2e+20,MAINE CORRECTIONAL CENTER,17 MALLISON FALLS ROAD,WINDHAM,ME,4062.0,Both males and females,Medium,Less than 50% of the inmates,State authority,560.0,144.0,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
430,2021-03-03,3/3/2021,ME,MVCF,782.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,1.0,"1182 Dover Road, Charleston, Maine 04422",4422.0,,,1670.0,158.0,1.0,7714.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
431,2021-03-03,3/3/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"516 Cushing Road, Warren, ME 04864",4864.0,,,1670.0,158.0,1.0,7714.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
432,2021-03-03,3/3/2021,ME,Women,502.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"17 Mallison Falls Road, Windham, Maine 040624",40624.0,,,1670.0,158.0,1.0,7714.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
433,2021-03-03,3/3/2021,ME,Long Creek Youth Development Center,407.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"675 Westbrook Street South, Portland, ME 04106",4106.0,,,1670.0,158.0,1.0,7714.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
434,2021-03-03,44258,ME,,,,,NR,NR,1670.0,28.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
435,2021-03-04,3/4/2021,ME,MSP,3087.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE STATE PRISON - WARREN,ME,0.0,807 CUSHING ROAD,4864.0,,,1676.0,158.0,1.0,7726.0,,in BJS (matched),Maine,2e+20,MAINE STATE PRISON - WARREN,807 CUSHING ROAD,WARREN,ME,4864.0,Males only,Super maximum,None,State authority,821.0,,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
436,2021-03-04,3/4/2021,ME,MCC,2777.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE CORRECTIONAL CENTER,ME,0.0,17 MALLISON FALLS ROAD,4062.0,,,1676.0,158.0,1.0,7726.0,,in BJS (matched),Maine,2e+20,MAINE CORRECTIONAL CENTER,17 MALLISON FALLS ROAD,WINDHAM,ME,4062.0,Both males and females,Medium,Less than 50% of the inmates,State authority,560.0,144.0,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
437,2021-03-04,3/4/2021,ME,MVCF,782.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,1.0,"1182 Dover Road, Charleston, Maine 04422",4422.0,,,1676.0,158.0,1.0,7726.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
438,2021-03-04,3/4/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"516 Cushing Road, Warren, ME 04864",4864.0,,,1676.0,158.0,1.0,7726.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
439,2021-03-04,3/4/2021,ME,Women,503.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"17 Mallison Falls Road, Windham, Maine 040624",40624.0,,,1676.0,158.0,1.0,7726.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
440,2021-03-04,3/4/2021,ME,Long Creek Youth Development Center,408.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"675 Westbrook Street South, Portland, ME 04106",4106.0,,,1676.0,158.0,1.0,7726.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
441,2021-03-04,44259,ME,,,,,NR,NR,1676.0,28.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
442,2021-03-05,3/5/2021,ME,MSP,3087.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE STATE PRISON - WARREN,ME,0.0,807 CUSHING ROAD,4864.0,,,1674.0,158.0,1.0,7745.0,,in BJS (matched),Maine,2e+20,MAINE STATE PRISON - WARREN,807 CUSHING ROAD,WARREN,ME,4864.0,Males only,Super maximum,None,State authority,821.0,,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
443,2021-03-05,3/5/2021,ME,MCC,2792.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE CORRECTIONAL CENTER,ME,0.0,17 MALLISON FALLS ROAD,4062.0,,,1674.0,158.0,1.0,7745.0,,in BJS (matched),Maine,2e+20,MAINE CORRECTIONAL CENTER,17 MALLISON FALLS ROAD,WINDHAM,ME,4062.0,Both males and females,Medium,Less than 50% of the inmates,State authority,560.0,144.0,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
444,2021-03-05,3/5/2021,ME,MVCF,783.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,1.0,"1182 Dover Road, Charleston, Maine 04422",4422.0,,,1674.0,158.0,1.0,7745.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
445,2021-03-05,3/5/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"516 Cushing Road, Warren, ME 04864",4864.0,,,1674.0,158.0,1.0,7745.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
446,2021-03-05,3/5/2021,ME,Women,504.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"17 Mallison Falls Road, Windham, Maine 040624",40624.0,,,1674.0,158.0,1.0,7745.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
447,2021-03-05,3/5/2021,ME,Long Creek Youth Development Center,410.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"675 Westbrook Street South, Portland, ME 04106",4106.0,,,1674.0,158.0,1.0,7745.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
448,2021-03-05,44260,ME,,,,,NR,NR,1674.0,27.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
449,2021-03-06,3/5/2021,ME,MSP,3087.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,807 CUSHING ROAD,,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
450,2021-03-06,3/5/2021,ME,MCC,2792.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17 MALLISON FALLS ROAD,,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
451,2021-03-06,3/5/2021,ME,MVCF,783.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"1182 Dover Road, Charleston, Maine 04422",,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
452,2021-03-06,3/5/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"516 Cushing Road, Warren, ME 04864",,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
453,2021-03-06,3/5/2021,ME,Women,504.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"17 Mallison Falls Road, Windham, Maine 040624",,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
454,2021-03-06,3/5/2021,ME,Long Creek Youth Development Center,410.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"675 Westbrook Street South, Portland, ME 04106",,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
455,2021-03-06,44260,ME,,,,,NR,NR,1674.0,27.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
456,2021-03-07,3/5/2021,ME,MSP,3087.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,807 CUSHING ROAD,,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
457,2021-03-07,3/5/2021,ME,MCC,2792.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17 MALLISON FALLS ROAD,,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
458,2021-03-07,3/5/2021,ME,MVCF,783.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"1182 Dover Road, Charleston, Maine 04422",,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
459,2021-03-07,3/5/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"516 Cushing Road, Warren, ME 04864",,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
460,2021-03-07,3/5/2021,ME,Women,504.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"17 Mallison Falls Road, Windham, Maine 040624",,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
461,2021-03-07,3/5/2021,ME,Long Creek Youth Development Center,410.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"675 Westbrook Street South, Portland, ME 04106",,,,,158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
462,2021-03-07,44260,ME,,,,,NR,NR,1674.0,27.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
463,2021-03-08,3/8/2021,ME,MSP,3096.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE STATE PRISON - WARREN,ME,0.0,807 CUSHING ROAD,4864.0,,,1674.0,158.0,1.0,7766.0,,in BJS (matched),Maine,2e+20,MAINE STATE PRISON - WARREN,807 CUSHING ROAD,WARREN,ME,4864.0,Males only,Super maximum,None,State authority,821.0,,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
464,2021-03-08,3/8/2021,ME,MCC,2801.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,MAINE CORRECTIONAL CENTER,ME,0.0,17 MALLISON FALLS ROAD,4062.0,,,1674.0,158.0,1.0,7766.0,,in BJS (matched),Maine,2e+20,MAINE CORRECTIONAL CENTER,17 MALLISON FALLS ROAD,WINDHAM,ME,4062.0,Both males and females,Medium,Less than 50% of the inmates,State authority,560.0,144.0,No,No,No,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
465,2021-03-08,3/8/2021,ME,MVCF,784.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,1.0,"1182 Dover Road, Charleston, Maine 04422",4422.0,,,1674.0,158.0,1.0,7766.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
466,2021-03-08,3/8/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"516 Cushing Road, Warren, ME 04864",4864.0,,,1674.0,158.0,1.0,7766.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
467,2021-03-08,3/8/2021,ME,Women,504.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"17 Mallison Falls Road, Windham, Maine 040624",40624.0,,,1674.0,158.0,1.0,7766.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
468,2021-03-08,3/8/2021,ME,Long Creek Youth Development Center,412.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ME,0.0,"675 Westbrook Street South, Portland, ME 04106",4106.0,,,1674.0,158.0,1.0,7766.0,,not in BJS,,,,,,,,,,,,,,,,,new,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
469,2021-03-08,44263,ME,,,,,NR,NR,1674.0,27.0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
470,2021-03-09,3/9/2021,ME,MSP,3115.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807 CUSHING ROAD,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
471,2021-03-09,3/9/2021,ME,MCC,2814.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 MALLISON FALLS ROAD,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
472,2021-03-09,3/9/2021,ME,MVCF,784.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1182 Dover Road, Charleston, Maine 04422",,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
473,2021-03-09,3/9/2021,ME,BCF,169.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516 Cushing Road, Warren, ME 04864",,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
474,2021-03-09,3/9/2021,ME,Women,505.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17 Mallison Falls Road, Windham, Maine 040624",,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
475,2021-03-09,3/9/2021,ME,Long Creek Youth Development Center,412.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"675 Westbrook Street South, Portland, ME 04106",,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ME.csv
