Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_positiveonsite,fac_inc_hospitalized,fac_inc_deaths,fac_staff_positive,fac_staff_active,sum_inc_docearlyrelease,sum_inc_hospitalearlyrelease,sum_inc_localjailsearlyrelease,sum_staff_deaths,sum_inc_vaccinated,sum_staff_vaccinated,facility_bjs,fac_state,fac_inc_hospital,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_zip2,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_privprison,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,state
2376,2021-03-01,,VA,Green Rock Correctional Center,,233.0,0.0,,0.0,,,,,,,,,,,,"475 Green Rock Lane, Chatham, VA 24531",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2377,2021-03-01,,VA,Greensville Correctional Center includes Greensville Work Center,,716.0,0.0,,2.0,,,,,,,,,,,,"901 Corrections Way, Jarratt, VA 23870",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2378,2021-03-01,,VA,Halifax Correctional Unit,,130.0,0.0,,0.0,,,,,,,,,,,,"1200 Farm Road,Halifax, VA 24558",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2379,2021-03-01,,VA,Harrisonburg Mens CCAP,,26.0,0.0,,0.0,,,,,,,,,,,,6624 Beard Woods Lane,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2380,2021-03-01,,VA,Haynesville Correctional Center,,480.0,0.0,,1.0,,,,,,,,,,,,"421 Barnfield Road , Haynesville, VA 22472",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2381,2021-03-01,,VA,Haynesville Correctional Unit 17,,1.0,0.0,,0.0,,,,,,,,,,,,"363 Camp Seventeen Road, Haynesville, VA 22472",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2382,2021-03-01,,VA,Indian Creek Correctional Center,,104.0,19.0,,0.0,,,,,,,,,,,,"801 Sanderson Road, Chesapeake, VA 23328",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2383,2021-03-01,,VA,Keen Mountain Correctional Center,,15.0,0.0,,1.0,,,,,,,,,,,,"State Route 629, Oakwood, VA 24631",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2384,2021-03-01,,VA,Lawrenceville Correctional Center,,101.0,0.0,,1.0,,,,,,,,,,,,"1607 Planters Road, Lawrenceville, VA 23868",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2385,2021-03-01,,VA,Lunenburg Correctional Center,,119.0,0.0,,1.0,,,,,,,,,,,,"690 Falls Road, Victoria, VA 23974",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2386,2021-03-01,,VA,Marion Correctional Treatment Center,,89.0,0.0,,2.0,,,,,,,,,,,,"110 Wright Street, Marion, VA 24354",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2387,2021-03-01,,VA,Nottoway Correctional Center includes Nottoway Work Center,,533.0,1.0,,1.0,,,,,,,,,,,,"2892 Schutt Road, Burkeville, VA 23922",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2388,2021-03-01,,VA,Patrick Henry Correctional Unit,,60.0,0.0,,0.0,,,,,,,,,,,,"18155 A. L. Philpott Highway, Ridgeway, VA 24148",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2389,2021-03-01,,VA,Pocahontas State Correctional Center,,245.0,1.0,,3.0,,,,,,,,,,,,"317 Old Mountain Road, Pocahontas, VA 24635",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2390,2021-03-01,,VA,Red Onion State Prison,,61.0,0.0,,0.0,,,,,,,,,,,,"10800 H. JACK ROSE HIGHWAY, P. O. Box 970",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2391,2021-03-01,,VA,River North Correctional Center,,2.0,0.0,,0.0,,,,,,,,,,,,"329 Dell Brook Lane, Independence, VA 24348",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2392,2021-03-01,,VA,Rustburg Correctional Unit,,29.0,0.0,,0.0,,,,,,,,,,,,"479 Camp Nine Road, Rustburg, VA 24588",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2393,2021-03-01,,VA,St Brides Correctional Center,,459.0,0.0,,0.0,,,,,,,,,,,,"701 Sanderson Road, Chesapeake, VA 23328",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2394,2021-03-01,,VA,Stafford Men’s CCAP,,8.0,0.0,,0.0,,,,,,,,,,,,"384 Eskimo Hill Road, Stafford, VA, 22554",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2395,2021-03-01,,VA,State Farm Correctional Complex,,493.0,0.0,,10.0,,,,,,,,,,,,"3500 Woods Way, State Farm, VA 23160",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2396,2021-03-01,,VA,Sussex I State Prison,,178.0,0.0,,0.0,,,,,,,,,,,,24414 Mussel White Drive,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2397,2021-03-01,,VA,Sussex II State Prison,,185.0,0.0,,1.0,,,,,,,,,,,,24427 MUSSELWHITE DRIVE,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2398,2021-03-01,,VA,Virginia Correctional Center for Women includes State Farm Work Center,,72.0,0.0,,1.0,,,,,,,,,,,,"2841 River Road, Goochland, VA 23063",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2399,2021-03-01,,VA,Wallens Ridge State Prison,,20.0,0.0,,0.0,,,,,,,,,,,,272 DOGWOOD DR,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2400,2021-03-01,,VA,Wise Correctional Unit,,24.0,0.0,,0.0,,,,,,,,,,,,"3602 Bear Lane Coeburn, VA 24230",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2401,2021-03-02,,VA,Appalachian Mens CCAP,NR,50.0,0.0,0.0,0.0,NR,0.0,,,,,,,,,,"924 CLIFTON ROAD, P. O. Box 2110",24260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2402,2021-03-02,,VA,Augusta Correctional Center,,585.0,0.0,,5.0,,,,,,,,,,,,"1821 Estaline Valley Road, Craigsville, VA 24430",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2403,2021-03-02,,VA,Baskerville Correctional Center,,249.0,0.0,,0.0,,,,,,,,,,,,"4150 Hayes Mill Road ,Baskerville, VA 23915",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2404,2021-03-02,,VA,Bland Correctional Center,,185.0,0.0,,0.0,,,,,,,,,,,,"256 Bland Farm Road, Bland, VA 24315",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2405,2021-03-02,,VA,Brunswick CCAP,,0.0,0.0,,0.0,,,,,,,,,,,,1147 PLANTERS ROAD,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2406,2021-03-02,,VA,Buckingham Correctional Center,,648.0,0.0,,4.0,,,,,,,,,,,,"1349 Correctional Center Road, Dillwyn, VA 23936",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2407,2021-03-02,,VA,Caroline Correctional Unit,,6.0,0.0,,0.0,,,,,,,,,,,,"31285 Camp Road, Hanover, VA 23069",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2408,2021-03-02,,VA,Central Virginia Correctional Unit 13,,58.0,0.0,,0.0,,,,,,,,,,,,"6900 Courthouse Road, Chesterfield, VA 23832",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2409,2021-03-02,,VA,Chesterfield Women’s CCAP,,0.0,0.0,,0.0,,,,,,,,,,,,"7000 Courthouse Road, Chesterfield, VA 23832",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2410,2021-03-02,,VA,Coffeewood Correctional Center,,674.0,0.0,,1.0,,,,,,,,,,,,"12352 Coffeewood Drive, Mitchells, VA 22729",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2411,2021-03-02,,VA,Cold Springs CCAP,,31.0,0.0,,0.0,,,,,,,,,,,,192 Spitler Circle,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2412,2021-03-02,,VA,Cold Springs Correctional Unit 10,,64.0,0.0,,0.0,,,,,,,,,,,,"221 Spitler Circle, Greenville, VA 24440",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2413,2021-03-02,,VA,Deerfield Correctional Center includes Deerfield Work Centers,,837.0,0.0,,19.0,,,,,,,,,,,,"21360 Deerfield Drive, Capron, VA 23829",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2414,2021-03-02,,VA,Dillwyn Correctional Center,,566.0,52.0,,2.0,,,,,,,,,,,,"1522 Prison Road, Dillwyn, VA 23936",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2415,2021-03-02,,VA,Fluvanna Correctional Center for Women,,652.0,7.0,,0.0,,,,,,,,,,,,"144 Prison Lane, Troy, VA 22974",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2416,2021-03-02,,VA,Green Rock Correctional Center,,233.0,0.0,,0.0,,,,,,,,,,,,"475 Green Rock Lane, Chatham, VA 24531",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2417,2021-03-02,,VA,Greensville Correctional Center includes Greensville Work Center,,716.0,0.0,,2.0,,,,,,,,,,,,"901 Corrections Way, Jarratt, VA 23870",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2418,2021-03-02,,VA,Halifax Correctional Unit,,130.0,0.0,,0.0,,,,,,,,,,,,"1200 Farm Road,Halifax, VA 24558",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2419,2021-03-02,,VA,Harrisonburg Mens CCAP,,26.0,0.0,,0.0,,,,,,,,,,,,6624 Beard Woods Lane,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2420,2021-03-02,,VA,Haynesville Correctional Center,,480.0,0.0,,1.0,,,,,,,,,,,,"421 Barnfield Road , Haynesville, VA 22472",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2421,2021-03-02,,VA,Haynesville Correctional Unit 17,,1.0,0.0,,0.0,,,,,,,,,,,,"363 Camp Seventeen Road, Haynesville, VA 22472",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2422,2021-03-02,,VA,Indian Creek Correctional Center,,104.0,18.0,,0.0,,,,,,,,,,,,"801 Sanderson Road, Chesapeake, VA 23328",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2423,2021-03-02,,VA,Keen Mountain Correctional Center,,15.0,0.0,,1.0,,,,,,,,,,,,"State Route 629, Oakwood, VA 24631",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2424,2021-03-02,,VA,Lawrenceville Correctional Center,,101.0,0.0,,1.0,,,,,,,,,,,,"1607 Planters Road, Lawrenceville, VA 23868",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2425,2021-03-02,,VA,Lunenburg Correctional Center,,119.0,0.0,,1.0,,,,,,,,,,,,"690 Falls Road, Victoria, VA 23974",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2426,2021-03-02,,VA,Marion Correctional Treatment Center,,89.0,0.0,,2.0,,,,,,,,,,,,"110 Wright Street, Marion, VA 24354",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2427,2021-03-02,,VA,Nottoway Correctional Center includes Nottoway Work Center,,533.0,0.0,,1.0,,,,,,,,,,,,"2892 Schutt Road, Burkeville, VA 23922",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2428,2021-03-02,,VA,Patrick Henry Correctional Unit,,60.0,0.0,,0.0,,,,,,,,,,,,"18155 A. L. Philpott Highway, Ridgeway, VA 24148",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2429,2021-03-02,,VA,Pocahontas State Correctional Center,,245.0,1.0,,3.0,,,,,,,,,,,,"317 Old Mountain Road, Pocahontas, VA 24635",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2430,2021-03-02,,VA,Red Onion State Prison,,61.0,0.0,,0.0,,,,,,,,,,,,"10800 H. JACK ROSE HIGHWAY, P. O. Box 970",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2431,2021-03-02,,VA,River North Correctional Center,,2.0,0.0,,0.0,,,,,,,,,,,,"329 Dell Brook Lane, Independence, VA 24348",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2432,2021-03-02,,VA,Rustburg Correctional Unit,,29.0,0.0,,0.0,,,,,,,,,,,,"479 Camp Nine Road, Rustburg, VA 24588",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2433,2021-03-02,,VA,St Brides Correctional Center,,459.0,0.0,,0.0,,,,,,,,,,,,"701 Sanderson Road, Chesapeake, VA 23328",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2434,2021-03-02,,VA,Stafford Men’s CCAP,,8.0,0.0,,0.0,,,,,,,,,,,,"384 Eskimo Hill Road, Stafford, VA, 22554",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2435,2021-03-02,,VA,State Farm Correctional Complex,,493.0,0.0,,10.0,,,,,,,,,,,,"3500 Woods Way, State Farm, VA 23160",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2436,2021-03-02,,VA,Sussex I State Prison,,178.0,0.0,,0.0,,,,,,,,,,,,24414 Mussel White Drive,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2437,2021-03-02,,VA,Sussex II State Prison,,185.0,0.0,,1.0,,,,,,,,,,,,24427 MUSSELWHITE DRIVE,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2438,2021-03-02,,VA,Virginia Correctional Center for Women includes State Farm Work Center,,72.0,0.0,,1.0,,,,,,,,,,,,"2841 River Road, Goochland, VA 23063",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2439,2021-03-02,,VA,Wallens Ridge State Prison,,20.0,0.0,,0.0,,,,,,,,,,,,272 DOGWOOD DR,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2440,2021-03-02,,VA,Wise Correctional Unit,,24.0,0.0,,0.0,,,,,,,,,,,,"3602 Bear Lane Coeburn, VA 24230",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2441,2021-03-03,,VA,Appalachian Mens CCAP,NR,50.0,0.0,0.0,0.0,NR,0.0,,,,,,,,,,"924 CLIFTON ROAD, P. O. Box 2110",24260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2442,2021-03-03,,VA,Augusta Correctional Center,,585.0,0.0,,5.0,,,,,,,,,,,,"1821 Estaline Valley Road, Craigsville, VA 24430",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2443,2021-03-03,,VA,Baskerville Correctional Center,,249.0,0.0,,0.0,,,,,,,,,,,,"4150 Hayes Mill Road ,Baskerville, VA 23915",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2444,2021-03-03,,VA,Bland Correctional Center,,185.0,0.0,,0.0,,,,,,,,,,,,"256 Bland Farm Road, Bland, VA 24315",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2445,2021-03-03,,VA,Brunswick CCAP,,0.0,0.0,,0.0,,,,,,,,,,,,1147 PLANTERS ROAD,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2446,2021-03-03,,VA,Buckingham Correctional Center,,648.0,0.0,,4.0,,,,,,,,,,,,"1349 Correctional Center Road, Dillwyn, VA 23936",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2447,2021-03-03,,VA,Caroline Correctional Unit,,6.0,0.0,,0.0,,,,,,,,,,,,"31285 Camp Road, Hanover, VA 23069",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2448,2021-03-03,,VA,Central Virginia Correctional Unit 13,,58.0,0.0,,0.0,,,,,,,,,,,,"6900 Courthouse Road, Chesterfield, VA 23832",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2449,2021-03-03,,VA,Chesterfield Women’s CCAP,,0.0,0.0,,0.0,,,,,,,,,,,,"7000 Courthouse Road, Chesterfield, VA 23832",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2450,2021-03-03,,VA,Coffeewood Correctional Center,,674.0,0.0,,1.0,,,,,,,,,,,,"12352 Coffeewood Drive, Mitchells, VA 22729",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2451,2021-03-03,,VA,Cold Springs CCAP,,31.0,0.0,,0.0,,,,,,,,,,,,192 Spitler Circle,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2452,2021-03-03,,VA,Cold Springs Correctional Unit 10,,64.0,0.0,,0.0,,,,,,,,,,,,"221 Spitler Circle, Greenville, VA 24440",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2453,2021-03-03,,VA,Deerfield Correctional Center includes Deerfield Work Centers,,837.0,0.0,,19.0,,,,,,,,,,,,"21360 Deerfield Drive, Capron, VA 23829",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2454,2021-03-03,,VA,Dillwyn Correctional Center,,566.0,0.0,,2.0,,,,,,,,,,,,"1522 Prison Road, Dillwyn, VA 23936",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2455,2021-03-03,,VA,Fluvanna Correctional Center for Women,,652.0,6.0,,0.0,,,,,,,,,,,,"144 Prison Lane, Troy, VA 22974",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2456,2021-03-03,,VA,Green Rock Correctional Center,,233.0,0.0,,0.0,,,,,,,,,,,,"475 Green Rock Lane, Chatham, VA 24531",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2457,2021-03-03,,VA,Greensville Correctional Center includes Greensville Work Center,,716.0,0.0,,2.0,,,,,,,,,,,,"901 Corrections Way, Jarratt, VA 23870",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2458,2021-03-03,,VA,Halifax Correctional Unit,,130.0,0.0,,0.0,,,,,,,,,,,,"1200 Farm Road,Halifax, VA 24558",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2459,2021-03-03,,VA,Harrisonburg Mens CCAP,,26.0,0.0,,0.0,,,,,,,,,,,,6624 Beard Woods Lane,,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2460,2021-03-03,,VA,Haynesville Correctional Center,,480.0,0.0,,1.0,,,,,,,,,,,,"421 Barnfield Road , Haynesville, VA 22472",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2461,2021-03-03,,VA,Haynesville Correctional Unit 17,,1.0,0.0,,0.0,,,,,,,,,,,,"363 Camp Seventeen Road, Haynesville, VA 22472",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2462,2021-03-03,,VA,Indian Creek Correctional Center,,104.0,0.0,,0.0,,,,,,,,,,,,"801 Sanderson Road, Chesapeake, VA 23328",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2463,2021-03-03,,VA,Keen Mountain Correctional Center,,15.0,0.0,,1.0,,,,,,,,,,,,"State Route 629, Oakwood, VA 24631",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2464,2021-03-03,,VA,Lawrenceville Correctional Center,,101.0,0.0,,1.0,,,,,,,,,,,,"1607 Planters Road, Lawrenceville, VA 23868",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
2465,2021-03-03,,VA,Lunenburg Correctional Center,,119.0,0.0,,1.0,,,,,,,,,,,,"690 Falls Road, Victoria, VA 23974",,8988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/VA.csv
