Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_negative,fac_inc_testpending,fac_inc_recovered,fac_inc_deaths,sum_inc_vaccinated,sum_staff_positive,sum_staff_recovered,sum_staff_deaths,facility_bjs,fac_state,fac_inc_testedlocal,fac_inc_testedintake,fac_inc_pending,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,fac_inc_vaccinatedpercent,state
567,2021-03-12,44263,UT,Orange Street Community Correctional Center,113.0,12.0,101.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2992.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
568,2021-03-12,44245,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
569,2021-03-13,44266,UT,Utah State Prison -- Draper,13643.0,1762.0,11881.0,NR,1730.0,12.0,,,,,,,,,,P.O. Box 250,,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
570,2021-03-13,44266,UT,Central Utah Correctional Facility -- Gunnison,10536.0,1105.0,9431.0,NR,1081.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
571,2021-03-13,44266,UT,Atherton Community Correctional Center,241.0,14.0,227.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
572,2021-03-13,44266,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
573,2021-03-13,44266,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,60.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
574,2021-03-13,44266,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
575,2021-03-13,44266,UT,Orange Street Community Correctional Center,135.0,12.0,123.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
576,2021-03-13,44266,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
577,2021-03-14,44266,UT,Utah State Prison -- Draper,13643.0,1762.0,11881.0,NR,1730.0,12.0,,,,,,,,,,P.O. Box 250,,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
578,2021-03-14,44266,UT,Central Utah Correctional Facility -- Gunnison,10536.0,1105.0,9431.0,NR,1081.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
579,2021-03-14,44266,UT,Atherton Community Correctional Center,241.0,14.0,227.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
580,2021-03-14,44266,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
581,2021-03-14,44266,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,60.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
582,2021-03-14,44266,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
583,2021-03-14,44266,UT,Orange Street Community Correctional Center,135.0,12.0,123.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
584,2021-03-14,44266,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
585,2021-03-15,44266,UT,Utah State Prison -- Draper,13643.0,1762.0,11881.0,NR,1730.0,12.0,,,,,,,,,,P.O. Box 250,,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
586,2021-03-15,44266,UT,Central Utah Correctional Facility -- Gunnison,10536.0,1105.0,9431.0,NR,1081.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
587,2021-03-15,44266,UT,Atherton Community Correctional Center,241.0,14.0,227.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
588,2021-03-15,44266,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
589,2021-03-15,44266,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,60.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
590,2021-03-15,44266,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
591,2021-03-15,44266,UT,Orange Street Community Correctional Center,135.0,12.0,123.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
592,2021-03-15,44266,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
593,2021-03-16,44266,UT,Utah State Prison -- Draper,13643.0,1762.0,11881.0,NR,1730.0,12.0,,,,,,,,,,P.O. Box 250,,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
594,2021-03-16,44266,UT,Central Utah Correctional Facility -- Gunnison,10536.0,1105.0,9431.0,NR,1081.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
595,2021-03-16,44266,UT,Atherton Community Correctional Center,241.0,14.0,227.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
596,2021-03-16,44266,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
597,2021-03-16,44266,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,60.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
598,2021-03-16,44266,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
599,2021-03-16,44266,UT,Orange Street Community Correctional Center,135.0,12.0,123.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2996.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
600,2021-03-16,44266,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
601,2021-03-17,44270,UT,Utah State Prison -- Draper,13784.0,1762.0,12022.0,NR,1730.0,12.0,,,,,,,,,,P.O. Box 250,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
602,2021-03-17,44270,UT,Central Utah Correctional Facility -- Gunnison,10710.0,1106.0,9604.0,NR,1096.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
603,2021-03-17,44270,UT,Atherton Community Correctional Center,241.0,14.0,227.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
604,2021-03-17,44270,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
605,2021-03-17,44270,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,60.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
606,2021-03-17,44270,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
607,2021-03-17,44270,UT,Orange Street Community Correctional Center,135.0,12.0,123.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
608,2021-03-17,44270,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
609,2021-03-18,44270,UT,Utah State Prison -- Draper,13784.0,1762.0,12022.0,NR,1730.0,12.0,,,,,,,,,,P.O. Box 250,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
610,2021-03-18,44270,UT,Central Utah Correctional Facility -- Gunnison,10710.0,1106.0,9604.0,NR,1096.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
611,2021-03-18,44270,UT,Atherton Community Correctional Center,241.0,14.0,227.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
612,2021-03-18,44270,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
613,2021-03-18,44270,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,60.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
614,2021-03-18,44270,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
615,2021-03-18,44270,UT,Orange Street Community Correctional Center,135.0,12.0,123.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
616,2021-03-18,44273,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
617,2021-03-19,44273,UT,Utah State Prison -- Draper,13982.0,1762.0,12220.0,NR,1740.0,13.0,,,,,,,,,,P.O. Box 250,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
618,2021-03-19,44273,UT,Central Utah Correctional Facility -- Gunnison,10754.0,1106.0,9648.0,NR,1099.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
619,2021-03-19,44273,UT,Atherton Community Correctional Center,268.0,14.0,254.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
620,2021-03-19,44273,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
621,2021-03-19,44273,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,63.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
622,2021-03-19,44273,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
623,2021-03-19,44273,UT,Orange Street Community Correctional Center,163.0,12.0,151.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
624,2021-03-19,44273,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
625,2021-03-20,44273,UT,Utah State Prison -- Draper,13982.0,1762.0,12220.0,NR,1740.0,13.0,,,,,,,,,,P.O. Box 250,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
626,2021-03-20,44273,UT,Central Utah Correctional Facility -- Gunnison,10754.0,1106.0,9648.0,NR,1099.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
627,2021-03-20,44273,UT,Atherton Community Correctional Center,268.0,14.0,254.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
628,2021-03-20,44273,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
629,2021-03-20,44273,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,63.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
630,2021-03-20,44273,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
631,2021-03-20,44273,UT,Orange Street Community Correctional Center,163.0,12.0,151.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
632,2021-03-20,44273,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
633,2021-03-21,44273,UT,Utah State Prison -- Draper,13982.0,1762.0,12220.0,NR,1740.0,13.0,,,,,,,,,,P.O. Box 250,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
634,2021-03-21,44273,UT,Central Utah Correctional Facility -- Gunnison,10754.0,1106.0,9648.0,NR,1099.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
635,2021-03-21,44273,UT,Atherton Community Correctional Center,268.0,14.0,254.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
636,2021-03-21,44273,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
637,2021-03-21,44273,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,63.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
638,2021-03-21,44273,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
639,2021-03-21,44273,UT,Orange Street Community Correctional Center,163.0,12.0,151.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
640,2021-03-21,44273,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
641,2021-03-22,44273,UT,Utah State Prison -- Draper,13982.0,1762.0,12220.0,NR,1740.0,13.0,,,,,,,,,,P.O. Box 250,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
642,2021-03-22,44273,UT,Central Utah Correctional Facility -- Gunnison,10754.0,1106.0,9648.0,NR,1099.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
643,2021-03-22,44273,UT,Atherton Community Correctional Center,268.0,14.0,254.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
644,2021-03-22,44273,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
645,2021-03-22,44273,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,63.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
646,2021-03-22,44273,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
647,2021-03-22,44273,UT,Orange Street Community Correctional Center,163.0,12.0,151.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
648,2021-03-22,44273,UT,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
649,2021-03-23,44273,UT,Utah State Prison -- Draper,13982.0,1762.0,12220.0,NR,1740.0,13.0,,,,,,,,,,P.O. Box 250,,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
650,2021-03-23,44273,UT,Central Utah Correctional Facility -- Gunnison,10754.0,1106.0,9648.0,NR,1099.0,3.0,,,,,,,,,,"255 East 300 North, P.O. Box 898",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
651,2021-03-23,44273,UT,Atherton Community Correctional Center,268.0,14.0,254.0,NR,14.0,0.0,,,,,,,,,,"2588 W. 2365 South West, Valley City, UT 84119",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
652,2021-03-23,44273,UT,Bonneville Community Correctional Center,293.0,12.0,281.0,NR,12.0,0.0,,,,,,,,,,"1141 S. 2475 West Salt Lake City, UT 84104",84104.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
653,2021-03-23,44273,UT,Fortitude Treatment Center,506.0,63.0,443.0,NR,63.0,0.0,,,,,,,,,,"1747 S. 900 West. Salt Lake City, UT 84104",,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
654,2021-03-23,44273,UT,Northern Utah Community Correctional Center,438.0,28.0,410.0,NR,28.0,0.0,,,,,,,,,,"2445 S. Water Tower Way (1125 W.) Ogden, UT 84401",84401.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
655,2021-03-23,44273,UT,Orange Street Community Correctional Center,163.0,12.0,151.0,NR,12.0,0.0,,,,,,,,,,"80 S. Orange Street (1900 West) Salt Lake City, UT 84116",84116.0,2997.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/UT.csv
