Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_active,fac_staff_positive,fac_staff_active,fac_inc_vaccinated,fac_inc_vaccinatedweekly,fac_staff_vaccinated,fac_staff_vaccinated_weekly,sum_inc_deaths,sum_staff_deaths,facility_bjs,fac_state,fac_inc_deaths,fac_staff_deaths,fac_inc_recovered,fac_inc_new_positive,fac_staff_recovered,fac_address,fac_zip,sum_inc_positive,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,state
856,2021-03-27,3/25/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
857,2021-03-27,3/25/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
858,2021-03-27,3/25/2021,KS,Winfield,NR,429.0,1,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
859,2021-03-27,3/25/2021,KS,Wichita Work Release,NR,81.0,0,24.0,0.0,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
860,2021-03-27,3/25/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
861,2021-03-28,3/25/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
862,2021-03-28,3/25/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
863,2021-03-28,3/25/2021,KS,Hutchinson,NR,1378.0,1,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
864,2021-03-28,3/25/2021,KS,Lansing,NR,1009.0,0,170.0,1.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
865,2021-03-28,3/25/2021,KS,Larned,NR,353.0,0,81.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
866,2021-03-28,3/25/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
867,2021-03-28,3/25/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
868,2021-03-28,3/25/2021,KS,Winfield,NR,429.0,1,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
869,2021-03-28,3/25/2021,KS,Wichita Work Release,NR,81.0,0,24.0,0.0,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
870,2021-03-28,3/25/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
871,2021-03-29,3/25/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
872,2021-03-29,3/25/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
873,2021-03-29,3/25/2021,KS,Hutchinson,NR,1378.0,1,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
874,2021-03-29,3/25/2021,KS,Lansing,NR,1009.0,0,170.0,1.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
875,2021-03-29,3/25/2021,KS,Larned,NR,353.0,0,81.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
876,2021-03-29,3/25/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
877,2021-03-29,3/25/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
878,2021-03-29,3/25/2021,KS,Winfield,NR,429.0,1,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
879,2021-03-29,3/25/2021,KS,Wichita Work Release,NR,81.0,0,24.0,0.0,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
880,2021-03-29,3/25/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
881,2021-03-30,3/29/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
882,2021-03-30,3/29/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
883,2021-03-30,3/29/2021,KS,Hutchinson,NR,1378.0,0,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
884,2021-03-30,3/29/2021,KS,Lansing,NR,1009.0,0,170.0,2.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
885,2021-03-30,3/29/2021,KS,Larned,NR,353.0,0,82.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
886,2021-03-30,3/29/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
887,2021-03-30,3/29/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
888,2021-03-30,3/29/2021,KS,Winfield,NR,429.0,1,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
889,2021-03-30,3/29/2021,KS,Wichita Work Release,NR,81.0,0,24.0,0.0,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
890,2021-03-30,3/29/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
891,2021-03-31,3/29/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
892,2021-03-31,3/29/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
893,2021-03-31,3/29/2021,KS,Hutchinson,NR,1378.0,0,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
894,2021-03-31,3/29/2021,KS,Lansing,NR,1009.0,0,170.0,2.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
895,2021-03-31,3/29/2021,KS,Larned,NR,353.0,0,82.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
896,2021-03-31,3/29/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
897,2021-03-31,3/29/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
898,2021-03-31,3/29/2021,KS,Winfield,NR,429.0,1,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
899,2021-03-31,3/29/2021,KS,Wichita Work Release,NR,81.0,0,24.0,0.0,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
900,2021-03-31,3/29/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
901,2021-04-01,3/29/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
902,2021-04-01,3/29/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
903,2021-04-01,3/29/2021,KS,Hutchinson,NR,1378.0,0,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
904,2021-04-01,3/29/2021,KS,Lansing,NR,1009.0,0,170.0,2.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
905,2021-04-01,3/29/2021,KS,Larned,NR,353.0,0,82.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
906,2021-04-01,3/29/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
907,2021-04-01,3/29/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
908,2021-04-01,3/29/2021,KS,Winfield,NR,429.0,1,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
909,2021-04-01,3/29/2021,KS,Wichita Work Release,NR,81.0,0,24.0,0.0,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
910,2021-04-01,3/29/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
911,2021-04-02,4/1/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
912,2021-04-02,4/1/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
913,2021-04-02,4/1/2021,KS,Hutchinson,NR,1378.0,0,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
914,2021-04-02,4/1/2021,KS,Lansing,NR,1009.0,0,170.0,0.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
915,2021-04-02,4/1/2021,KS,Larned,NR,353.0,0,82.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
916,2021-04-02,4/1/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
917,2021-04-02,4/1/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
918,2021-04-02,4/1/2021,KS,Winfield,NR,429.0,2,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
919,2021-04-02,4/1/2021,KS,Wichita Work Release,NR,81.0,0,25.0,,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
920,2021-04-02,4/1/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
921,2021-04-03,4/1/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
922,2021-04-03,4/1/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
923,2021-04-03,4/1/2021,KS,Hutchinson,NR,1378.0,0,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
924,2021-04-03,4/1/2021,KS,Lansing,NR,1009.0,0,170.0,0.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
925,2021-04-03,4/1/2021,KS,Larned,NR,353.0,0,82.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
926,2021-04-03,4/1/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
927,2021-04-03,4/1/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
928,2021-04-03,4/1/2021,KS,Winfield,NR,429.0,2,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
929,2021-04-03,4/1/2021,KS,Wichita Work Release,NR,81.0,0,25.0,,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
930,2021-04-03,4/1/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
931,2021-04-04,4/1/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
932,2021-04-04,4/1/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
933,2021-04-04,4/1/2021,KS,Hutchinson,NR,1378.0,0,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
934,2021-04-04,4/1/2021,KS,Lansing,NR,1009.0,0,170.0,0.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
935,2021-04-04,4/1/2021,KS,Larned,NR,353.0,0,82.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
936,2021-04-04,4/1/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
937,2021-04-04,4/1/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
938,2021-04-04,4/1/2021,KS,Winfield,NR,429.0,2,87.0,1.0,,,,,2.0,1.0,,,,,,,,1806 PINECREST CIRCLE,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
939,2021-04-04,4/1/2021,KS,Wichita Work Release,NR,81.0,0,25.0,,,,,,0.0,0.0,,,,,,,,401 S. EMPORIA STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
940,2021-04-04,4/1/2021,KS,KJCC,NR,20.0,0,71.0,0.0,,,,,0.0,0.0,,,,,,,,"1430 N.W. 25th St., Topeka, KS 66618-1499",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
941,2021-04-05,4/1/2021,KS,El Dorado,NR,975.0,0,233.0,0.0,,,,,2.0,1.0,,,,,,,,1737 SE US HWY 54,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
942,2021-04-05,4/1/2021,KS,Ellsworth,NR,584.0,0,90.0,0.0,,,,,3.0,0.0,,,,,,,,1607 STATE STREET,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
943,2021-04-05,4/1/2021,KS,Hutchinson,NR,1378.0,0,287.0,0.0,,,,,3.0,1.0,,,,,,,,500 REFORMATORY RD,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
944,2021-04-05,4/1/2021,KS,Lansing,NR,1009.0,0,170.0,0.0,,,,,5.0,2.0,,,,,,,,"301 E. Kansas Ave., Lansing, KS 66043",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
945,2021-04-05,4/1/2021,KS,Larned,NR,353.0,0,82.0,1.0,,,,,1.0,0.0,,,,,,,,"1318 KS Highway 264, Larned, KS 67550-0280",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
946,2021-04-05,4/1/2021,KS,Norton,NR,766.0,0,127.0,0.0,,,,,0.0,0.0,,,,,,,,E HIGHWAY 36,,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
947,2021-04-05,4/1/2021,KS,Topeka,NR,522.0,0,108.0,1.0,,,,,0.0,1.0,,,,,,,,"815 S.E. Rice Rd., Topeka, KS 66607",,6117.0,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/KS.csv
