Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_population,fac_inc_active,fac_inc_recovered,fac_inc_positive,fac_inc_negative,fac_inc_pending,fac_inc_totaltests,fac_inc_quarantined,fac_inc_deaths,facilties_inc_vaccinated,facilties_inc_vaccinatedjuvenile,sum_staff_vaccinatedfirstdose,sum_staff_vaccinatedseconddose,sum_staff_vaccinatedfirstdosejuvenile,sum_staff_vaccinatedseconddosejuvenile,sum_staff_populationcorrectional,sum_staff_populationjuvenile,sum_staff_activecorrectional,sum_staff_activejuvenile,sum_staff_recoveredcorrectional,sum_staff_recoveredjuvenile,sum_staff_positivecorrectional,sum_staff_positivejuvenile,sum_staff_negativecorrectional,sum_staff_negativejuvenile,sum_staff_pendingcorrectional,sum_staff_pendingjuvenile,sum_staff_testedcorrectional,sum_staff_testedjuvenile,sum_staff_quarantinedcorrectional,sum_staff_quarantinedjuvenile,sum_staff_deaths,sum_staff_negative,sum_staff_active,sum_staff_pending,sum_staff_tested,sum_staff_recovered,sum_staff_positive,facility_bjs,fac_state,fac_inc_tested,fac_inc_new_tested,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_popcorrectional,sum_staff_popjuvenile,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,state
1395,2021-03-05,44259,WV,Salem,237.0,0.0,0.0,0.0,325.0,0.0,325.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Industrial Blvd., Industrial, WV 26426",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1396,2021-03-05,44259,WV,Saint Marys,360.0,0.0,370.0,380.0,845.0,0.0,1225.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880 N PLEASANTS HIGHWAY,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1397,2021-03-05,44259,WV,McDowell (contract),352.0,0.0,266.0,266.0,665.0,0.0,931.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795 VIRGINIA AVENUE,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1398,2021-03-05,44259,WV,Donald Kuhn,32.0,0.0,1.0,1.0,40.0,0.0,41.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One Lory Place, Julian, WV 25529",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1399,2021-03-05,44259,WV,Gene Spadaro,22.0,0.0,2.0,2.0,94.0,0.0,96.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106 Martin Drive, Mt. Hope, WV 25880",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1400,2021-03-05,44259,WV,J.M. Buckbee,17.0,0.0,1.0,1.0,47.0,2.0,50.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144 Jerry Lane, Augusta, WV 26704",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1401,2021-03-05,44259,WV,Kenneth Rubenstein,19.0,0.0,0.0,0.0,51.0,2.0,53.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141 Forestry Camp Road, Davis, WV 26260",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1402,2021-03-05,44259,WV,Lorrie Yeager,12.0,0.0,1.0,1.0,57.0,1.0,59.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"907 Mission Drive, Parkersburg, WV 26101",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1403,2021-03-05,44259,WV,Robert Shell,18.0,0.0,2.0,2.0,225.0,0.0,227.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two Ohanlon Pl, Barboursville, WV 25504",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1404,2021-03-05,44259,WV,Sam Perdue,16.0,0.0,4.0,4.0,27.0,0.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843 Shelter Road, Princeton, WV 24739",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1405,2021-03-05,44259,WV,James Morton,21.0,0.0,0.0,0.0,33.0,0.0,33.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 Manfred Holland Way Dunbar, WV 25064",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1406,2021-03-05,44259,WV,Vicki Douglas,10.0,0.0,2.0,2.0,88.0,0.0,90.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 Emmett Rousch Drive Martinsburg, WV 25401",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1407,2021-03-05,44259,WV,Mulholland (contract),9.0,0.0,2.0,2.0,98.0,0.0,100.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Chapline St, Wheeling, WV 26003",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1408,2021-03-05,44259,WV,,,,,,,,,,,,,,,,,1437.0,433.0,1.0,2.0,403.0,106.0,406.0,108.0,9008.0,2744.0,335.0,232.0,9570.0,2999.0,,,2.0,11752.0,3.0,567.0,12569.0,509.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1409,2021-03-06,44260,WV,Denmar,166.0,0.0,61.0,61.0,280.0,0.0,341.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HC64 BOX 125,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1410,2021-03-06,44260,WV,Huttonsville,916.0,0.0,128.0,128.0,1138.0,0.0,1266.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 250 SOUTH,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1411,2021-03-06,44260,WV,Lakin,375.0,0.0,258.0,258.0,620.0,0.0,878.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11264 OHIO RIVER ROAD,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1412,2021-03-06,44260,WV,Martinsburg,36.0,0.0,12.0,12.0,435.0,0.0,447.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 GRAPEVINE ROAD,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1413,2021-03-06,44260,WV,Mount Olive,978.0,0.0,197.0,204.0,2355.0,0.0,2559.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MOUNTAIN SIDE WAY,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1414,2021-03-06,44260,WV,Northern,235.0,0.0,127.0,128.0,311.0,0.0,439.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112 Northern Regional Correction Drive, Moundsville, WV 26041",26041.0,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1415,2021-03-06,44260,WV,Ohio County,17.0,0.0,19.0,19.0,105.0,0.0,124.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501 EOFF STREET,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1416,2021-03-06,44260,WV,Pruntytown,112.0,0.0,54.0,54.0,382.0,5.0,441.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 4 BOX 49A,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1417,2021-03-06,44260,WV,Salem,254.0,0.0,0.0,0.0,325.0,0.0,325.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Industrial Blvd., Industrial, WV 26426",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1418,2021-03-06,44260,WV,Saint Marys,360.0,0.0,370.0,380.0,845.0,0.0,1225.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880 N PLEASANTS HIGHWAY,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1419,2021-03-06,44260,WV,McDowell (contract),351.0,0.0,266.0,266.0,665.0,0.0,931.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795 VIRGINIA AVENUE,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1420,2021-03-06,44260,WV,Donald Kuhn,32.0,0.0,1.0,1.0,40.0,0.0,41.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One Lory Place, Julian, WV 25529",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1421,2021-03-06,44260,WV,Gene Spadaro,22.0,0.0,2.0,2.0,94.0,0.0,96.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106 Martin Drive, Mt. Hope, WV 25880",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1422,2021-03-06,44260,WV,J.M. Buckbee,16.0,0.0,1.0,1.0,47.0,0.0,50.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144 Jerry Lane, Augusta, WV 26704",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1423,2021-03-06,44260,WV,Kenneth Rubenstein,19.0,0.0,0.0,0.0,53.0,0.0,53.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141 Forestry Camp Road, Davis, WV 26260",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1424,2021-03-06,44260,WV,Lorrie Yeager,10.0,0.0,1.0,1.0,58.0,4.0,63.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"907 Mission Drive, Parkersburg, WV 26101",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1425,2021-03-06,44260,WV,Robert Shell,18.0,0.0,2.0,2.0,225.0,2.0,229.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two Ohanlon Pl, Barboursville, WV 25504",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1426,2021-03-06,44260,WV,Sam Perdue,16.0,0.0,4.0,4.0,27.0,0.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843 Shelter Road, Princeton, WV 24739",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1427,2021-03-06,44260,WV,James Morton,21.0,0.0,0.0,0.0,33.0,0.0,33.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 Manfred Holland Way Dunbar, WV 25064",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1428,2021-03-06,44260,WV,Vicki Douglas,10.0,0.0,2.0,2.0,88.0,0.0,90.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 Emmett Rousch Drive Martinsburg, WV 25401",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1429,2021-03-06,44260,WV,Mulholland (contract),10.0,0.0,2.0,2.0,98.0,0.0,100.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Chapline St, Wheeling, WV 26003",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1430,2021-03-06,44260,WV,,,,,,,,,,,,,,,,,1426.0,430.0,1.0,2.0,403.0,106.0,406.0,108.0,9016.0,2754.0,467.0,232.0,9710.0,3009.0,,,2.0,11770.0,3.0,699.0,12719.0,509.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1431,2021-03-07,44261,WV,Denmar,166.0,0.0,61.0,61.0,280.0,0.0,341.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HC64 BOX 125,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1432,2021-03-07,44261,WV,Huttonsville,916.0,0.0,128.0,128.0,1138.0,0.0,1266.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 250 SOUTH,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1433,2021-03-07,44261,WV,Lakin,375.0,0.0,258.0,258.0,620.0,0.0,878.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11264 OHIO RIVER ROAD,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1434,2021-03-07,44261,WV,Martinsburg,36.0,0.0,12.0,12.0,435.0,0.0,447.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 GRAPEVINE ROAD,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1435,2021-03-07,44261,WV,Mount Olive,978.0,0.0,197.0,204.0,2355.0,0.0,2559.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MOUNTAIN SIDE WAY,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1436,2021-03-07,44261,WV,Northern,235.0,0.0,127.0,128.0,311.0,0.0,439.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112 Northern Regional Correction Drive, Moundsville, WV 26041",26041.0,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1437,2021-03-07,44261,WV,Ohio County,17.0,0.0,19.0,19.0,105.0,0.0,124.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501 EOFF STREET,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1438,2021-03-07,44261,WV,Pruntytown,112.0,0.0,54.0,54.0,382.0,5.0,441.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 4 BOX 49A,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1439,2021-03-07,44261,WV,Salem,254.0,0.0,0.0,0.0,325.0,0.0,325.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Industrial Blvd., Industrial, WV 26426",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1440,2021-03-07,44261,WV,Saint Marys,360.0,0.0,370.0,380.0,845.0,0.0,1225.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880 N PLEASANTS HIGHWAY,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1441,2021-03-07,44261,WV,McDowell (contract),351.0,0.0,266.0,266.0,665.0,0.0,931.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795 VIRGINIA AVENUE,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1442,2021-03-07,44261,WV,Donald Kuhn,32.0,0.0,1.0,1.0,40.0,0.0,41.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One Lory Place, Julian, WV 25529",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1443,2021-03-07,44261,WV,Gene Spadaro,22.0,0.0,2.0,2.0,94.0,2.0,98.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106 Martin Drive, Mt. Hope, WV 25880",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1444,2021-03-07,44261,WV,J.M. Buckbee,16.0,0.0,1.0,1.0,49.0,0.0,50.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144 Jerry Lane, Augusta, WV 26704",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1445,2021-03-07,44261,WV,Kenneth Rubenstein,19.0,0.0,0.0,0.0,53.0,0.0,53.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141 Forestry Camp Road, Davis, WV 26260",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1446,2021-03-07,44261,WV,Lorrie Yeager,10.0,0.0,1.0,1.0,58.0,4.0,63.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"907 Mission Drive, Parkersburg, WV 26101",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1447,2021-03-07,44261,WV,Robert Shell,18.0,0.0,2.0,2.0,225.0,2.0,229.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Two Ohanlon Pl, Barboursville, WV 25504",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1448,2021-03-07,44261,WV,Sam Perdue,16.0,0.0,4.0,4.0,27.0,0.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"843 Shelter Road, Princeton, WV 24739",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1449,2021-03-07,44261,WV,James Morton,21.0,0.0,0.0,0.0,33.0,1.0,34.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 Manfred Holland Way Dunbar, WV 25064",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1450,2021-03-07,44261,WV,Vicki Douglas,10.0,0.0,2.0,2.0,88.0,0.0,90.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 Emmett Rousch Drive Martinsburg, WV 25401",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1451,2021-03-07,44261,WV,Mulholland (contract),10.0,0.0,2.0,2.0,98.0,0.0,100.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000 Chapline St, Wheeling, WV 26003",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1452,2021-03-07,44261,WV,,,,,,,,,,,,,,,,,1426.0,430.0,1.0,2.0,403.0,106.0,406.0,108.0,9074.0,2754.0,409.0,232.0,9710.0,3009.0,,,2.0,11828.0,3.0,641.0,12719.0,509.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1453,2021-03-08,44262,WV,Denmar,166.0,0.0,61.0,61.0,280.0,0.0,341.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HC64 BOX 125,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1454,2021-03-08,44262,WV,Huttonsville,916.0,0.0,128.0,128.0,1138.0,0.0,1266.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 250 SOUTH,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1455,2021-03-08,44262,WV,Lakin,375.0,0.0,258.0,258.0,620.0,0.0,878.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11264 OHIO RIVER ROAD,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1456,2021-03-08,44262,WV,Martinsburg,36.0,0.0,12.0,12.0,435.0,0.0,447.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 GRAPEVINE ROAD,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1457,2021-03-08,44262,WV,Mount Olive,978.0,0.0,197.0,204.0,2355.0,0.0,2559.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 MOUNTAIN SIDE WAY,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1458,2021-03-08,44262,WV,Northern,235.0,0.0,127.0,128.0,311.0,0.0,439.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112 Northern Regional Correction Drive, Moundsville, WV 26041",26041.0,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1459,2021-03-08,44262,WV,Ohio County,17.0,0.0,19.0,19.0,105.0,0.0,124.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501 EOFF STREET,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1460,2021-03-08,44262,WV,Pruntytown,112.0,0.0,54.0,54.0,382.0,5.0,441.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROUTE 4 BOX 49A,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1461,2021-03-08,44262,WV,Salem,254.0,0.0,0.0,0.0,325.0,0.0,325.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7 Industrial Blvd., Industrial, WV 26426",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1462,2021-03-08,44262,WV,Saint Marys,360.0,0.0,370.0,380.0,845.0,0.0,1225.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880 N PLEASANTS HIGHWAY,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1463,2021-03-08,44262,WV,McDowell (contract),351.0,0.0,266.0,266.0,665.0,0.0,931.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795 VIRGINIA AVENUE,,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
1464,2021-03-08,44262,WV,Donald Kuhn,32.0,0.0,1.0,1.0,40.0,0.0,41.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One Lory Place, Julian, WV 25529",,1525.0,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/WV.csv
