Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_partiallyvaccinated,fac_inc_fullyvaccinated,sum_staff_vaccinations,sum_inc_tested,sum_inc_positive,sum_inc_positiveremand,sum_inc_positivegeneral,sum_inc_negative,sum_inc_pending,sum_inc_deaths,sum_staff_positive,sum_staff_deaths,fac_address,fac_state,match,oldnew,fac_inc_vaccinated,fac_inc_population,state
453,2021-04-04,4/1/21,AK,YUKON-KUSKOKWIM CC,172,239,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
454,2021-04-04,4/1/21,AK,DOC - OTHER (CRC),44,4,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
455,2021-04-04,4/1/21,AK,,,,,29585.0,2394.0,250.0,2144.0,26286.0,320.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
456,2021-04-05,4/1/21,AK,ANCHORAGE CC,501,163,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
457,2021-04-05,4/1/21,AK,ANVIL MTN CC,60,40,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
458,2021-04-05,4/1/21,AK,FAIRBANKS CC,84,67,NR,,,,,,,,,,"1931 Eagan Avenue Fairbanks, Alaska 99701",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
459,2021-04-05,4/1/21,AK,GOOSE CREEK CC,848,310,NR,,,,,,,,,,"22301 West Alsop Road Wasilla, Alaska 99623",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
460,2021-04-05,4/1/21,AK,HILAND MTN CC,179,91,NR,,,,,,,,,,"9101 Hesterberg Road Eagle River, Alaska 99577",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
461,2021-04-05,4/1/21,AK,KETCHIKAN CC,,35,NR,,,,,,,,,,"1201 Schoenbar Road Ketchikan, Alaska 99901-6270",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
462,2021-04-05,4/1/21,AK,LEMON CREEK CC,92,10,NR,,,,,,,,,,"2000 Lemon Creek Road Juneau, Alaska 99801",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
463,2021-04-05,4/1/21,AK,MATSU PRETRIAL,52,10,NR,,,,,,,,,,"339 East Dogwood Avenue Palmer, Alaska 99645",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
464,2021-04-05,4/1/21,AK,PT. MACKENZIE CF,61,37,NR,,,,,,,,,,"P.O. Box 877730 Wasilla, Alaska 99687",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
465,2021-04-05,4/1/21,AK,SPRING CREEK CC,112,104,NR,,,,,,,,,,"3600 Bette Cato Seward, Alaska 99664",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
466,2021-04-05,4/1/21,AK,WILDWOOD CC,183,40,NR,,,,,,,,,,"10 Chugach Avenue Kenai, Alaska 99611",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
467,2021-04-05,4/1/21,AK,YUKON-KUSKOKWIM CC,172,239,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
468,2021-04-05,4/1/21,AK,DOC - OTHER (CRC),44,4,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
469,2021-04-05,4/1/21,AK,,,,,29585.0,2394.0,250.0,2144.0,26286.0,320.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
470,2021-04-06,4/1/21,AK,ANCHORAGE CC,501,163,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
471,2021-04-06,4/1/21,AK,ANVIL MTN CC,60,40,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
472,2021-04-06,4/1/21,AK,FAIRBANKS CC,84,67,NR,,,,,,,,,,"1931 Eagan Avenue Fairbanks, Alaska 99701",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
473,2021-04-06,4/1/21,AK,GOOSE CREEK CC,848,310,NR,,,,,,,,,,"22301 West Alsop Road Wasilla, Alaska 99623",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
474,2021-04-06,4/1/21,AK,HILAND MTN CC,179,91,NR,,,,,,,,,,"9101 Hesterberg Road Eagle River, Alaska 99577",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
475,2021-04-06,4/1/21,AK,KETCHIKAN CC,,35,NR,,,,,,,,,,"1201 Schoenbar Road Ketchikan, Alaska 99901-6270",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
476,2021-04-06,4/1/21,AK,LEMON CREEK CC,92,10,NR,,,,,,,,,,"2000 Lemon Creek Road Juneau, Alaska 99801",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
477,2021-04-06,4/1/21,AK,MATSU PRETRIAL,52,10,NR,,,,,,,,,,"339 East Dogwood Avenue Palmer, Alaska 99645",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
478,2021-04-06,4/1/21,AK,PT. MACKENZIE CF,61,37,NR,,,,,,,,,,"P.O. Box 877730 Wasilla, Alaska 99687",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
479,2021-04-06,4/1/21,AK,SPRING CREEK CC,112,104,NR,,,,,,,,,,"3600 Bette Cato Seward, Alaska 99664",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
480,2021-04-06,4/1/21,AK,WILDWOOD CC,183,40,NR,,,,,,,,,,"10 Chugach Avenue Kenai, Alaska 99611",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
481,2021-04-06,4/1/21,AK,YUKON-KUSKOKWIM CC,172,239,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
482,2021-04-06,4/1/21,AK,DOC - OTHER (CRC),44,4,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
483,2021-04-06,4/1/21,AK,,,,,29585.0,2394.0,250.0,2144.0,26286.0,320.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
484,2021-04-07,4/5/21,AK,ANCHORAGE CC,510,229,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
485,2021-04-07,4/5/21,AK,ANVIL MTN CC,61,52,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
486,2021-04-07,4/5/21,AK,FAIRBANKS CC,89,84,NR,,,,,,,,,,"1931 Eagan Avenue Fairbanks, Alaska 99701",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
487,2021-04-07,4/5/21,AK,GOOSE CREEK CC,848,721,NR,,,,,,,,,,"22301 West Alsop Road Wasilla, Alaska 99623",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
488,2021-04-07,4/5/21,AK,HILAND MTN CC,179,90,NR,,,,,,,,,,"9101 Hesterberg Road Eagle River, Alaska 99577",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
489,2021-04-07,4/5/21,AK,KETCHIKAN CC,35,22,NR,,,,,,,,,,"1201 Schoenbar Road Ketchikan, Alaska 99901-6270",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
490,2021-04-07,4/5/21,AK,LEMON CREEK CC,123,65,NR,,,,,,,,,,"2000 Lemon Creek Road Juneau, Alaska 99801",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
491,2021-04-07,4/5/21,AK,MATSU PRETRIAL,52,14,NR,,,,,,,,,,"339 East Dogwood Avenue Palmer, Alaska 99645",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
492,2021-04-07,4/5/21,AK,PT. MACKENZIE CF,61,37,NR,,,,,,,,,,"P.O. Box 877730 Wasilla, Alaska 99687",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
493,2021-04-07,4/5/21,AK,SPRING CREEK CC,112,58,NR,,,,,,,,,,"3600 Bette Cato Seward, Alaska 99664",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
494,2021-04-07,4/5/21,AK,WILDWOOD CC,183,40,NR,,,,,,,,,,"10 Chugach Avenue Kenai, Alaska 99611",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
495,2021-04-07,4/5/21,AK,YUKON-KUSKOKWIM CC,216,185,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
496,2021-04-07,4/5/21,AK,DOC - OTHER (CRC),39,1,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
497,2021-04-07,4/5/21,AK,,,,,29981.0,2396.0,251.0,2145.0,26622.0,374.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
498,2021-04-08,4/5/21,AK,ANCHORAGE CC,510,229,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
499,2021-04-08,4/5/21,AK,ANVIL MTN CC,61,52,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
500,2021-04-08,4/5/21,AK,FAIRBANKS CC,89,84,NR,,,,,,,,,,"1931 Eagan Avenue Fairbanks, Alaska 99701",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
501,2021-04-08,4/5/21,AK,GOOSE CREEK CC,848,721,NR,,,,,,,,,,"22301 West Alsop Road Wasilla, Alaska 99623",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
502,2021-04-08,4/5/21,AK,HILAND MTN CC,179,90,NR,,,,,,,,,,"9101 Hesterberg Road Eagle River, Alaska 99577",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
503,2021-04-08,4/5/21,AK,KETCHIKAN CC,35,22,NR,,,,,,,,,,"1201 Schoenbar Road Ketchikan, Alaska 99901-6270",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
504,2021-04-08,4/5/21,AK,LEMON CREEK CC,123,65,NR,,,,,,,,,,"2000 Lemon Creek Road Juneau, Alaska 99801",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
505,2021-04-08,4/5/21,AK,MATSU PRETRIAL,52,14,NR,,,,,,,,,,"339 East Dogwood Avenue Palmer, Alaska 99645",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
506,2021-04-08,4/5/21,AK,PT. MACKENZIE CF,61,37,NR,,,,,,,,,,"P.O. Box 877730 Wasilla, Alaska 99687",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
507,2021-04-08,4/5/21,AK,SPRING CREEK CC,112,58,NR,,,,,,,,,,"3600 Bette Cato Seward, Alaska 99664",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
508,2021-04-08,4/5/21,AK,WILDWOOD CC,183,40,NR,,,,,,,,,,"10 Chugach Avenue Kenai, Alaska 99611",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
509,2021-04-08,4/5/21,AK,YUKON-KUSKOKWIM CC,216,185,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
510,2021-04-08,4/5/21,AK,DOC - OTHER (CRC),39,1,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
511,2021-04-08,4/5/21,AK,,,,,29981.0,2396.0,251.0,2145.0,26622.0,374.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
512,2021-04-09,4/5/21,AK,ANCHORAGE CC,510,229,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
513,2021-04-09,4/5/21,AK,ANVIL MTN CC,61,52,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
514,2021-04-09,4/5/21,AK,FAIRBANKS CC,89,84,NR,,,,,,,,,,"1931 Eagan Avenue Fairbanks, Alaska 99701",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
515,2021-04-09,4/5/21,AK,GOOSE CREEK CC,848,721,NR,,,,,,,,,,"22301 West Alsop Road Wasilla, Alaska 99623",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
516,2021-04-09,4/5/21,AK,HILAND MTN CC,179,90,NR,,,,,,,,,,"9101 Hesterberg Road Eagle River, Alaska 99577",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
517,2021-04-09,4/5/21,AK,KETCHIKAN CC,35,22,NR,,,,,,,,,,"1201 Schoenbar Road Ketchikan, Alaska 99901-6270",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
518,2021-04-09,4/5/21,AK,LEMON CREEK CC,123,65,NR,,,,,,,,,,"2000 Lemon Creek Road Juneau, Alaska 99801",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
519,2021-04-09,4/5/21,AK,MATSU PRETRIAL,52,14,NR,,,,,,,,,,"339 East Dogwood Avenue Palmer, Alaska 99645",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
520,2021-04-09,4/5/21,AK,PT. MACKENZIE CF,61,37,NR,,,,,,,,,,"P.O. Box 877730 Wasilla, Alaska 99687",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
521,2021-04-09,4/5/21,AK,SPRING CREEK CC,112,58,NR,,,,,,,,,,"3600 Bette Cato Seward, Alaska 99664",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
522,2021-04-09,4/5/21,AK,WILDWOOD CC,183,40,NR,,,,,,,,,,"10 Chugach Avenue Kenai, Alaska 99611",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
523,2021-04-09,4/5/21,AK,YUKON-KUSKOKWIM CC,216,185,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
524,2021-04-09,4/5/21,AK,DOC - OTHER (CRC),39,1,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
525,2021-04-09,4/5/21,AK,,,,,29981.0,2396.0,251.0,2145.0,26622.0,374.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
526,2021-04-10,4/5/21,AK,ANCHORAGE CC,510,229,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
527,2021-04-10,4/5/21,AK,ANVIL MTN CC,61,52,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
528,2021-04-10,4/5/21,AK,FAIRBANKS CC,89,84,NR,,,,,,,,,,"1931 Eagan Avenue Fairbanks, Alaska 99701",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
529,2021-04-10,4/5/21,AK,GOOSE CREEK CC,848,721,NR,,,,,,,,,,"22301 West Alsop Road Wasilla, Alaska 99623",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
530,2021-04-10,4/5/21,AK,HILAND MTN CC,179,90,NR,,,,,,,,,,"9101 Hesterberg Road Eagle River, Alaska 99577",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
531,2021-04-10,4/5/21,AK,KETCHIKAN CC,35,22,NR,,,,,,,,,,"1201 Schoenbar Road Ketchikan, Alaska 99901-6270",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
532,2021-04-10,4/5/21,AK,LEMON CREEK CC,123,65,NR,,,,,,,,,,"2000 Lemon Creek Road Juneau, Alaska 99801",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
533,2021-04-10,4/5/21,AK,MATSU PRETRIAL,52,14,NR,,,,,,,,,,"339 East Dogwood Avenue Palmer, Alaska 99645",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
534,2021-04-10,4/5/21,AK,PT. MACKENZIE CF,61,37,NR,,,,,,,,,,"P.O. Box 877730 Wasilla, Alaska 99687",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
535,2021-04-10,4/5/21,AK,SPRING CREEK CC,112,58,NR,,,,,,,,,,"3600 Bette Cato Seward, Alaska 99664",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
536,2021-04-10,4/5/21,AK,WILDWOOD CC,183,40,NR,,,,,,,,,,"10 Chugach Avenue Kenai, Alaska 99611",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
537,2021-04-10,4/5/21,AK,YUKON-KUSKOKWIM CC,216,185,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
538,2021-04-10,4/5/21,AK,DOC - OTHER (CRC),39,1,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
539,2021-04-10,4/5/21,AK,,,,,29981.0,2396.0,251.0,2145.0,26622.0,374.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
540,2021-04-11,4/5/21,AK,ANCHORAGE CC,510,229,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
541,2021-04-11,4/5/21,AK,ANVIL MTN CC,61,52,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
542,2021-04-11,4/5/21,AK,FAIRBANKS CC,89,84,NR,,,,,,,,,,"1931 Eagan Avenue Fairbanks, Alaska 99701",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
543,2021-04-11,4/5/21,AK,GOOSE CREEK CC,848,721,NR,,,,,,,,,,"22301 West Alsop Road Wasilla, Alaska 99623",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
544,2021-04-11,4/5/21,AK,HILAND MTN CC,179,90,NR,,,,,,,,,,"9101 Hesterberg Road Eagle River, Alaska 99577",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
545,2021-04-11,4/5/21,AK,KETCHIKAN CC,35,22,NR,,,,,,,,,,"1201 Schoenbar Road Ketchikan, Alaska 99901-6270",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
546,2021-04-11,4/5/21,AK,LEMON CREEK CC,123,65,NR,,,,,,,,,,"2000 Lemon Creek Road Juneau, Alaska 99801",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
547,2021-04-11,4/5/21,AK,MATSU PRETRIAL,52,14,NR,,,,,,,,,,"339 East Dogwood Avenue Palmer, Alaska 99645",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
548,2021-04-11,4/5/21,AK,PT. MACKENZIE CF,61,37,NR,,,,,,,,,,"P.O. Box 877730 Wasilla, Alaska 99687",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
549,2021-04-11,4/5/21,AK,SPRING CREEK CC,112,58,NR,,,,,,,,,,"3600 Bette Cato Seward, Alaska 99664",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
550,2021-04-11,4/5/21,AK,WILDWOOD CC,183,40,NR,,,,,,,,,,"10 Chugach Avenue Kenai, Alaska 99611",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
551,2021-04-11,4/5/21,AK,YUKON-KUSKOKWIM CC,216,185,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
552,2021-04-11,4/5/21,AK,DOC - OTHER (CRC),39,1,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
553,2021-04-11,4/5/21,AK,,,,,29981.0,2396.0,251.0,2145.0,26622.0,374.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
554,2021-04-12,4/5/21,AK,ANCHORAGE CC,510,229,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
555,2021-04-12,4/5/21,AK,ANVIL MTN CC,61,52,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
556,2021-04-12,4/5/21,AK,FAIRBANKS CC,89,84,NR,,,,,,,,,,"1931 Eagan Avenue Fairbanks, Alaska 99701",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
557,2021-04-12,4/5/21,AK,GOOSE CREEK CC,848,721,NR,,,,,,,,,,"22301 West Alsop Road Wasilla, Alaska 99623",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
558,2021-04-12,4/5/21,AK,HILAND MTN CC,179,90,NR,,,,,,,,,,"9101 Hesterberg Road Eagle River, Alaska 99577",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
559,2021-04-12,4/5/21,AK,KETCHIKAN CC,35,22,NR,,,,,,,,,,"1201 Schoenbar Road Ketchikan, Alaska 99901-6270",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
560,2021-04-12,4/5/21,AK,LEMON CREEK CC,123,65,NR,,,,,,,,,,"2000 Lemon Creek Road Juneau, Alaska 99801",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
561,2021-04-12,4/5/21,AK,MATSU PRETRIAL,52,14,NR,,,,,,,,,,"339 East Dogwood Avenue Palmer, Alaska 99645",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
562,2021-04-12,4/5/21,AK,PT. MACKENZIE CF,61,37,NR,,,,,,,,,,"P.O. Box 877730 Wasilla, Alaska 99687",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
563,2021-04-12,4/5/21,AK,SPRING CREEK CC,112,58,NR,,,,,,,,,,"3600 Bette Cato Seward, Alaska 99664",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
564,2021-04-12,4/5/21,AK,WILDWOOD CC,183,40,NR,,,,,,,,,,"10 Chugach Avenue Kenai, Alaska 99611",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
565,2021-04-12,4/5/21,AK,YUKON-KUSKOKWIM CC,216,185,NR,,,,,,,,,,"1000 Chief Eddie Hoffman Highway P.O. Box 400 Bethel, Alaska 99559",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
566,2021-04-12,4/5/21,AK,DOC - OTHER (CRC),39,1,NR,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
567,2021-04-12,4/5/21,AK,,,,,29981.0,2396.0,251.0,2145.0,26622.0,374.0,5.0,NR,NR,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
568,2021-04-13,4/5/21,AK,ANCHORAGE CC,510,229,NR,,,,,,,,,,"1400 East 4th Avenue Anchorage, Alaska 99501",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
569,2021-04-13,4/5/21,AK,ANVIL MTN CC,61,52,NR,,,,,,,,,,"1810 Center Creek Rd. P.O. Box 730, Nome, Alaska 99762",,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AK.csv
