Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positivephase3,fac_inc_deathsphase3,fac_staff_positivephase3,fac_inc_positivephase2,fac_inc_deathsphase2,fac_staff_positivephase2,fac_inc_positivephase1,fac_inc_deathsphase1,fac_staff_positivephase1,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_staff_positive,fac_staff_deaths,sum_inc_tested,sum_inc_positive,sum_inc_deaths,sum_inc_vaccinedoses,sum_staff_tested,sum_staff_positive,sum_staff_vaccinedoses,facility_bjs,fac_state,fac_address,fac_zip,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_changeclosemth,bjs_fac_changecloseyr,bjs_fac_notes,state
2187,2021-03-19,3/18/2021,NJ,Central Reception and Assignment Facility,199,0,57,,,,,,,,,,,,,4684.0,,,,,,,,"STUYVESANT AVENUE, PO Box 7450",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2188,2021-03-19,3/18/2021,NJ,East Jersey State Prison,28,0,80,,,,,,,,,,,,,4684.0,,,,,,,,1100 Rahway Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2189,2021-03-19,3/18/2021,NJ,Edna Mahan Correctional Facility for Women,36,0,63,,,,,,,,,,,,,4684.0,,,,,,,,"30 County Route 513 Clinton, New Jersey 08809",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2190,2021-03-19,3/18/2021,NJ,Garden State Youth Correctional Facility,154,0,140,,,,,,,,,,,,,4684.0,,,,,,,,"55 Hogback Rd, Crosswicks, NJ 08515",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2191,2021-03-19,3/18/2021,NJ,Mid-State Correctional Facility,8,0,23,,,,,,,,,,,,,4684.0,,,,,,,,"Range Road Wrightstown, NJ, 08562",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2192,2021-03-19,3/18/2021,NJ,New Jersey State Prison,71,1,148,,,,,,,,,,,,,4684.0,,,,,,,,"THIRD & FEDERAL STREETS, PO Box 861",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2193,2021-03-19,3/18/2021,NJ,Northern State Prison,84,0,108,,,,,,,,,,,,,4684.0,,,,,,,,168 FRONTAGE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2194,2021-03-19,3/18/2021,NJ,South Woods State Prison,412,0,193,,,,,,,,,,,,,4684.0,,,,,,,,215 S BURLINGTON ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2195,2021-03-19,3/18/2021,NJ,Southern State Correctional Facility,132,0,82,,,,,,,,,,,,,4684.0,,,,,,,,"4295 N Delsea Dr, Delmont, NJ 08314",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2196,2021-03-19,3/18/2021,NJ,William H. Fauver Youth Correctional Facility,49,0,82,,,,,,,,,,,,,4684.0,,,,,,,,"31 Petticoat Ln, Annandale, NJ 08801",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2197,2021-03-19,3/18/2021,NJ,Bo Robinson Assessment and Treatment,3,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"377 Enterprise Ave. Trenton,NJ 08638",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2198,2021-03-19,3/18/2021,NJ,Clinton House,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"21 North Clinton Avenue Trenton, New Jersey 08609",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2199,2021-03-19,3/18/2021,NJ,"CURA, Inc.",0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,53 Spruce Street Newark New Jersey 07101,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2200,2021-03-19,3/18/2021,NJ,Fenwick House,1,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"369-317 Market Street, Paterson, New Jersey 07501",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2201,2021-03-19,3/18/2021,NJ,Fletcher House,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"517-5219 Penn Street, Camden, New Jersey 08102",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2202,2021-03-19,3/18/2021,NJ,Garrett House,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"509 Cooper Street, Camden, New Jersey 08101",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2203,2021-03-19,3/18/2021,NJ,Hope Hall,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"676 Fairview St., Camden, New Jersey 08104",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2204,2021-03-19,3/18/2021,NJ,James A. Hemm House,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"743 Martin Luther King Boulevard, Newark, NJ 07103",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2205,2021-03-19,3/18/2021,NJ,Kintock Bridgeton 1,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"4 South Industrial Blvd., Bridgeton, New Jersey 08302",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2206,2021-03-19,3/18/2021,NJ,Kintock Bridgeton 2,1,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"3 West Industrial Boulevard, Bridgeton, New Jersey 08302",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2207,2021-03-19,3/18/2021,NJ,Kintock Newark,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"50 Fenwick Street, Newark, New Jersey 07114",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2208,2021-03-19,3/18/2021,NJ,The Harbor House,1,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"300 Frelinghuysen Avenue, Newark,  New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2209,2021-03-19,3/18/2021,NJ,Tully House,1,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"28 Peerless Place, Newark, New Jersey 07114",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2210,2021-03-19,3/18/2021,NJ,Columbus House,,,,0.0,0.0,NR,,,,,,,,,,4684.0,,,,,,,,"377 Enterprise Way, Trenton, New Jersey 08638",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2211,2021-03-19,3/18/2021,NJ,Adult Diagnostic and Treatment Center,,,,,,,384.0,14.0,76,NR,410.0,14.0,153,NR,,4684.0,,,,,,,,8 PRODUCTION WAY,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2212,2021-03-19,3/18/2021,NJ,Bayside State Prison,,,,,,,80.0,0.0,7,NR,562.0,0.0,131,NR,,4684.0,,,,,,,,4293 Route 47,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2213,2021-03-19,3/18/2021,NJ,Central Reception and Assignment Facility,,,,,,,162.0,2.0,81,NR,368.0,2.0,143,NR,,4684.0,,,,,,,,"STUYVESANT AVENUE, PO Box 7450",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2214,2021-03-19,3/18/2021,NJ,East Jersey State Prison,,,,,,,168.0,8.0,104,NR,203.0,8.0,187,NR,,4684.0,,,,,,,,1100 Rahway Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2215,2021-03-19,3/18/2021,NJ,Edna Mahan Correctional Facility for Women,,,,,,,115.0,2.0,87,NR,157.0,2.0,150,NR,,4684.0,,,,,,,,"30 County Route 513 Clinton, New Jersey 08809",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2216,2021-03-19,3/18/2021,NJ,Garden State Youth Correctional Facility,,,,,,,389.0,1.0,42,NR,555.0,1.0,190,NR,,4684.0,,,,,,,,"55 Hogback Rd, Crosswicks, NJ 08515",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2217,2021-03-19,3/18/2021,NJ,Mid-State Correctional Facility,,,,,,,76.0,1.0,76,NR,88.0,1.0,101,NR,,4684.0,,,,,,,,"Range Road Wrightstown, NJ, 08562",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2218,2021-03-19,3/18/2021,NJ,New Jersey State Prison,,,,,,,151.0,6.0,93,NR,231.0,7.0,244,NR,,4684.0,,,,,,,,"THIRD & FEDERAL STREETS, PO Box 861",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2219,2021-03-19,3/18/2021,NJ,Northern State Prison,,,,,,,210.0,10.0,154,NR,310.0,10.0,273,NR,,4684.0,,,,,,,,168 FRONTAGE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2220,2021-03-19,3/18/2021,NJ,South Woods State Prison,,,,,,,692.0,7.0,46,NR,1127.0,7.0,252,NR,,4684.0,,,,,,,,215 S BURLINGTON ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2221,2021-03-19,3/18/2021,NJ,Southern State Correctional Facility,,,,,,,154.0,0.0,81,NR,295.0,0.0,168,NR,,4684.0,,,,,,,,"4295 N Delsea Dr, Delmont, NJ 08314",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2222,2021-03-19,3/18/2021,NJ,William H. Fauver Youth Correctional Facility,,,,,,,196.0,0.0,39,NR,247.0,0.0,127,NR,,4684.0,,,,,,,,"31 Petticoat Ln, Annandale, NJ 08801",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2223,2021-03-19,3/18/2021,NJ,Bo Robinson Assessment and Treatment,,,,,,,47.0,1.0,NR,NR,52.0,1.0,,NR,,4684.0,,,,,,,,"377 Enterprise Ave. Trenton,NJ 08638",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2224,2021-03-19,3/18/2021,NJ,Clinton House,,,,,,,0.0,0.0,NR,NR,0.0,0.0,,NR,,4684.0,,,,,,,,"21 North Clinton Avenue Trenton, New Jersey 08609",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2225,2021-03-19,3/18/2021,NJ,Columbus House,,,,,,,6.0,0.0,NR,NR,6.0,0.0,,NR,,4684.0,,,,,,,,"377 Enterprise Way, Trenton, New Jersey 08638",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2226,2021-03-19,3/18/2021,NJ,"CURA, Inc.",,,,,,,0.0,0.0,NR,NR,1.0,0.0,,NR,,4684.0,,,,,,,,53 Spruce Street Newark New Jersey 07101,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2227,2021-03-19,3/18/2021,NJ,Fenwick House,,,,,,,0.0,0.0,NR,NR,1.0,0.0,,NR,,4684.0,,,,,,,,"369-317 Market Street, Paterson, New Jersey 07501",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2228,2021-03-19,3/18/2021,NJ,Fletcher House,,,,,,,1.0,0.0,NR,NR,1.0,0.0,,NR,,4684.0,,,,,,,,"517-5219 Penn Street, Camden, New Jersey 08102",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2229,2021-03-19,3/18/2021,NJ,Garrett House,,,,,,,3.0,0.0,NR,NR,4.0,0.0,,NR,,4684.0,,,,,,,,"509 Cooper Street, Camden, New Jersey 08101",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2230,2021-03-19,3/18/2021,NJ,Hope Hall,,,,,,,12.0,0.0,NR,NR,13.0,0.0,,NR,,4684.0,,,,,,,,"676 Fairview St., Camden, New Jersey 08104",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2231,2021-03-19,3/18/2021,NJ,James A. Hemm House,,,,,,,1.0,0.0,NR,NR,1.0,0.0,,NR,,4684.0,,,,,,,,"743 Martin Luther King Boulevard, Newark, NJ 07103",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2232,2021-03-19,3/18/2021,NJ,Kintock Bridgeton 1,,,,,,,10.0,0.0,NR,NR,10.0,0.0,,NR,,4684.0,,,,,,,,"4 South Industrial Blvd., Bridgeton, New Jersey 08302",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2233,2021-03-19,3/18/2021,NJ,Kintock Bridgeton 2,,,,,,,14.0,0.0,NR,NR,15.0,0.0,,NR,,4684.0,,,,,,,,"3 West Industrial Boulevard, Bridgeton, New Jersey 08302",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2234,2021-03-19,3/18/2021,NJ,Kintock Newark,,,,,,,10.0,0.0,NR,NR,10.0,0.0,,NR,,4684.0,,,,,,,,"50 Fenwick Street, Newark, New Jersey 07114",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2235,2021-03-19,3/18/2021,NJ,The Harbor House,,,,,,,5.0,0.0,NR,NR,9.0,0.0,,NR,,4684.0,,,,,,,,"300 Frelinghuysen Avenue, Newark,  New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2236,2021-03-19,3/18/2021,NJ,Tully House,,,,,,,6.0,0.0,NR,NR,8.0,0.0,,NR,,4684.0,,,,,,,,"28 Peerless Place, Newark, New Jersey 07114",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2237,2021-03-20,3/19/2021,NJ,Adult Diagnostic and Treatment Center,18,0,73,,,,,,,,,,,,,4684.0,,,,,,,,8 PRODUCTION WAY,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2238,2021-03-20,3/19/2021,NJ,Bayside State Prison,477,0,120,,,,,,,,,,,,,4684.0,,,,,,,,4293 Route 47,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2239,2021-03-20,3/19/2021,NJ,Central Reception and Assignment Facility,199,0,57,,,,,,,,,,,,,4684.0,,,,,,,,"STUYVESANT AVENUE, PO Box 7450",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2240,2021-03-20,3/19/2021,NJ,East Jersey State Prison,28,0,80,,,,,,,,,,,,,4684.0,,,,,,,,1100 Rahway Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2241,2021-03-20,3/19/2021,NJ,Edna Mahan Correctional Facility for Women,36,0,63,,,,,,,,,,,,,4684.0,,,,,,,,"30 County Route 513 Clinton, New Jersey 08809",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2242,2021-03-20,3/19/2021,NJ,Garden State Youth Correctional Facility,154,0,140,,,,,,,,,,,,,4684.0,,,,,,,,"55 Hogback Rd, Crosswicks, NJ 08515",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2243,2021-03-20,3/19/2021,NJ,Mid-State Correctional Facility,8,0,23,,,,,,,,,,,,,4684.0,,,,,,,,"Range Road Wrightstown, NJ, 08562",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2244,2021-03-20,3/19/2021,NJ,New Jersey State Prison,71,1,148,,,,,,,,,,,,,4684.0,,,,,,,,"THIRD & FEDERAL STREETS, PO Box 861",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2245,2021-03-20,3/19/2021,NJ,Northern State Prison,84,0,108,,,,,,,,,,,,,4684.0,,,,,,,,168 FRONTAGE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2246,2021-03-20,3/19/2021,NJ,South Woods State Prison,412,0,193,,,,,,,,,,,,,4684.0,,,,,,,,215 S BURLINGTON ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2247,2021-03-20,3/19/2021,NJ,Southern State Correctional Facility,132,0,82,,,,,,,,,,,,,4684.0,,,,,,,,"4295 N Delsea Dr, Delmont, NJ 08314",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2248,2021-03-20,3/19/2021,NJ,William H. Fauver Youth Correctional Facility,49,0,82,,,,,,,,,,,,,4684.0,,,,,,,,"31 Petticoat Ln, Annandale, NJ 08801",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2249,2021-03-20,3/19/2021,NJ,Bo Robinson Assessment and Treatment,3,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"377 Enterprise Ave. Trenton,NJ 08638",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2250,2021-03-20,3/19/2021,NJ,Clinton House,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"21 North Clinton Avenue Trenton, New Jersey 08609",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2251,2021-03-20,3/19/2021,NJ,"CURA, Inc.",0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,53 Spruce Street Newark New Jersey 07101,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2252,2021-03-20,3/19/2021,NJ,Fenwick House,1,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"369-317 Market Street, Paterson, New Jersey 07501",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2253,2021-03-20,3/19/2021,NJ,Fletcher House,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"517-5219 Penn Street, Camden, New Jersey 08102",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2254,2021-03-20,3/19/2021,NJ,Garrett House,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"509 Cooper Street, Camden, New Jersey 08101",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2255,2021-03-20,3/19/2021,NJ,Hope Hall,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"676 Fairview St., Camden, New Jersey 08104",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2256,2021-03-20,3/19/2021,NJ,James A. Hemm House,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"743 Martin Luther King Boulevard, Newark, NJ 07103",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2257,2021-03-20,3/19/2021,NJ,Kintock Bridgeton 1,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"4 South Industrial Blvd., Bridgeton, New Jersey 08302",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2258,2021-03-20,3/19/2021,NJ,Kintock Bridgeton 2,1,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"3 West Industrial Boulevard, Bridgeton, New Jersey 08302",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2259,2021-03-20,3/19/2021,NJ,Kintock Newark,0,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"50 Fenwick Street, Newark, New Jersey 07114",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2260,2021-03-20,3/19/2021,NJ,The Harbor House,1,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"300 Frelinghuysen Avenue, Newark,  New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2261,2021-03-20,3/19/2021,NJ,Tully House,1,0,NR,,,,,,,,,,,,,4684.0,,,,,,,,"28 Peerless Place, Newark, New Jersey 07114",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2262,2021-03-20,3/19/2021,NJ,Columbus House,,,,0.0,0.0,NR,,,,,,,,,,4684.0,,,,,,,,"377 Enterprise Way, Trenton, New Jersey 08638",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2263,2021-03-20,3/19/2021,NJ,Adult Diagnostic and Treatment Center,,,,,,,384.0,14.0,76,NR,410.0,14.0,153,NR,,4684.0,,,,,,,,8 PRODUCTION WAY,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2264,2021-03-20,3/19/2021,NJ,Bayside State Prison,,,,,,,80.0,0.0,7,NR,562.0,0.0,131,NR,,4684.0,,,,,,,,4293 Route 47,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2265,2021-03-20,3/19/2021,NJ,Central Reception and Assignment Facility,,,,,,,162.0,2.0,81,NR,368.0,2.0,143,NR,,4684.0,,,,,,,,"STUYVESANT AVENUE, PO Box 7450",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2266,2021-03-20,3/19/2021,NJ,East Jersey State Prison,,,,,,,168.0,8.0,104,NR,203.0,8.0,187,NR,,4684.0,,,,,,,,1100 Rahway Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2267,2021-03-20,3/19/2021,NJ,Edna Mahan Correctional Facility for Women,,,,,,,115.0,2.0,87,NR,157.0,2.0,150,NR,,4684.0,,,,,,,,"30 County Route 513 Clinton, New Jersey 08809",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2268,2021-03-20,3/19/2021,NJ,Garden State Youth Correctional Facility,,,,,,,389.0,1.0,42,NR,555.0,1.0,190,NR,,4684.0,,,,,,,,"55 Hogback Rd, Crosswicks, NJ 08515",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2269,2021-03-20,3/19/2021,NJ,Mid-State Correctional Facility,,,,,,,76.0,1.0,76,NR,88.0,1.0,101,NR,,4684.0,,,,,,,,"Range Road Wrightstown, NJ, 08562",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2270,2021-03-20,3/19/2021,NJ,New Jersey State Prison,,,,,,,151.0,6.0,93,NR,231.0,7.0,244,NR,,4684.0,,,,,,,,"THIRD & FEDERAL STREETS, PO Box 861",,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
2271,2021-03-20,3/19/2021,NJ,Northern State Prison,,,,,,,210.0,10.0,154,NR,310.0,10.0,273,NR,,4684.0,,,,,,,,168 FRONTAGE ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NJ.csv
