Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_testsconducted,fac_inc_recovered,fac_inc_deaths,fac_inc_positivetests,fac_inc_active,fac_inc_totalpositive,sum_inc_tested,sum_inc_vaccinated,sum_staff_onleave,sum_staff_recovered,sum_staff_active,sum_staff_positive,sum_staff_deaths,inc_capacity_femalestate,inc_capacity_maleprivate,inc_capacity_malestate,inc_vacancy_femalestate,inc_vacancy_maleprivate,inc_vacancy_malestate,inc_population_femalestate,inc_population_maleprivate,inc_population_malestate,inc_population_femalestatevaccancyrate,inc_population_maleprivatevaccancyrate,inc_population_malestatevaccancyrate,sum_staff_vaccinated,facility_bjs,fac_state,fac_inc_positive,fac_inc_tested,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_privprison,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,scrapedate\,state
6154,2021-01-30,,CO,Crowley County CF,,,1,,56,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,CROWLEY COUNTY CORRECTIONAL FACILITY- CSC,CO,630.0,18965.0,6564 HIGHWAY 96,81062.0,8190.0,27.0,in BJS (matched),Colorado,6.8e+19,,CROWLEY COUNTY CORRECTIONAL FACILITY- CSC,6564 HIGHWAY 96,,OLNEY SPRINGS,CO,81062.0,Males only,Medium,None,Private contractor,Colorado DOC,1257.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6155,2021-01-30,,CO,Delta CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,DELTA CORRECTIONAL CENTER,CO,155.0,1828.0,"3400 Baldwin Road, CR540 Greenwood, MS 38930",81416.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,DELTA CORRECTIONAL CENTER,4102 SAWMILL MESA ROAD,,DELTA,CO,81416.0,Males only,Minimum/low,None,State authority,,474.0,,Yes,RIFLE CORRECTIONAL CENTER,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6156,2021-01-30,,CO,Denver Reception & Diagnostic Center,,,1,,4,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,,CO,30.0,6900.0,"10900 SMITH ROAD, DENVER, CO 80239",80239.0,8190.0,27.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6157,2021-01-30,,CO,Denver Womens CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,DENVER WOMEN'S CORRECTIONAL FACILITY,CO,68.0,10515.0,"3600 HAVANA, PO BOX 392005",80239.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,DENVER WOMEN'S CORRECTIONAL FACILITY,3600 HAVANA,PO BOX 392005,DENVER,CO,80239.0,Females only,Maximum/close/high,None,State authority,,,966.0,Yes,"COLORADO CORRECTIONAL CENTER, DENVER RECEPTION & DIAGNOSTIC CENTER",No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6158,2021-01-30,,CO,Four Mile CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,FOUR MILE CORRECTIONAL CENTER,CO,401.0,2188.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 300",81212.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,FOUR MILE CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 300,CANON CITY,CO,81212.0,Males only,Minimum/low,None,State authority,,521.0,,Yes,"ARROWHEAD CORRECTIONAL CENTER, SKYLINE CORRECTIONAL CENTER",No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6159,2021-01-30,,CO,Fremont CF,,,4,,2,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,FREMONT CORRECTIONAL FACILITY,CO,768.0,15988.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 999",81215.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,FREMONT CORRECTIONAL FACILITY,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 999,CANON CITY,CO,81215.0,Males only,Maximum/close/high,None,State authority,,1637.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6160,2021-01-30,,CO,La Vista CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,LA VISTA CORRECTIONAL FACILITY,CO,11.0,2721.0,"1401 W. 17TH STREET, PO BOX 3",81003.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,LA VISTA CORRECTIONAL FACILITY,1401 W. 17TH STREET,PO BOX 3,PUEBLO,CO,81003.0,Both males and females,Medium,None,State authority,,64.0,482.0,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6161,2021-01-30,,CO,Limon CF,,,0,,84,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,LIMON CORRECTION FACILITY,CO,667.0,3709.0,49030 STATE HIGHWAY 71,80826.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,LIMON CORRECTION FACILITY,49030 STATE HIGHWAY 71,,LIMON,CO,80826.0,Males only,Medium,None,State authority,,947.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6162,2021-01-30,,CO,Rifle CC,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,RIFLE CORRECTIONAL CENTER,CO,4.0,985.0,0200 COUNTY ROAD 219,81650.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,RIFLE CORRECTIONAL CENTER,0200 COUNTY ROAD 219,,RIFLE,CO,81650.0,Males only,Medium,None,State authority,,192.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6163,2021-01-30,,CO,San Carlos CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,SAN CARLOS CORRECTIONAL FACILITY,CO,9.0,2096.0,"1410 WEST 13TH STREET, PO BOX 3",81003.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,SAN CARLOS CORRECTIONAL FACILITY,1410 WEST 13TH STREET,PO BOX 3,PUEBLO,CO,81003.0,Males only,Maximum/close/high,None,State authority,,252.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6164,2021-01-30,,CO,Skyline CC,,,,,,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,SKYLINE CORRECTIONAL CENTER,CO,,,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 300",81212.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,SKYLINE CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 300,CANON CITY,CO,81212.0,Males only,Minimum/low,None,State authority,,237.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6165,2021-01-30,,CO,Sterling CF,,,9,,51,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,STERLING CORRECTIONAL FACILITY,CO,1439.0,21951.0,"12101 HIGHWAY 61, PO BOX 6000",80751.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,STERLING CORRECTIONAL FACILITY,12101 HIGHWAY 61,PO BOX 6000,STERLING,CO,80751.0,Males only,Maximum/close/high,None,State authority,,2415.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6166,2021-01-30,,CO,Trinidad CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,TRINIDAD CORRECTIONAL FACILITY,CO,326.0,3380.0,"21000 HIGHWAY 350 EAST, PO BOX 2000",81059.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,TRINIDAD CORRECTIONAL FACILITY,21000 HIGHWAY 350 EAST,PO BOX 2000,TRINIDAD,CO,81059.0,Males only,Medium,None,State authority,,404.0,,Yes,"LA VISTA CORRECTIONAL FACILITY, SAN CARLOS CORRECTIONAL FACILITY",No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6167,2021-01-30,,CO,Youthful Offender System,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,YOUTHFUL OFFENDER SYSTEM (YOS),CO,141.0,581.0,1300 WEST 13TH STREET,81003.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,YOUTHFUL OFFENDER SYSTEM (YOS),1300 WEST 13TH STREET,,PUEBLO,CO,81003.0,Both males and females,Maximum/close/high,None,State authority,,245.0,13.0,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6168,2021-01-31,,CO,Arkansas Valley Correctional Facility,,,4,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,ARKANSAS VALLEY CORRECTIONAL FACILITY,CO,943.0,3892.0,"12750 Highway 96 at Lane 13 Ordway, CO 81034",81034.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,ARKANSAS VALLEY CORRECTIONAL FACILITY,12750 HIGHWAY 96,PO BOX 1000,CROWLEY,CO,81034.0,Males only,Medium,None,State authority,,1006.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6169,2021-01-31,,CO,Arrowhead CF,,,1,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,ARROWHEAD CORRECTIONAL CENTER,CO,358.0,4087.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 300",81212.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,ARROWHEAD CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 300,CANON CITY,CO,81212.0,Males only,Medium,None,State authority,,518.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6170,2021-01-31,,CO,Bent County CF,,,2,,10,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,BENT COUNTY CORRECTIONAL FACILITY-CCA,CO,899.0,8507.0,11560 COUNTY ROAD FF 75,81054.0,8190.0,27.0,in BJS (matched),Colorado,6.8e+19,,BENT COUNTY CORRECTIONAL FACILITY-CCA,11560 COUNTY ROAD FF 75,,LAS ANIMAS,CO,81054.0,Males only,Medium,None,Private contractor,Colorado DOC,1374.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6171,2021-01-31,,CO,Buena Vista Correctional Complex,,,1,,4,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,,CO,508.0,19097.0,"15125 Highway 24 & 285 Buena Vista, CO 81211",81211.0,8190.0,27.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6172,2021-01-31,,CO,Centennial CF,,,0,,5,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,CENTENNIAL CORRECTIONAL FACILITY,CO,128.0,11468.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 600",81215.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,CENTENNIAL CORRECTIONAL FACILITY,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 600,CANON CITY,CO,81215.0,Males only,Maximum/close/high,None,State authority,,437.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6173,2021-01-31,,CO,Centennial Correctional South Facility,,,,,,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,,CO,,," 600 Evans Rd , Cañon City, CO 81212",81212.0,8190.0,27.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6174,2021-01-31,,CO,Colorado Correctional Center,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,COLORADO CORRECTIONAL CENTER,CO,1.0,1570.0,"15445 South Golden Road. Golden, CO 80401",80401.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,COLORADO CORRECTIONAL CENTER,15445 SOUTH GOLDEN ROAD,PO BOX 4010,GOLDEN,CO,80401.0,Males only,Minimum/low,None,State authority,,150.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6175,2021-01-31,,CO,Colorado State Penitentiary,,,0,,8,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,COLORADO STATE PENITENTIARY,CO,131.0,6613.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 777",81215.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,COLORADO STATE PENITENTIARY,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 777,CANON CITY,CO,81215.0,Males only,Maximum/close/high,None,State authority,,752.0,,Yes,CENTENNIAL CORRECTIONAL FACILITY,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6176,2021-01-31,,CO,Colorado Territorial CF,,,4,,2,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,COLORADO TERRITORIAL CORRECTIONAL FACILITY,CO,575.0,6442.0,"275 WEST US HIGHWAY 50, PO BOX 1010",81215.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,COLORADO TERRITORIAL CORRECTIONAL FACILITY,275 WEST US HIGHWAY 50,PO BOX 1010,CANON CITY,CO,81215.0,Males only,Medium,None,State authority,,877.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6177,2021-01-31,,CO,Crowley County CF,,,1,,56,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,CROWLEY COUNTY CORRECTIONAL FACILITY- CSC,CO,630.0,18965.0,6564 HIGHWAY 96,81062.0,8190.0,27.0,in BJS (matched),Colorado,6.8e+19,,CROWLEY COUNTY CORRECTIONAL FACILITY- CSC,6564 HIGHWAY 96,,OLNEY SPRINGS,CO,81062.0,Males only,Medium,None,Private contractor,Colorado DOC,1257.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6178,2021-01-31,,CO,Delta CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,DELTA CORRECTIONAL CENTER,CO,155.0,1828.0,"3400 Baldwin Road, CR540 Greenwood, MS 38930",81416.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,DELTA CORRECTIONAL CENTER,4102 SAWMILL MESA ROAD,,DELTA,CO,81416.0,Males only,Minimum/low,None,State authority,,474.0,,Yes,RIFLE CORRECTIONAL CENTER,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6179,2021-01-31,,CO,Denver Reception & Diagnostic Center,,,1,,4,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,,CO,30.0,6900.0,"10900 SMITH ROAD, DENVER, CO 80239",80239.0,8190.0,27.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6180,2021-01-31,,CO,Denver Womens CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,DENVER WOMEN'S CORRECTIONAL FACILITY,CO,68.0,10515.0,"3600 HAVANA, PO BOX 392005",80239.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,DENVER WOMEN'S CORRECTIONAL FACILITY,3600 HAVANA,PO BOX 392005,DENVER,CO,80239.0,Females only,Maximum/close/high,None,State authority,,,966.0,Yes,"COLORADO CORRECTIONAL CENTER, DENVER RECEPTION & DIAGNOSTIC CENTER",No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6181,2021-01-31,,CO,Four Mile CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,FOUR MILE CORRECTIONAL CENTER,CO,401.0,2188.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 300",81212.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,FOUR MILE CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 300,CANON CITY,CO,81212.0,Males only,Minimum/low,None,State authority,,521.0,,Yes,"ARROWHEAD CORRECTIONAL CENTER, SKYLINE CORRECTIONAL CENTER",No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6182,2021-01-31,,CO,Fremont CF,,,4,,2,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,FREMONT CORRECTIONAL FACILITY,CO,768.0,15988.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 999",81215.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,FREMONT CORRECTIONAL FACILITY,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 999,CANON CITY,CO,81215.0,Males only,Maximum/close/high,None,State authority,,1637.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6183,2021-01-31,,CO,La Vista CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,LA VISTA CORRECTIONAL FACILITY,CO,11.0,2721.0,"1401 W. 17TH STREET, PO BOX 3",81003.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,LA VISTA CORRECTIONAL FACILITY,1401 W. 17TH STREET,PO BOX 3,PUEBLO,CO,81003.0,Both males and females,Medium,None,State authority,,64.0,482.0,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6184,2021-01-31,,CO,Limon CF,,,0,,84,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,LIMON CORRECTION FACILITY,CO,667.0,3709.0,49030 STATE HIGHWAY 71,80826.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,LIMON CORRECTION FACILITY,49030 STATE HIGHWAY 71,,LIMON,CO,80826.0,Males only,Medium,None,State authority,,947.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6185,2021-01-31,,CO,Rifle CC,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,RIFLE CORRECTIONAL CENTER,CO,4.0,985.0,0200 COUNTY ROAD 219,81650.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,RIFLE CORRECTIONAL CENTER,0200 COUNTY ROAD 219,,RIFLE,CO,81650.0,Males only,Medium,None,State authority,,192.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6186,2021-01-31,,CO,San Carlos CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,SAN CARLOS CORRECTIONAL FACILITY,CO,9.0,2096.0,"1410 WEST 13TH STREET, PO BOX 3",81003.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,SAN CARLOS CORRECTIONAL FACILITY,1410 WEST 13TH STREET,PO BOX 3,PUEBLO,CO,81003.0,Males only,Maximum/close/high,None,State authority,,252.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6187,2021-01-31,,CO,Skyline CC,,,,,,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,SKYLINE CORRECTIONAL CENTER,CO,,,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 300",81212.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,SKYLINE CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 300,CANON CITY,CO,81212.0,Males only,Minimum/low,None,State authority,,237.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6188,2021-01-31,,CO,Sterling CF,,,9,,51,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,STERLING CORRECTIONAL FACILITY,CO,1439.0,21951.0,"12101 HIGHWAY 61, PO BOX 6000",80751.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,STERLING CORRECTIONAL FACILITY,12101 HIGHWAY 61,PO BOX 6000,STERLING,CO,80751.0,Males only,Maximum/close/high,None,State authority,,2415.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6189,2021-01-31,,CO,Trinidad CF,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,TRINIDAD CORRECTIONAL FACILITY,CO,326.0,3380.0,"21000 HIGHWAY 350 EAST, PO BOX 2000",81059.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,TRINIDAD CORRECTIONAL FACILITY,21000 HIGHWAY 350 EAST,PO BOX 2000,TRINIDAD,CO,81059.0,Males only,Medium,None,State authority,,404.0,,Yes,"LA VISTA CORRECTIONAL FACILITY, SAN CARLOS CORRECTIONAL FACILITY",No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6190,2021-01-31,,CO,Youthful Offender System,,,0,,0,,153483.0,,67.0,1484.0,30.0,1514.0,,,,,,,,,,,,,,,YOUTHFUL OFFENDER SYSTEM (YOS),CO,141.0,581.0,1300 WEST 13TH STREET,81003.0,8190.0,27.0,in BJS (matched),Colorado,6e+19,,YOUTHFUL OFFENDER SYSTEM (YOS),1300 WEST 13TH STREET,,PUEBLO,CO,81003.0,Both males and females,Maximum/close/high,None,State authority,,245.0,13.0,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6191,2021-02-01,,CO,Arkansas Valley Correctional Facility,,,4,,0,,154033.0,,72.0,1487.0,29.0,1516.0,,,,,,,,,,,,,,,ARKANSAS VALLEY CORRECTIONAL FACILITY,CO,943.0,3892.0,"12750 Highway 96 at Lane 13 Ordway, CO 81034",81034.0,8203.0,27.0,in BJS (matched),Colorado,6e+19,,ARKANSAS VALLEY CORRECTIONAL FACILITY,12750 HIGHWAY 96,PO BOX 1000,CROWLEY,CO,81034.0,Males only,Medium,None,State authority,,1006.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6192,2021-02-01,,CO,Arrowhead CF,,,1,,0,,154033.0,,72.0,1487.0,29.0,1516.0,,,,,,,,,,,,,,,ARROWHEAD CORRECTIONAL CENTER,CO,358.0,4087.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 300",81212.0,8203.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,ARROWHEAD CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 300,CANON CITY,CO,81212.0,Males only,Medium,None,State authority,,518.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6193,2021-02-01,,CO,Bent County CF,,,2,,10,,154033.0,,72.0,1487.0,29.0,1516.0,,,,,,,,,,,,,,,BENT COUNTY CORRECTIONAL FACILITY-CCA,CO,899.0,8507.0,11560 COUNTY ROAD FF 75,81054.0,8203.0,27.0,in BJS (matched),Colorado,6.8e+19,,BENT COUNTY CORRECTIONAL FACILITY-CCA,11560 COUNTY ROAD FF 75,,LAS ANIMAS,CO,81054.0,Males only,Medium,None,Private contractor,Colorado DOC,1374.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6194,2021-02-01,,CO,Buena Vista Correctional Complex,,,1,,4,,154033.0,,72.0,1487.0,29.0,1516.0,,,,,,,,,,,,,,,,CO,508.0,19098.0,"15125 Highway 24 & 285 Buena Vista, CO 81211",81211.0,8203.0,27.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6195,2021-02-01,,CO,Centennial CF,,,0,,5,,154033.0,,72.0,1487.0,29.0,1516.0,,,,,,,,,,,,,,,CENTENNIAL CORRECTIONAL FACILITY,CO,128.0,11468.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 600",81215.0,8203.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,CENTENNIAL CORRECTIONAL FACILITY,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 600,CANON CITY,CO,81215.0,Males only,Maximum/close/high,None,State authority,,437.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6196,2021-02-01,,CO,Centennial Correctional South Facility,,,,,,,154033.0,,72.0,1487.0,29.0,1516.0,,,,,,,,,,,,,,,,CO,,," 600 Evans Rd , Cañon City, CO 81212",81212.0,8203.0,27.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6197,2021-02-01,,CO,Colorado Correctional Center,,,0,,0,,154033.0,,72.0,1487.0,29.0,1516.0,,,,,,,,,,,,,,,COLORADO CORRECTIONAL CENTER,CO,1.0,1570.0,"15445 South Golden Road. Golden, CO 80401",80401.0,8203.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,COLORADO CORRECTIONAL CENTER,15445 SOUTH GOLDEN ROAD,PO BOX 4010,GOLDEN,CO,80401.0,Males only,Minimum/low,None,State authority,,150.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
6198,2021-02-01,,CO,Colorado State Penitentiary,,,0,,6,,154033.0,,72.0,1487.0,29.0,1516.0,,,,,,,,,,,,,,,COLORADO STATE PENITENTIARY,CO,131.0,6629.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 777",81215.0,8203.0,27.0,in BJS (matched),Colorado,6e+19,6e+19,COLORADO STATE PENITENTIARY,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 777,CANON CITY,CO,81215.0,Males only,Maximum/close/high,None,State authority,,752.0,,Yes,CENTENNIAL CORRECTIONAL FACILITY,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
