Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_population,fac_inc_testeddaily,fac_inc_positivedaily,fac_staff_testeddaily,fac_staff_positivedaily,fac_staff_positivecodaily,fac_staff_positiveotherdaily,fac_inc_active,fac_inc_deathsdaily,fac_staff_deaths,sum_inc_partiallyvaccinatedweekly,sum_inc_fullyvaccinatedweekly,sum_staff_partiallyvaccinatedweekly,sum_staff_fullyvaccinatedweekly,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_staff_tested,fac_staff_positive,sum_inc_partiallyvaccinated,sum_inc_fullyvaccinated,sum_staff_partiallyvaccinated,sum_staff_fullyvaccinated,facility_bjs,fac_state,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_inc_partiallyvaccitedweekly,sum_inc_fullyvaccitedweekly,sum_inc_partiallyvaccited,sum_inc_fullyvaccited,sum_staff_positive,sum_staff_tested,sum_staff_fullyvaccitedweekly,sum_staff_partiallyvaccited,sum_staff_fullyvaccited,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,bjs_fac_notes2,state
...1270,2021-03-18,2021-03-18,MA,NCCI-Gardn,807,6,0,0,0,0,0,0,0,NR,,,,,2602.0,955.0,3.0,772.0,152.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1271,2021-03-18,2021-03-18,MA,BSH,226,0,0,0,0,0,0,1,0,NR,,,,,707.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1272,2021-03-18,2021-03-18,MA,OCCC,659,2,0,0,0,0,0,1,0,NR,,,,,2852.0,239.0,3.0,1060.0,87.0,,,,,,,,1 Administration Rd,2324.0,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1273,2021-03-18,2021-03-18,MA,MCI-CJ,498,0,0,0,0,0,0,0,0,NR,,,,,2540.0,133.0,0.0,670.0,135.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1274,2021-03-18,2021-03-18,MA,MCI-C,476,0,0,0,0,0,0,0,0,NR,,,,,2835.0,296.0,2.0,1224.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1275,2021-03-18,2021-03-18,MA,NECC,180,0,0,0,0,0,0,0,0,NR,,,,,661.0,19.0,0.0,50.0,20.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1276,2021-03-18,2021-03-18,MA,Pondville,125,0,0,0,0,0,0,0,0,NR,,,,,597.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1277,2021-03-18,2021-03-18,MA,MCI-F,168,0,0,0,0,0,0,0,0,NR,,,,,630.0,95.0,0.0,300.0,55.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1278,2021-03-18,2021-03-18,MA,MCI-Shirley,834,0,0,0,0,0,0,0,0,NR,,,,,4889.0,516.0,4.0,801.0,94.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1279,2021-03-18,2021-03-18,MA,MTC,531,0,0,0,0,0,0,0,0,NR,,,,,1683.0,189.0,5.0,248.0,56.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1280,2021-03-18,2021-03-18,MA,SMCC,0,0,0,0,0,0,0,0,0,NR,,,,,68.0,12.0,0.0,2.0,11.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1281,2021-03-18,2021-03-18,MA,LSH,19,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,12.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1282,2021-03-18,2021-03-18,MA,SBCC,567,1,0,0,0,0,0,0,0,NR,,,,,1897.0,27.0,0.0,735.0,59.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1283,2021-03-18,2021-03-18,MA,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4585.0,4154.0,2939.0,2628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1284,2021-03-19,2021-03-19,MA,MASAC,34,1,0,0,0,0,0,1,0,NR,,,,,593.0,56.0,0.0,306.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1285,2021-03-19,2021-03-19,MA,Boston Pre,85,0,0,0,0,0,0,0,0,NR,,,,,171.0,1.0,0.0,305.0,51.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1286,2021-03-19,2021-03-19,MA,MCI-Norfolk,1167,0,0,0,0,0,0,2,0,NR,,,,,5566.0,508.0,3.0,797.0,83.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1287,2021-03-19,2021-03-19,MA,NCCI-Gardn,806,84,0,0,0,0,0,0,0,NR,,,,,2686.0,955.0,3.0,772.0,152.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1288,2021-03-19,2021-03-19,MA,BSH,226,2,0,0,0,0,0,1,0,NR,,,,,709.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1289,2021-03-19,2021-03-19,MA,OCCC,660,1,0,0,0,0,0,1,0,NR,,,,,2853.0,239.0,3.0,1060.0,87.0,,,,,,,,1 Administration Rd,2324.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1290,2021-03-19,2021-03-19,MA,MCI-CJ,491,1,0,0,1,1,0,0,0,NR,,,,,2541.0,133.0,0.0,670.0,136.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1291,2021-03-19,2021-03-19,MA,MCI-C,475,2,0,0,0,0,0,0,0,NR,,,,,2837.0,296.0,2.0,1224.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1292,2021-03-19,2021-03-19,MA,NECC,181,0,0,0,0,0,0,0,0,NR,,,,,661.0,19.0,0.0,50.0,20.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1293,2021-03-19,2021-03-19,MA,Pondville,125,0,0,0,0,0,0,0,0,NR,,,,,597.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1294,2021-03-19,2021-03-19,MA,MCI-F,166,0,1,0,0,0,0,0,0,NR,,,,,630.0,96.0,0.0,300.0,55.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1295,2021-03-19,2021-03-19,MA,MCI-Shirley,835,0,0,0,0,0,0,0,0,NR,,,,,4889.0,516.0,4.0,801.0,94.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1296,2021-03-19,2021-03-19,MA,MTC,532,0,0,0,0,0,0,0,0,NR,,,,,1683.0,189.0,5.0,248.0,56.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1297,2021-03-19,2021-03-19,MA,SMCC,0,0,0,0,0,0,0,0,0,NR,,,,,68.0,12.0,0.0,2.0,11.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1298,2021-03-19,2021-03-19,MA,LSH,19,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,12.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1299,2021-03-19,2021-03-19,MA,SBCC,564,0,0,0,0,0,0,0,0,NR,,,,,1897.0,27.0,0.0,735.0,59.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1300,2021-03-19,2021-03-19,MA,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4585.0,4154.0,2939.0,2628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1301,2021-03-20,2021-03-20,MA,MASAC,34,0,0,0,0,0,0,1,0,NR,,,,,593.0,56.0,0.0,306.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1302,2021-03-20,2021-03-20,MA,Boston Pre,85,0,0,0,0,0,0,0,0,NR,,,,,171.0,1.0,0.0,305.0,51.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1303,2021-03-20,2021-03-20,MA,MCI-Norfolk,1167,0,0,0,0,0,0,2,0,NR,,,,,5566.0,508.0,3.0,797.0,83.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1304,2021-03-20,2021-03-20,MA,NCCI-Gardn,806,0,0,0,0,0,0,0,0,NR,,,,,2686.0,955.0,3.0,772.0,152.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1305,2021-03-20,2021-03-20,MA,BSH,226,0,0,0,0,0,0,1,0,NR,,,,,709.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1306,2021-03-20,2021-03-20,MA,OCCC,660,0,0,0,0,0,0,1,0,NR,,,,,2853.0,239.0,3.0,1060.0,87.0,,,,,,,,1 Administration Rd,2324.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1307,2021-03-20,2021-03-20,MA,MCI-CJ,491,0,0,0,0,0,0,0,0,NR,,,,,2541.0,133.0,0.0,670.0,136.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1308,2021-03-20,2021-03-20,MA,MCI-C,476,0,0,0,0,0,0,0,0,NR,,,,,2837.0,296.0,2.0,1224.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1309,2021-03-20,2021-03-20,MA,NECC,180,0,0,0,0,0,0,0,0,NR,,,,,661.0,19.0,0.0,50.0,20.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1310,2021-03-20,2021-03-20,MA,Pondville,125,0,0,0,0,0,0,0,0,NR,,,,,597.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1311,2021-03-20,2021-03-20,MA,MCI-F,166,0,0,0,0,0,0,0,0,NR,,,,,630.0,96.0,0.0,300.0,55.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1312,2021-03-20,2021-03-20,MA,MCI-Shirley,835,0,0,0,0,0,0,0,0,NR,,,,,4889.0,516.0,4.0,801.0,94.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1313,2021-03-20,2021-03-20,MA,MTC,532,0,0,0,0,0,0,0,0,NR,,,,,1683.0,189.0,5.0,248.0,56.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1314,2021-03-20,2021-03-20,MA,SMCC,0,0,0,0,0,0,0,0,0,NR,,,,,68.0,12.0,0.0,2.0,11.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1315,2021-03-20,2021-03-20,MA,LSH,19,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,12.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1316,2021-03-20,2021-03-20,MA,SBCC,564,1,0,0,0,0,0,0,0,NR,,,,,1898.0,27.0,0.0,735.0,59.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1317,2021-03-20,2021-03-20,MA,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,4585.0,4154.0,2939.0,2628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1318,2021-03-21,2021-03-21,MA,MASAC,34,0,0,0,0,0,0,1,0,NR,,,,,593.0,56.0,0.0,306.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1319,2021-03-21,2021-03-21,MA,Boston Pre,85,0,0,0,0,0,0,0,0,NR,,,,,171.0,1.0,0.0,305.0,51.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1320,2021-03-21,2021-03-21,MA,MCI-Norfolk,1167,0,0,0,0,0,0,2,0,NR,,,,,5566.0,508.0,3.0,797.0,83.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1321,2021-03-21,2021-03-21,MA,NCCI-Gardn,806,4,0,0,0,0,0,0,0,NR,,,,,2690.0,955.0,3.0,772.0,152.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1322,2021-03-21,2021-03-21,MA,BSH,226,1,0,0,0,0,0,1,0,NR,,,,,710.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1323,2021-03-21,2021-03-21,MA,OCCC,660,1,0,0,0,0,0,1,0,NR,,,,,2854.0,239.0,3.0,1060.0,87.0,,,,,,,,1 Administration Rd,2324.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1324,2021-03-21,2021-03-21,MA,MCI-CJ,492,2,0,0,0,0,0,0,0,NR,,,,,2543.0,133.0,0.0,670.0,136.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1325,2021-03-21,2021-03-21,MA,MCI-C,476,5,0,0,0,0,0,0,0,NR,,,,,2842.0,296.0,2.0,1224.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1326,2021-03-21,2021-03-21,MA,NECC,180,0,0,0,0,0,0,0,0,NR,,,,,661.0,19.0,0.0,50.0,20.0,,,,,,,,"1266-1270 US Route 5 St., Johnsbury, VT 05819",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1327,2021-03-21,2021-03-21,MA,Pondville,125,0,0,0,0,0,0,0,0,NR,,,,,597.0,2.0,0.0,8.0,13.0,,,,,,,,"1 Industries Dr., P.O. Box 146, Norfolk, MA 02056",2056.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1328,2021-03-21,2021-03-21,MA,MCI-F,166,3,0,0,0,0,0,0,0,NR,,,,,633.0,96.0,0.0,300.0,55.0,,,,,,,,"99 Loring Dr, Framingham, MA 01702",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1329,2021-03-21,2021-03-21,MA,MCI-Shirley,835,0,0,0,0,0,0,0,0,NR,,,,,4889.0,516.0,4.0,801.0,94.0,,,,,,,,"Harvard Rd, Shirley, MA 01464",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1330,2021-03-21,2021-03-21,MA,MTC,532,0,0,0,0,0,0,0,0,NR,,,,,1683.0,189.0,5.0,248.0,56.0,,,,,,,,"30 Administration Rd., Bridgewater, MA 02324",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1331,2021-03-21,2021-03-21,MA,SMCC,0,0,0,0,0,0,0,0,0,NR,,,,,68.0,12.0,0.0,2.0,11.0,,,,,,,,"135 Western Avenue, P.O. Box 788 Framingham, MA 01701",1701.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1332,2021-03-21,2021-03-21,MA,LSH,19,0,0,0,0,0,0,0,0,NR,,,,,0.0,8.0,0.0,128.0,12.0,,,,,,,,"180 Morton St., Jamaica Plain, MA 02130",2130.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1333,2021-03-21,2021-03-21,MA,SBCC,564,0,0,0,0,0,0,0,0,NR,,,,,1898.0,27.0,0.0,735.0,59.0,,,,,,,,"100 Harvard Rd, Shirley, MA 01464",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1334,2021-03-21,2021-03-21,MA,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,4585.0,4154.0,2939.0,2628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1335,2021-03-22,2021-03-22,MA,MASAC,41,12,0,0,0,0,0,1,0,NR,,,,,605.0,56.0,0.0,306.0,44.0,,,,,,,,"Myles Standish State Forest 1 Bump Pond Rd., Plymouth, MA 02360",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1336,2021-03-22,2021-03-22,MA,Boston Pre,85,0,0,0,0,0,0,0,0,NR,,,,,171.0,1.0,0.0,305.0,51.0,,,,,,,,"430 Canterbury St, Roslindale, MA 2131",2131.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1337,2021-03-22,2021-03-22,MA,MCI-Norfolk,1162,0,0,0,0,0,0,2,0,NR,,,,,5566.0,508.0,3.0,797.0,83.0,,,,,,,,"2 Clark St, Norfolk, MA 02056",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1338,2021-03-22,2021-03-22,MA,NCCI-Gardn,803,177,0,1,0,0,0,0,0,NR,,,,,2867.0,955.0,3.0,773.0,152.0,,,,,,,,"670 Marion-Williamsport Rd E, Marion, OH 43302",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1339,2021-03-22,2021-03-22,MA,BSH,228,2,0,0,0,0,0,1,0,NR,,,,,712.0,37.0,0.0,1.0,4.0,,,,,,,,20 Admin Rd,2324.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1340,2021-03-22,2021-03-22,MA,OCCC,662,4,0,0,1,1,0,1,0,NR,,,,,2858.0,239.0,3.0,1060.0,88.0,,,,,,,,1 Administration Rd,2324.0,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1341,2021-03-22,2021-03-22,MA,MCI-CJ,490,9,0,0,0,0,0,0,0,NR,,,,,2552.0,133.0,0.0,670.0,136.0,,,,,,,,"MA-1A, South Walpole, MA 02071",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
...1342,2021-03-22,2021-03-22,MA,MCI-C,479,4,0,0,0,0,0,0,0,NR,,,,,2846.0,296.0,2.0,1224.0,78.0,,,,,,,,"965 Elm St, Concord, MA 01742",,3094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MA.csv
