Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_deaths,fac_inc_deathsconfirmed,fac_inc_deathspending,fac_inc_negative,fac_inc_pending,fac_inc_recovered,fac_inc_population,sum_staff_positive,sum_staff_recovered,sum_staff_deaths,sum_inc_ppositive,sum_inc_vaccinations,facility_bjs,fac_state,fac_inc_pop,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,oldnew,state
884,2021-02-19,,AZ,Douglas,2113.0,1130.0,0.0,,,983.0,0.0,1102.0,,2648.0,2470.0,,,,ASPC-DOUGLAS,AZ,1987.0,6911 NORTH BDI BOULEVARD,85607.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-DOUGLAS,6911 NORTH BDI BOULEVARD,DOUGLAS,AZ,85607.0,Males only,Other,Multi security level,None,State authority,1953.0,,Yes,ASPC DOUGLAS PAPAGO UNIT,No,No,Minimum and Medium,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
885,2021-02-19,,AZ,Eyman,5444.0,1974.0,8.0,,,3470.0,0.0,1153.0,,2648.0,2470.0,,,,ASPC-EYMAN,AZ,5301.0,4374 EAST BUTTE AVENUE,85132.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,,ASPC-EYMAN,4374 EAST BUTTE AVENUE,FLORENCE,AZ,85132.0,Males only,Maximum/close/high,,None,State authority,5103.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
886,2021-02-19,,AZ,Florence,3197.0,417.0,14.0,,,2780.0,0.0,391.0,,2648.0,2470.0,,,,ASPC-FLORENCE,AZ,2755.0,1305 EAST BUTTE AVENUE,85132.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-FLORENCE,1305 EAST BUTTE AVENUE,FLORENCE,AZ,85132.0,Males only,Other,Multi security level,None,State authority,3629.0,,Yes,"ASPC-FLORENCE PICACHO UNIT, ASPC-FLORENCE GLOBE",No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
887,2021-02-19,,AZ,Florence West,475.0,7.0,0.0,,,468.0,0.0,0.0,,2648.0,2470.0,,,,,AZ,684.0,"915 EAST DIVERSION DAM ROAD, FLORENCE, AZ 85132",85132.0,11867.0,51.0,43594.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
888,2021-02-19,,AZ,Kingman,2679.0,648.0,3.0,,,2031.0,0.0,110.0,,2648.0,2470.0,,,,,AZ,2368.0,"4626 W. ENGLISH DRIVE, GOLDEN VALLEY, AZ 86414",86414.0,11867.0,51.0,43594.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
889,2021-02-19,,AZ,Lewis,4337.0,1307.0,2.0,,,3030.0,0.0,923.0,,2648.0,2470.0,,,,ASPC - LEWIS,AZ,4573.0,26700 SOUTH HIGHWAY 85,85326.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,,ASPC - LEWIS,26700 SOUTH HIGHWAY 85,BUCKEYE,AZ,85326.0,Males only,Other,Multi security level,None,State authority,5346.0,,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
890,2021-02-19,,AZ,MRC,0.0,0.0,0.0,,,0.0,0.0,0.0,,2648.0,2470.0,,,,,AZ,0.0,"24601 N 29th Avenue Phoenix, AZ 85027",85027.0,11867.0,51.0,43594.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
891,2021-02-19,,AZ,Marana,351.0,22.0,0.0,,,329.0,0.0,21.0,,2648.0,2470.0,,,,,AZ,347.0,"12610 W SILVERBELL ROAD, MARANA, AZ 85653",85653.0,11867.0,51.0,43594.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
892,2021-02-19,,AZ,PRC,0.0,0.0,0.0,,,0.0,0.0,0.0,,2648.0,2470.0,,,,ASPC-FLORENCE GLOBE,AZ,0.0,1000 FAIRGROUNDS ROAD,85501.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-FLORENCE GLOBE,1000 FAIRGROUNDS ROAD,GLOBE,AZ,85501.0,Males only,Minimum/low,,None,State authority,293.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
893,2021-02-19,,AZ,Perryville,4439.0,209.0,0.0,,,4230.0,0.0,158.0,,2648.0,2470.0,,,,ASPC - PERRYVILLE,AZ,3498.0,2014 N. CITRUS ROAD,85395.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,,ASPC - PERRYVILLE,2014 N. CITRUS ROAD,GOODYEAR,AZ,85395.0,Females only,Other,Multi security level,None,State authority,,3403.0,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
894,2021-02-19,,AZ,Phoenix,4163.0,612.0,0.0,,,3551.0,0.0,523.0,,2648.0,2470.0,,,,ASPC-PHOENIX,AZ,495.0,2500 E. VAN BUREN STREET,85008.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,,ASPC-PHOENIX,2500 E. VAN BUREN STREET,PHOENIX,AZ,85008.0,Both males and females,Other,Multi security level,None,State authority,565.0,9.0,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
895,2021-02-19,,AZ,Phoenix West,371.0,44.0,1.0,,,327.0,0.0,43.0,,2648.0,2470.0,,,,,AZ,356.0,"3402 WEST COCOPAH, PHOENIX, AZ 85009",85009.0,11867.0,51.0,43594.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
896,2021-02-19,,AZ,Red Rock,1669.0,119.0,0.0,,,1550.0,0.0,119.0,,2648.0,2470.0,,,,,AZ,2007.0,"1750 East Arica Road, Eloy, AZ 85131",85131.0,11867.0,51.0,43594.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
897,2021-02-19,,AZ,Safford,1561.0,847.0,0.0,,,714.0,0.0,809.0,,2648.0,2470.0,,,,ASPC-SAFFORD,AZ,1339.0,896 SOUTH COOK ROAD,85546.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-SAFFORD,896 SOUTH COOK ROAD,SAFFORD,AZ,85546.0,Males only,Other,Multi security level,None,State authority,878.0,,Yes,ASPC SAFFORD FORT GRANT,No,No,Minimum and Medium,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
898,2021-02-19,,AZ,Tucson,5659.0,2237.0,13.0,,,3422.0,0.0,1492.0,,2648.0,2470.0,,,,ASPC-TUCSON,AZ,4796.0,10000 SOUTH WILMOT,85734.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-TUCSON,10000 SOUTH WILMOT,TUCSON,AZ,85734.0,Males only,Other,Multi security level,None,State authority,5170.0,,Yes,ASPC TUCSON SOUTHERN ARIZONA CORRECTIONAL CENTER,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
899,2021-02-19,,AZ,Winslow,1282.0,220.0,0.0,,,1062.0,0.0,144.0,,2648.0,2470.0,,,,ASPC-WINSLOW,AZ,1156.0,2100 SOUTH HWY 87,86047.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-WINSLOW,2100 SOUTH HWY 87,WINSLOW,AZ,86047.0,Males only,Maximum/close/high,,None,State authority,1239.0,,Yes,ASPC-WINSLOW APACHE UNIT,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
900,2021-02-19,,AZ,Yuma,4655.0,2005.0,7.0,,,2650.0,0.0,1865.0,,2648.0,2470.0,,,,ASPC-YUMA,AZ,4233.0,7125 EAST JUAN SANCHEZ BLVD,85349.0,11867.0,51.0,43594.0,in BJS (matched),Arkansas,3e+19,,ASPC-YUMA,7125 EAST JUAN SANCHEZ BLVD,SAN LUIS,AZ,85349.0,Males only,Maximum/close/high,,None,State authority,4298.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
901,2021-02-20,,AZ,CACF,1199.0,69.0,3.0,,,1130.0,0.0,66.0,,2649.0,2473.0,,,,,AZ,1270.0,"1401 E. DIVERSION DAM RD, FLORENCE, AZ 85132",85132.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
902,2021-02-20,,AZ,Douglas,2117.0,1155.0,0.0,,,962.0,0.0,1100.0,,2649.0,2473.0,,,,ASPC-DOUGLAS,AZ,1983.0,6911 NORTH BDI BOULEVARD,85607.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-DOUGLAS,6911 NORTH BDI BOULEVARD,DOUGLAS,AZ,85607.0,Males only,Other,Multi security level,None,State authority,1953.0,,Yes,ASPC DOUGLAS PAPAGO UNIT,No,No,Minimum and Medium,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
903,2021-02-20,,AZ,Eyman,5444.0,1974.0,8.0,,,3470.0,0.0,1153.0,,2649.0,2473.0,,,,ASPC-EYMAN,AZ,5297.0,4374 EAST BUTTE AVENUE,85132.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC-EYMAN,4374 EAST BUTTE AVENUE,FLORENCE,AZ,85132.0,Males only,Maximum/close/high,,None,State authority,5103.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
904,2021-02-20,,AZ,Florence,3196.0,418.0,15.0,,,2778.0,0.0,391.0,,2649.0,2473.0,,,,ASPC-FLORENCE,AZ,2757.0,1305 EAST BUTTE AVENUE,85132.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-FLORENCE,1305 EAST BUTTE AVENUE,FLORENCE,AZ,85132.0,Males only,Other,Multi security level,None,State authority,3629.0,,Yes,"ASPC-FLORENCE PICACHO UNIT, ASPC-FLORENCE GLOBE",No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
905,2021-02-20,,AZ,Florence West,476.0,8.0,0.0,,,468.0,0.0,0.0,,2649.0,2473.0,,,,,AZ,683.0,"915 EAST DIVERSION DAM ROAD, FLORENCE, AZ 85132",85132.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
906,2021-02-20,,AZ,Kingman,2679.0,650.0,3.0,,,2029.0,0.0,420.0,,2649.0,2473.0,,,,,AZ,2364.0,"4626 W. ENGLISH DRIVE, GOLDEN VALLEY, AZ 86414",86414.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
907,2021-02-20,,AZ,Lewis,4337.0,1307.0,2.0,,,3030.0,0.0,923.0,,2649.0,2473.0,,,,ASPC - LEWIS,AZ,4577.0,26700 SOUTH HIGHWAY 85,85326.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC - LEWIS,26700 SOUTH HIGHWAY 85,BUCKEYE,AZ,85326.0,Males only,Other,Multi security level,None,State authority,5346.0,,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
908,2021-02-20,,AZ,MRC,0.0,0.0,0.0,,,0.0,0.0,0.0,,2649.0,2473.0,,,,,AZ,0.0,"24601 N 29th Avenue Phoenix, AZ 85027",85027.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
909,2021-02-20,,AZ,Marana,351.0,22.0,0.0,,,329.0,0.0,21.0,,2649.0,2473.0,,,,,AZ,347.0,"12610 W SILVERBELL ROAD, MARANA, AZ 85653",85653.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
910,2021-02-20,,AZ,PRC,0.0,0.0,0.0,,,0.0,0.0,0.0,,2649.0,2473.0,,,,ASPC-FLORENCE GLOBE,AZ,0.0,1000 FAIRGROUNDS ROAD,85501.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-FLORENCE GLOBE,1000 FAIRGROUNDS ROAD,GLOBE,AZ,85501.0,Males only,Minimum/low,,None,State authority,293.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
911,2021-02-20,,AZ,Perryville,4439.0,209.0,0.0,,,4230.0,0.0,158.0,,2649.0,2473.0,,,,ASPC - PERRYVILLE,AZ,3498.0,2014 N. CITRUS ROAD,85395.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC - PERRYVILLE,2014 N. CITRUS ROAD,GOODYEAR,AZ,85395.0,Females only,Other,Multi security level,None,State authority,,3403.0,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
912,2021-02-20,,AZ,Phoenix,4161.0,612.0,0.0,,,3549.0,0.0,523.0,,2649.0,2473.0,,,,ASPC-PHOENIX,AZ,533.0,2500 E. VAN BUREN STREET,85008.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC-PHOENIX,2500 E. VAN BUREN STREET,PHOENIX,AZ,85008.0,Both males and females,Other,Multi security level,None,State authority,565.0,9.0,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
913,2021-02-20,,AZ,Phoenix West,371.0,44.0,1.0,,,327.0,0.0,43.0,,2649.0,2473.0,,,,,AZ,354.0,"3402 WEST COCOPAH, PHOENIX, AZ 85009",85009.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
914,2021-02-20,,AZ,Red Rock,1669.0,119.0,0.0,,,1550.0,0.0,119.0,,2649.0,2473.0,,,,,AZ,2006.0,"1750 East Arica Road, Eloy, AZ 85131",85131.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
915,2021-02-20,,AZ,Safford,1561.0,847.0,0.0,,,714.0,0.0,809.0,,2649.0,2473.0,,,,ASPC-SAFFORD,AZ,1329.0,896 SOUTH COOK ROAD,85546.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-SAFFORD,896 SOUTH COOK ROAD,SAFFORD,AZ,85546.0,Males only,Other,Multi security level,None,State authority,878.0,,Yes,ASPC SAFFORD FORT GRANT,No,No,Minimum and Medium,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
916,2021-02-20,,AZ,Tucson,5658.0,2236.0,13.0,,,3422.0,0.0,1491.0,,2649.0,2473.0,,,,ASPC-TUCSON,AZ,4784.0,10000 SOUTH WILMOT,85734.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-TUCSON,10000 SOUTH WILMOT,TUCSON,AZ,85734.0,Males only,Other,Multi security level,None,State authority,5170.0,,Yes,ASPC TUCSON SOUTHERN ARIZONA CORRECTIONAL CENTER,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
917,2021-02-20,,AZ,Winslow,1282.0,220.0,0.0,,,1062.0,0.0,144.0,,2649.0,2473.0,,,,ASPC-WINSLOW,AZ,1149.0,2100 SOUTH HWY 87,86047.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-WINSLOW,2100 SOUTH HWY 87,WINSLOW,AZ,86047.0,Males only,Maximum/close/high,,None,State authority,1239.0,,Yes,ASPC-WINSLOW APACHE UNIT,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
918,2021-02-20,,AZ,Yuma,4655.0,2005.0,7.0,,,2650.0,0.0,1865.0,,2649.0,2473.0,,,,ASPC-YUMA,AZ,4229.0,7125 EAST JUAN SANCHEZ BLVD,85349.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC-YUMA,7125 EAST JUAN SANCHEZ BLVD,SAN LUIS,AZ,85349.0,Males only,Maximum/close/high,,None,State authority,4298.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
919,2021-02-21,,AZ,CACF,1199.0,69.0,3.0,,,1130.0,0.0,66.0,,2649.0,2473.0,,,,,AZ,1270.0,"1401 E. DIVERSION DAM RD, FLORENCE, AZ 85132",85132.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
920,2021-02-21,,AZ,Douglas,2117.0,1155.0,0.0,,,962.0,0.0,1100.0,,2649.0,2473.0,,,,ASPC-DOUGLAS,AZ,1983.0,6911 NORTH BDI BOULEVARD,85607.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-DOUGLAS,6911 NORTH BDI BOULEVARD,DOUGLAS,AZ,85607.0,Males only,Other,Multi security level,None,State authority,1953.0,,Yes,ASPC DOUGLAS PAPAGO UNIT,No,No,Minimum and Medium,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
921,2021-02-21,,AZ,Eyman,5444.0,1974.0,8.0,,,3470.0,0.0,1153.0,,2649.0,2473.0,,,,ASPC-EYMAN,AZ,5297.0,4374 EAST BUTTE AVENUE,85132.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC-EYMAN,4374 EAST BUTTE AVENUE,FLORENCE,AZ,85132.0,Males only,Maximum/close/high,,None,State authority,5103.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
922,2021-02-21,,AZ,Florence,3196.0,418.0,15.0,,,2778.0,0.0,391.0,,2649.0,2473.0,,,,ASPC-FLORENCE,AZ,2757.0,1305 EAST BUTTE AVENUE,85132.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-FLORENCE,1305 EAST BUTTE AVENUE,FLORENCE,AZ,85132.0,Males only,Other,Multi security level,None,State authority,3629.0,,Yes,"ASPC-FLORENCE PICACHO UNIT, ASPC-FLORENCE GLOBE",No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
923,2021-02-21,,AZ,Florence West,476.0,8.0,0.0,,,468.0,0.0,0.0,,2649.0,2473.0,,,,,AZ,683.0,"915 EAST DIVERSION DAM ROAD, FLORENCE, AZ 85132",85132.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
924,2021-02-21,,AZ,Kingman,2679.0,650.0,3.0,,,2029.0,0.0,420.0,,2649.0,2473.0,,,,,AZ,2364.0,"4626 W. ENGLISH DRIVE, GOLDEN VALLEY, AZ 86414",86414.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
925,2021-02-21,,AZ,Lewis,4337.0,1307.0,2.0,,,3030.0,0.0,923.0,,2649.0,2473.0,,,,ASPC - LEWIS,AZ,4577.0,26700 SOUTH HIGHWAY 85,85326.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC - LEWIS,26700 SOUTH HIGHWAY 85,BUCKEYE,AZ,85326.0,Males only,Other,Multi security level,None,State authority,5346.0,,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
926,2021-02-21,,AZ,MRC,0.0,0.0,0.0,,,0.0,0.0,0.0,,2649.0,2473.0,,,,,AZ,0.0,"24601 N 29th Avenue Phoenix, AZ 85027",85027.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
927,2021-02-21,,AZ,Marana,351.0,22.0,0.0,,,329.0,0.0,21.0,,2649.0,2473.0,,,,,AZ,347.0,"12610 W SILVERBELL ROAD, MARANA, AZ 85653",85653.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
928,2021-02-21,,AZ,PRC,0.0,0.0,0.0,,,0.0,0.0,0.0,,2649.0,2473.0,,,,ASPC-FLORENCE GLOBE,AZ,0.0,1000 FAIRGROUNDS ROAD,85501.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-FLORENCE GLOBE,1000 FAIRGROUNDS ROAD,GLOBE,AZ,85501.0,Males only,Minimum/low,,None,State authority,293.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
929,2021-02-21,,AZ,Perryville,4439.0,209.0,0.0,,,4230.0,0.0,158.0,,2649.0,2473.0,,,,ASPC - PERRYVILLE,AZ,3498.0,2014 N. CITRUS ROAD,85395.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC - PERRYVILLE,2014 N. CITRUS ROAD,GOODYEAR,AZ,85395.0,Females only,Other,Multi security level,None,State authority,,3403.0,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
930,2021-02-21,,AZ,Phoenix,4161.0,612.0,0.0,,,3549.0,0.0,523.0,,2649.0,2473.0,,,,ASPC-PHOENIX,AZ,533.0,2500 E. VAN BUREN STREET,85008.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC-PHOENIX,2500 E. VAN BUREN STREET,PHOENIX,AZ,85008.0,Both males and females,Other,Multi security level,None,State authority,565.0,9.0,No,,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
931,2021-02-21,,AZ,Phoenix West,371.0,44.0,1.0,,,327.0,0.0,43.0,,2649.0,2473.0,,,,,AZ,354.0,"3402 WEST COCOPAH, PHOENIX, AZ 85009",85009.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
932,2021-02-21,,AZ,Red Rock,1669.0,119.0,0.0,,,1550.0,0.0,119.0,,2649.0,2473.0,,,,,AZ,2006.0,"1750 East Arica Road, Eloy, AZ 85131",85131.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
933,2021-02-21,,AZ,Safford,1561.0,847.0,0.0,,,714.0,0.0,809.0,,2649.0,2473.0,,,,ASPC-SAFFORD,AZ,1329.0,896 SOUTH COOK ROAD,85546.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-SAFFORD,896 SOUTH COOK ROAD,SAFFORD,AZ,85546.0,Males only,Other,Multi security level,None,State authority,878.0,,Yes,ASPC SAFFORD FORT GRANT,No,No,Minimum and Medium,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
934,2021-02-21,,AZ,Tucson,5658.0,2236.0,13.0,,,3422.0,0.0,1491.0,,2649.0,2473.0,,,,ASPC-TUCSON,AZ,4784.0,10000 SOUTH WILMOT,85734.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-TUCSON,10000 SOUTH WILMOT,TUCSON,AZ,85734.0,Males only,Other,Multi security level,None,State authority,5170.0,,Yes,ASPC TUCSON SOUTHERN ARIZONA CORRECTIONAL CENTER,No,No,Medium and Maximum,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
935,2021-02-21,,AZ,Winslow,1282.0,220.0,0.0,,,1062.0,0.0,144.0,,2649.0,2473.0,,,,ASPC-WINSLOW,AZ,1149.0,2100 SOUTH HWY 87,86047.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,3e+19,ASPC-WINSLOW,2100 SOUTH HWY 87,WINSLOW,AZ,86047.0,Males only,Maximum/close/high,,None,State authority,1239.0,,Yes,ASPC-WINSLOW APACHE UNIT,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
936,2021-02-21,,AZ,Yuma,4655.0,2005.0,7.0,,,2650.0,0.0,1865.0,,2649.0,2473.0,,,,ASPC-YUMA,AZ,4229.0,7125 EAST JUAN SANCHEZ BLVD,85349.0,11895.0,52.0,43595.0,in BJS (matched),Arkansas,3e+19,,ASPC-YUMA,7125 EAST JUAN SANCHEZ BLVD,SAN LUIS,AZ,85349.0,Males only,Maximum/close/high,,None,State authority,4298.0,,No,,No,No,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
937,2021-02-22,,AZ,CACF,1199.0,69.0,3.0,,,1130.0,0.0,66.0,,2649.0,2473.0,,,,,AZ,1270.0,"1401 E. DIVERSION DAM RD, FLORENCE, AZ 85132",85132.0,11895.0,52.0,43595.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/AZ.csv
