Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_positive,fac_staff_active,fac_staff_negative,fac_staff_pending,fac_staff_deaths,fac_staff_recovered,fac_inc_positive,fac_inc_negative,fac_inc_pending,fac_inc_deaths,fac_inc_recovered,fac_inc_tested,fac_staff_tested,fac_inc_active,fac_inc_asymptomatic,fac_inc_population,sum_inc_vaccinated_dose1,sum_inc_vaccinated_dose2,sum_staff_vaccinated_dose1,sum_staff_vaccinated_dose2,sum_inc_positiveamin,sum_inc_positiveasian,sum_inc_positiveblack,sum_inc_positivehispanic,sum_inc_positiveother,sum_inc_positivewhite,sum_inc_positive18,sum_inc_positive18_1,sum_inc_positive2534,sum_inc_positive3544,sum_inc_positive4554,sum_inc_positive5564,sum_inc_positive65,sum_inc_deathsasian,sum_inc_deathsblack,sum_inc_deathshispanic,sum_inc_deathswhite,x42,facility_bjs,fac_state,fac_inc_released,fac_inc_symptomatic,fac_inc_transferred,fac_inc_hospital,fac_inc_surveillance,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,sum_staff_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,sum_inc_positive18...31,sum_inc_positive18...32,...42,state
851,2021-02-04,,PA,Camp Hill,,27,,,1,,,,,3,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,SCI CAMP HILL,PA,,,,,,2500 LISBURN ROAD,17001.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI CAMP HILL,2500 LISBURN ROAD,CAMP HILL,PA,17001.0,Males only,Maximum/close/high,None,State authority,3633.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
852,2021-02-04,,PA,Albion,,31,,,0,,,,,2,,,,153,82,,,,,,,,,,,,,,,,,,,,,,,,SCI ALBION,PA,,,,,,3595 State School Road,16475.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI ALBION,10745 ROUTE 18,ALBION,PA,16475.0,Males only,Medium,None,State authority,2327.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
853,2021-02-04,,PA,Benner Township,,7,,,0,,,,,5,,,,19,8,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,"301 Institution Drive Bellefonte, PA 16823",16823.0,,96.0,,4.0,,,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
854,2021-02-04,,PA,Cambridge Springs,,5,,,0,,,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,SCI CAMBRIDGE SPRINGS,PA,,,,,,451 FULLERTON AVE,16403.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI CAMBRIDGE SPRINGS,451 FULLERTON AVE,CAMBRIDGE SPRINGS,PA,16403.0,Females only,Minimum/low,None,State authority,,1009.0,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
855,2021-02-04,,PA,Chester,,8,,,0,,,,,10,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,SCI CHESTER,PA,,,,,,500 E. 4TH STREET,19013.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI CHESTER,500 E. 4TH STREET,CHESTER,PA,19013.0,Males only,Medium,None,State authority,1275.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
856,2021-02-04,,PA,Coal Township,,37,,,0,,,,,0,,,,11,7,,,,,,,,,,,,,,,,,,,,,,,,SCI COAL TOWNSHIP,PA,,,,,,1 KELLY DRIVE,17866.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI COAL TOWNSHIP,1 KELLY DRIVE,COAL TOWNSHIP,PA,17866.0,Males only,Medium,None,State authority,2308.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
857,2021-02-04,,PA,Dallas,,20,,,0,,,,,9,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,SCI DALLAS,PA,,,,,,1000 FOLLIES ROAD,18612.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI DALLAS,1000 FOLLIES ROAD,DALLAS,PA,18612.0,Males only,Medium,None,State authority,2101.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
858,2021-02-04,,PA,Fayette,,14,,,1,,,,,2,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,SCI FAYETTE,PA,,,,,,50 OVERLOOK DRIVE,15450.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI FAYETTE,50 OVERLOOK DRIVE,LABELLE,PA,15450.0,Males only,Maximum/close/high,None,State authority,2060.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
859,2021-02-04,,PA,Forest,,11,,,0,,,,,4,,,,28,16,,,,,,,,,,,,,,,,,,,,,,,,SCI FOREST,PA,,,,,,286 WOODLAND DRIVE,16239.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI FOREST,286 WOODLAND DRIVE,MARIENVILLE,PA,16239.0,Males only,Maximum/close/high,None,State authority,2287.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
860,2021-02-04,,PA,Frackville,,5,,,0,,,,,0,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,SCI FRACKVILLE,PA,,,,,,1111 ALTAMONT BLVD,17931.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI FRACKVILLE,1111 ALTAMONT BLVD,FRACKVILLE,PA,17931.0,Males only,Maximum/close/high,None,State authority,1160.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
861,2021-02-04,,PA,Greene,,7,,,0,,,,,1,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,SCI GREENE,PA,,,,,,"165 PLANK ROAD, COXSACKIE, NY 12051",15370.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI GREENE,169 PROGRESS DRIVE,WAYNESBURG,PA,15370.0,Males only,Maximum/close/high,None,State authority,1734.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
862,2021-02-04,,PA,Houtzdale,,5,,,1,,,,,1,,,,21,5,,,,,,,,,,,,,,,,,,,,,,,,SCI HOUTZDALE,PA,,,,,,209 INSTITUTION DRIVE,16698.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI HOUTZDALE,209 INSTITUTION DRIVE,HOUTZDALE,PA,16698.0,Males only,Medium,None,State authority,2564.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
863,2021-02-04,,PA,Huntingdon,,11,,,0,,,,,7,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,SCI HUNTINGDON,PA,,,,,,1100 PIKE STREET,16654.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI HUNTINGDON,1100 PIKE STREET,HUNTINGDON,PA,16654.0,Males only,Maximum/close/high,None,State authority,2142.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
864,2021-02-04,,PA,Laurel Highlands,,9,,,0,,,,,11,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,SCI LAUREL HIGHLANDS,PA,,,,,,5706 GLADES PIKE,15501.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI LAUREL HIGHLANDS,5706 GLADES PIKE,SOMERSET,PA,15501.0,Males only,Minimum/low,None,State authority,1417.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
865,2021-02-04,,PA,Mahanoy,,6,,,0,,,,,4,,,,17,0,,,,,,,,,,,,,,,,,,,,,,,,SCI MAHANOY,PA,,,,,,301 MOREA ROAD,17932.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI MAHANOY,301 MOREA ROAD,FRACKVILLE,PA,17932.0,Males only,Medium,None,State authority,2383.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
866,2021-02-04,,PA,Mercer,,1,,,0,,,,,4,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,SCI MERCER,PA,,,,,,801 BUTLER PIKE,16137.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI MERCER,801 BUTLER PIKE,MERCER,PA,16137.0,Males only,Minimum/low,None,State authority,1472.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
867,2021-02-04,,PA,Muncy,,4,,,0,,,,,1,,,,16,12,,,,,,,,,,,,,,,,,,,,,,,,SCI MUNCY,PA,,,,,,BOX 180 ROUTE 405,17756.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI MUNCY,BOX 180 ROUTE 405,MUNCY,PA,17756.0,Females only,Maximum/close/high,None,State authority,,1459.0,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
868,2021-02-04,,PA,Phoenix,,35,,,0,,,,,12,,,,21,12,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,2500 E. VAN BUREN STREET,19426.0,,96.0,,4.0,,,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
869,2021-02-04,,PA,Pine Grove,,5,,,0,,,,,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,SCI PINE GROVE,PA,,,,,,"13630 Aqueduct-Volcano Road, Pine Grove, CA 95665",15701.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI PINE GROVE,189 FYOCK ROAD,INDIANA,PA,15701.0,Males only,Maximum/close/high,None,State authority,916.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
870,2021-02-04,,PA,Quehanna Boot Camp,,2,,,0,,,,,0,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,QUEHANNA BOOT CAMP,PA,,,,,,"4395 Quehanna Highway Karthaus, PA 16845",16845.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,QUEHANNA BOOT CAMP,4395 QUEHANNA HWY,KARTHAUS,PA,16845.0,Both males and females,Minimum/low,None,State authority,405.0,84.0,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
871,2021-02-04,,PA,Retreat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCI RETREAT,PA,,,,,,660 STATE ROUTE 11,18621.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI RETREAT,660 STATE ROUTE 11,HUNLOCK CREEK,PA,18621.0,Males only,Medium,None,State authority,1136.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
872,2021-02-04,,PA,Rockview,,0,,,0,,,,,1,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,SCI ROCKVIEW,PA,,,,,,1 ROCKVIEW PLACE,16823.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI ROCKVIEW,1 ROCKVIEW PLACE,BELLEFONTE,PA,16823.0,Males only,Medium,None,State authority,2457.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
873,2021-02-04,,PA,Smithfield,,6,,,1,,,,,6,,,,86,84,,,,,,,,,,,,,,,,,,,,,,,,SCI SMITHFIELD,PA,,,,,,1120 PIKE STREET,16652.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI SMITHFIELD,1120 PIKE STREET,HUNTINGDON,PA,16652.0,Males only,Maximum/close/high,None,State authority,1378.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
874,2021-02-04,,PA,Somerset,,7,,,0,,,,,4,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,SCI SOMERSET,PA,,,,,,1590 WALTERS MILL ROAD,15510.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI SOMERSET,1590 WALTERS MILL ROAD,SOMERSET,PA,15510.0,Males only,Medium,None,State authority,2290.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
875,2021-02-04,,PA,Waymart,,21,,,0,,,,,7,,,,176,153,,,,,,,,,,,,,,,,,,,,,,,,SCI WAYMART,PA,,,,,,P.O.BOX 256 ROUTE 6,18472.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI WAYMART,P.O.BOX 256 ROUTE 6,WAYMART,PA,18472.0,Males only,Minimum/low,None,State authority,1310.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
876,2021-02-05,,PA,Camp Hill,,27,,,1,,,,,3,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,SCI CAMP HILL,PA,,,,,,2500 LISBURN ROAD,17001.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI CAMP HILL,2500 LISBURN ROAD,CAMP HILL,PA,17001.0,Males only,Maximum/close/high,None,State authority,3633.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
877,2021-02-05,,PA,Albion,,31,,,0,,,,,2,,,,153,82,,,,,,,,,,,,,,,,,,,,,,,,SCI ALBION,PA,,,,,,3595 State School Road,16475.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI ALBION,10745 ROUTE 18,ALBION,PA,16475.0,Males only,Medium,None,State authority,2327.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
878,2021-02-05,,PA,Benner Township,,7,,,0,,,,,5,,,,19,8,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,"301 Institution Drive Bellefonte, PA 16823",16823.0,,96.0,,4.0,,,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
879,2021-02-05,,PA,Cambridge Springs,,5,,,0,,,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,SCI CAMBRIDGE SPRINGS,PA,,,,,,451 FULLERTON AVE,16403.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI CAMBRIDGE SPRINGS,451 FULLERTON AVE,CAMBRIDGE SPRINGS,PA,16403.0,Females only,Minimum/low,None,State authority,,1009.0,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
880,2021-02-05,,PA,Chester,,8,,,0,,,,,10,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,SCI CHESTER,PA,,,,,,500 E. 4TH STREET,19013.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI CHESTER,500 E. 4TH STREET,CHESTER,PA,19013.0,Males only,Medium,None,State authority,1275.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
881,2021-02-05,,PA,Coal Township,,37,,,0,,,,,0,,,,11,7,,,,,,,,,,,,,,,,,,,,,,,,SCI COAL TOWNSHIP,PA,,,,,,1 KELLY DRIVE,17866.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI COAL TOWNSHIP,1 KELLY DRIVE,COAL TOWNSHIP,PA,17866.0,Males only,Medium,None,State authority,2308.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
882,2021-02-05,,PA,Dallas,,20,,,0,,,,,9,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,SCI DALLAS,PA,,,,,,1000 FOLLIES ROAD,18612.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI DALLAS,1000 FOLLIES ROAD,DALLAS,PA,18612.0,Males only,Medium,None,State authority,2101.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
883,2021-02-05,,PA,Fayette,,14,,,1,,,,,2,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,SCI FAYETTE,PA,,,,,,50 OVERLOOK DRIVE,15450.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI FAYETTE,50 OVERLOOK DRIVE,LABELLE,PA,15450.0,Males only,Maximum/close/high,None,State authority,2060.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
884,2021-02-05,,PA,Forest,,11,,,0,,,,,4,,,,28,16,,,,,,,,,,,,,,,,,,,,,,,,SCI FOREST,PA,,,,,,286 WOODLAND DRIVE,16239.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI FOREST,286 WOODLAND DRIVE,MARIENVILLE,PA,16239.0,Males only,Maximum/close/high,None,State authority,2287.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
885,2021-02-05,,PA,Frackville,,5,,,0,,,,,0,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,SCI FRACKVILLE,PA,,,,,,1111 ALTAMONT BLVD,17931.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI FRACKVILLE,1111 ALTAMONT BLVD,FRACKVILLE,PA,17931.0,Males only,Maximum/close/high,None,State authority,1160.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
886,2021-02-05,,PA,Greene,,7,,,0,,,,,1,,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,SCI GREENE,PA,,,,,,"165 PLANK ROAD, COXSACKIE, NY 12051",15370.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI GREENE,169 PROGRESS DRIVE,WAYNESBURG,PA,15370.0,Males only,Maximum/close/high,None,State authority,1734.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
887,2021-02-05,,PA,Houtzdale,,5,,,1,,,,,1,,,,21,5,,,,,,,,,,,,,,,,,,,,,,,,SCI HOUTZDALE,PA,,,,,,209 INSTITUTION DRIVE,16698.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI HOUTZDALE,209 INSTITUTION DRIVE,HOUTZDALE,PA,16698.0,Males only,Medium,None,State authority,2564.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
888,2021-02-05,,PA,Huntingdon,,11,,,0,,,,,7,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,SCI HUNTINGDON,PA,,,,,,1100 PIKE STREET,16654.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI HUNTINGDON,1100 PIKE STREET,HUNTINGDON,PA,16654.0,Males only,Maximum/close/high,None,State authority,2142.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
889,2021-02-05,,PA,Laurel Highlands,,9,,,0,,,,,11,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,SCI LAUREL HIGHLANDS,PA,,,,,,5706 GLADES PIKE,15501.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI LAUREL HIGHLANDS,5706 GLADES PIKE,SOMERSET,PA,15501.0,Males only,Minimum/low,None,State authority,1417.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
890,2021-02-05,,PA,Mahanoy,,6,,,0,,,,,4,,,,17,0,,,,,,,,,,,,,,,,,,,,,,,,SCI MAHANOY,PA,,,,,,301 MOREA ROAD,17932.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI MAHANOY,301 MOREA ROAD,FRACKVILLE,PA,17932.0,Males only,Medium,None,State authority,2383.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
891,2021-02-05,,PA,Mercer,,1,,,0,,,,,4,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,SCI MERCER,PA,,,,,,801 BUTLER PIKE,16137.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI MERCER,801 BUTLER PIKE,MERCER,PA,16137.0,Males only,Minimum/low,None,State authority,1472.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
892,2021-02-05,,PA,Muncy,,4,,,0,,,,,1,,,,16,12,,,,,,,,,,,,,,,,,,,,,,,,SCI MUNCY,PA,,,,,,BOX 180 ROUTE 405,17756.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI MUNCY,BOX 180 ROUTE 405,MUNCY,PA,17756.0,Females only,Maximum/close/high,None,State authority,,1459.0,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
893,2021-02-05,,PA,Phoenix,,35,,,0,,,,,12,,,,21,12,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,2500 E. VAN BUREN STREET,19426.0,,96.0,,4.0,,,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
894,2021-02-05,,PA,Pine Grove,,5,,,0,,,,,1,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,SCI PINE GROVE,PA,,,,,,"13630 Aqueduct-Volcano Road, Pine Grove, CA 95665",15701.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI PINE GROVE,189 FYOCK ROAD,INDIANA,PA,15701.0,Males only,Maximum/close/high,None,State authority,916.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
895,2021-02-05,,PA,Quehanna Boot Camp,,2,,,0,,,,,0,,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,QUEHANNA BOOT CAMP,PA,,,,,,"4395 Quehanna Highway Karthaus, PA 16845",16845.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,QUEHANNA BOOT CAMP,4395 QUEHANNA HWY,KARTHAUS,PA,16845.0,Both males and females,Minimum/low,None,State authority,405.0,84.0,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
896,2021-02-05,,PA,Retreat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCI RETREAT,PA,,,,,,660 STATE ROUTE 11,18621.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI RETREAT,660 STATE ROUTE 11,HUNLOCK CREEK,PA,18621.0,Males only,Medium,None,State authority,1136.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
897,2021-02-05,,PA,Rockview,,0,,,0,,,,,1,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,SCI ROCKVIEW,PA,,,,,,1 ROCKVIEW PLACE,16823.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI ROCKVIEW,1 ROCKVIEW PLACE,BELLEFONTE,PA,16823.0,Males only,Medium,None,State authority,2457.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
898,2021-02-05,,PA,Smithfield,,6,,,1,,,,,6,,,,86,84,,,,,,,,,,,,,,,,,,,,,,,,SCI SMITHFIELD,PA,,,,,,1120 PIKE STREET,16652.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI SMITHFIELD,1120 PIKE STREET,HUNTINGDON,PA,16652.0,Males only,Maximum/close/high,None,State authority,1378.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
899,2021-02-05,,PA,Somerset,,7,,,0,,,,,4,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,SCI SOMERSET,PA,,,,,,1590 WALTERS MILL ROAD,15510.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI SOMERSET,1590 WALTERS MILL ROAD,SOMERSET,PA,15510.0,Males only,Medium,None,State authority,2290.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
900,2021-02-05,,PA,Waymart,,21,,,0,,,,,7,,,,176,153,,,,,,,,,,,,,,,,,,,,,,,,SCI WAYMART,PA,,,,,,P.O.BOX 256 ROUTE 6,18472.0,,96.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI WAYMART,P.O.BOX 256 ROUTE 6,WAYMART,PA,18472.0,Males only,Minimum/low,None,State authority,1310.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
901,2021-02-06,,PA,Camp Hill,,21,,,1,,,,,3,,,,9,8,,,,,,,,,,,,,,,,,,,,,,,,SCI CAMP HILL,PA,,,,,,2500 LISBURN ROAD,17001.0,,97.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI CAMP HILL,2500 LISBURN ROAD,CAMP HILL,PA,17001.0,Males only,Maximum/close/high,None,State authority,3633.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
902,2021-02-06,,PA,Albion,,26,,,0,,,,,2,,,,121,79,,,,,,,,,,,,,,,,,,,,,,,,SCI ALBION,PA,,,,,,3595 State School Road,16475.0,,97.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI ALBION,10745 ROUTE 18,ALBION,PA,16475.0,Males only,Medium,None,State authority,2327.0,,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
903,2021-02-06,,PA,Benner Township,,5,,,0,,,,,5,,,,15,6,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,,"301 Institution Drive Bellefonte, PA 16823",16823.0,,97.0,,4.0,,,not in BJS,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
904,2021-02-06,,PA,Cambridge Springs,,5,,,0,,,,,1,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,SCI CAMBRIDGE SPRINGS,PA,,,,,,451 FULLERTON AVE,16403.0,,97.0,,4.0,,,in BJS (matched),Pennsylvania,3.9e+20,SCI CAMBRIDGE SPRINGS,451 FULLERTON AVE,CAMBRIDGE SPRINGS,PA,16403.0,Females only,Minimum/low,None,State authority,,1009.0,No,No,No,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/PA.csv
