Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_asymptomatic,fac_inc_symptomatic,fac_inc_deaths,fac_staff_positivecorrectional,fac_staff_positivecontract,sum_inc_tested,sum_inc_recovered,sum_inc_positive,sum_staff_recovered,sum_staff_positive,sum_staff_deaths,sum_inc_vaccinations_dose1,sum_inc_vaccinations_dose2,sum_staff_vaccinations_dose1,sum_staff_vaccinations_dose2,facility_bjs,fac_state,fac_inc_positive,fac_staff_positive,fac_inc_recovered,fac_inc_active,fac_inc_activeasymptomatic,fac_inc_activesymptomatic,fac_staff_recovered,fac_staff_active,fac_address,fac_zip,sum_inc_deaths,sum_inc_vaccinated,sum_staff_vaccinated,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_zip2,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,sum_inc_pvaccinated_dose1,sum_inc_vaccinations_booster,state
423,2021-02-19,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
424,2021-02-19,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
425,2021-02-19,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
426,2021-02-19,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
427,2021-02-19,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
428,2021-02-19,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
429,2021-02-19,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
430,2021-02-19,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
431,2021-02-19,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
432,2021-02-20,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
433,2021-02-20,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
434,2021-02-20,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
435,2021-02-20,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
436,2021-02-20,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
437,2021-02-20,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
438,2021-02-20,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
439,2021-02-20,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
440,2021-02-20,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
441,2021-02-21,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
442,2021-02-21,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
443,2021-02-21,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
444,2021-02-21,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
445,2021-02-21,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
446,2021-02-21,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
447,2021-02-21,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
448,2021-02-21,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
449,2021-02-21,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
450,2021-02-22,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
451,2021-02-22,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
452,2021-02-22,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
453,2021-02-22,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
454,2021-02-22,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
455,2021-02-22,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
456,2021-02-22,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
457,2021-02-22,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
458,2021-02-22,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
459,2021-02-23,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
460,2021-02-23,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
461,2021-02-23,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
462,2021-02-23,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
463,2021-02-23,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
464,2021-02-23,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
465,2021-02-23,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
466,2021-02-23,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
467,2021-02-23,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
468,2021-02-24,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
469,2021-02-24,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
470,2021-02-24,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
471,2021-02-24,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
472,2021-02-24,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
473,2021-02-24,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
474,2021-02-24,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
475,2021-02-24,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
476,2021-02-24,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
477,2021-02-25,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
478,2021-02-25,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
479,2021-02-25,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
480,2021-02-25,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
481,2021-02-25,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
482,2021-02-25,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
483,2021-02-25,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
484,2021-02-25,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
485,2021-02-25,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
486,2021-02-26,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
487,2021-02-26,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
488,2021-02-26,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
489,2021-02-26,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
490,2021-02-26,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
491,2021-02-26,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
492,2021-02-26,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
493,2021-02-26,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
494,2021-02-26,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
495,2021-02-27,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
496,2021-02-27,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
497,2021-02-27,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
498,2021-02-27,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
499,2021-02-27,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
500,2021-02-27,2/17/2021,DE,Morris Community Corrections Center,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,"300 Water Street Dover, DE 19904",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
501,2021-02-27,2/17/2021,DE,Hazel D. Plant Woman's Treatment Facility,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,"620 Baylor Boulevard, New Castle, DE 19720",19720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
502,2021-02-27,2/17/2021,DE,Plummer Community Corrections,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"38 Todds Lane Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
503,2021-02-27,2/17/2021,DE,,,,,,,NR,1936.0,1954.0,690.0,710.0,NR,95,NR,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
504,2021-02-28,2/17/2021,DE,James T. Vaughn Correctional Center,1,0,8,5,0,,,,,,,,,,,,,,,,,,,,,"1181 Paddock Road Smyrna, DE 19977",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
505,2021-02-28,2/17/2021,DE,Howard R. Young Correctional Institution,1,0,0,5,0,,,,,,,,,,,,,,,,,,,,,"1301 E. 12th Street Wilmington, DE 19802",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
506,2021-02-28,2/17/2021,DE,Delores J. Baylor Woman's Correctional Institution,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,"660 Baylor Blvd, New Castle, DE 19720",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
507,2021-02-28,2/17/2021,DE,Sussex Correctional Institution,2,0,5,5,3,,,,,,,,,,,,,,,,,,,,,"23203 Dupont Blvd Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
508,2021-02-28,2/17/2021,DE,Sussex Community Corrections,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"23207 Dupont Blvd. Georgetown, DE 19947",,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/DE.csv
