Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_activeasymptomatic,sum_inc_tested,fac_inc_activesymptomatic,sum_inc_hospitalized,sum_inc_recovered,sum_inc_deaths,sum_staff_positive,sum_staff_active,sum_staff_vaccinatedfirstdose,sum_staff_vaccinatedseconddose,sum_inc_vaccinatedfirstdose,sum_inc_vaccinatedseconddose,sum_staff_deaths,facility_bjs,fac_state,fac_inc_recovered,fac_inc_negative,fac_inc_returned,fac_address,fac_zip,sum_inc_positive,sum_inc_vaccinated,sum_staff_vaccinated,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,...1,state
562,2021-02-07,,CT,Hartford CC,339,6.0,,,2.0,3634.0,19.0,,182.0,,,,,,HARTFORD CORRECTIONAL CENTER,CT,,,,177 WESTON STREET,6120.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,HARTFORD CORRECTIONAL CENTER,177 WESTON STREET,HARTFORD,CT,6120.0,Males only,Maximum/close/high,None,State authority,1064.0,,Yes,MEDICAL-SURGICAL WARD UNIV. OF CT,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
563,2021-02-07,,CT,MacDougall-Walker,633,7.0,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
564,2021-02-07,,CT,MacDougall-Walker Infirmary,70,,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
565,2021-02-07,,CT,Manson Youth,18,3.0,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"42 Jarvis Street Cheshire, CT 06410",6410.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
566,2021-02-07,,CT,New Haven CC,245,1.0,,,2.0,3634.0,19.0,,182.0,,,,,,NEW HAVEN CORRECTIONAL CENTER,CT,,,,245 WALLEY AVENUE,6511.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,NEW HAVEN CORRECTIONAL CENTER,245 WALLEY AVENUE,NEW HAVEN,CT,6511.0,Males only,Maximum/close/high,None,State authority,814.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
567,2021-02-07,,CT,Northern CI,14,,,,2.0,3634.0,19.0,,182.0,,,,,,NORTHERN CORRECTIONAL INSTITUTION,CT,,,,287 BILTON ROAD,6071.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,NORTHERN CORRECTIONAL INSTITUTION,287 BILTON ROAD,SOMERS,CT,6071.0,Males only,Super maximum,None,State authority,256.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
568,2021-02-07,,CT,Osborn CI,537,3.0,,,2.0,3634.0,19.0,,182.0,,,,,,OSBORN CORRECTIONAL INSTITUTION,CT,,,,355 BILTON RD,6071.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,OSBORN CORRECTIONAL INSTITUTION,355 BILTON RD,SOMERS,CT,6071.0,Males only,Medium,None,State authority,1917.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
569,2021-02-07,,CT,Willard-Cybulski,105,,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"391 Shaker Road Enfield , CT 06082",6082.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
570,2021-02-07,,CT,York CI,248,,,,2.0,3634.0,19.0,,182.0,,,,,,YORK CORRECTIONAL INSTITUTION,CT,,,,201 W MAIN STREET,6357.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,YORK CORRECTIONAL INSTITUTION,201 W MAIN STREET,NIANTIC,CT,6357.0,Females only,Maximum/close/high,None,State authority,,1067.0,Yes,Niantic Annex,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
571,2021-02-08,,CT,Bridgeport CC,338,1.0,,,2.0,3634.0,19.0,,182.0,,,,,,BRIDGEPORT CORRECTIONAL CENTER,CT,,,,1106 N AVENUE,6604.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,BRIDGEPORT CORRECTIONAL CENTER,1106 N AVENUE,BRIDGEPORT,CT,6604.0,Males only,Maximum/close/high,None,State authority,865.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
572,2021-02-08,,CT,Brooklyn CI,157,,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",6234.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
573,2021-02-08,,CT,Carl Robinson CI,300,4.0,,,2.0,3634.0,19.0,,182.0,,,,,,ROBINSON CORRECTIONAL INSTITUTION,CT,,,,285 SHAKER RD,6082.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,ROBINSON CORRECTIONAL INSTITUTION,285 SHAKER RD,ENFIELD,CT,6082.0,Males only,Medium,None,State authority,1459.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
574,2021-02-08,,CT,Cheshire CI,400,1.0,,,2.0,3634.0,19.0,,182.0,,,,,,CHESHIRE CORRECTIONAL CENTER,CT,,,,900 HIGHLAND AVENUE,6410.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,CHESHIRE CORRECTIONAL CENTER,900 HIGHLAND AVENUE,CHESHIRE,CT,6410.0,Males only,Maximum/close/high,None,State authority,1471.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
575,2021-02-08,,CT,Corrigan-Radgowski,389,39.0,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",6382.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
576,2021-02-08,,CT,Garner CI,96,2.0,,,2.0,3634.0,19.0,,182.0,,,,,,GARNER CORRECTIONAL INSTITUTION,CT,,,,50 NUNNAWAUK ROAD,6470.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,GARNER CORRECTIONAL INSTITUTION,50 NUNNAWAUK ROAD,NEWTOWN,CT,6470.0,Males only,Maximum/close/high,None,State authority,648.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
577,2021-02-08,,CT,Hartford CC,339,6.0,,,2.0,3634.0,19.0,,182.0,,,,,,HARTFORD CORRECTIONAL CENTER,CT,,,,177 WESTON STREET,6120.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,HARTFORD CORRECTIONAL CENTER,177 WESTON STREET,HARTFORD,CT,6120.0,Males only,Maximum/close/high,None,State authority,1064.0,,Yes,MEDICAL-SURGICAL WARD UNIV. OF CT,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
578,2021-02-08,,CT,MacDougall-Walker,633,7.0,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
579,2021-02-08,,CT,MacDougall-Walker Infirmary,70,,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
580,2021-02-08,,CT,Manson Youth,18,3.0,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"42 Jarvis Street Cheshire, CT 06410",6410.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
581,2021-02-08,,CT,New Haven CC,245,1.0,,,2.0,3634.0,19.0,,182.0,,,,,,NEW HAVEN CORRECTIONAL CENTER,CT,,,,245 WALLEY AVENUE,6511.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,NEW HAVEN CORRECTIONAL CENTER,245 WALLEY AVENUE,NEW HAVEN,CT,6511.0,Males only,Maximum/close/high,None,State authority,814.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
582,2021-02-08,,CT,Northern CI,14,,,,2.0,3634.0,19.0,,182.0,,,,,,NORTHERN CORRECTIONAL INSTITUTION,CT,,,,287 BILTON ROAD,6071.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,NORTHERN CORRECTIONAL INSTITUTION,287 BILTON ROAD,SOMERS,CT,6071.0,Males only,Super maximum,None,State authority,256.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
583,2021-02-08,,CT,Osborn CI,537,3.0,,,2.0,3634.0,19.0,,182.0,,,,,,OSBORN CORRECTIONAL INSTITUTION,CT,,,,355 BILTON RD,6071.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,OSBORN CORRECTIONAL INSTITUTION,355 BILTON RD,SOMERS,CT,6071.0,Males only,Medium,None,State authority,1917.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
584,2021-02-08,,CT,Willard-Cybulski,105,,,,2.0,3634.0,19.0,,182.0,,,,,,,CT,,,,"391 Shaker Road Enfield , CT 06082",6082.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
585,2021-02-08,,CT,York CI,248,,,,2.0,3634.0,19.0,,182.0,,,,,,YORK CORRECTIONAL INSTITUTION,CT,,,,201 W MAIN STREET,6357.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,YORK CORRECTIONAL INSTITUTION,201 W MAIN STREET,NIANTIC,CT,6357.0,Females only,Maximum/close/high,None,State authority,,1067.0,Yes,Niantic Annex,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
586,2021-02-09,,CT,Bridgeport CC,338,5.0,,,2.0,3634.0,19.0,,138.0,,,,,,BRIDGEPORT CORRECTIONAL CENTER,CT,,,,1106 N AVENUE,6604.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,BRIDGEPORT CORRECTIONAL CENTER,1106 N AVENUE,BRIDGEPORT,CT,6604.0,Males only,Maximum/close/high,None,State authority,865.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
587,2021-02-09,,CT,Brooklyn CI,157,,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",6234.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
588,2021-02-09,,CT,Carl Robinson CI,300,4.0,,,2.0,3634.0,19.0,,138.0,,,,,,ROBINSON CORRECTIONAL INSTITUTION,CT,,,,285 SHAKER RD,6082.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,ROBINSON CORRECTIONAL INSTITUTION,285 SHAKER RD,ENFIELD,CT,6082.0,Males only,Medium,None,State authority,1459.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
589,2021-02-09,,CT,Cheshire CI,400,1.0,,,2.0,3634.0,19.0,,138.0,,,,,,CHESHIRE CORRECTIONAL CENTER,CT,,,,900 HIGHLAND AVENUE,6410.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,CHESHIRE CORRECTIONAL CENTER,900 HIGHLAND AVENUE,CHESHIRE,CT,6410.0,Males only,Maximum/close/high,None,State authority,1471.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
590,2021-02-09,,CT,Corrigan-Radgowski,389,38.0,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",6382.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
591,2021-02-09,,CT,Garner CI,96,2.0,,,2.0,3634.0,19.0,,138.0,,,,,,GARNER CORRECTIONAL INSTITUTION,CT,,,,50 NUNNAWAUK ROAD,6470.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,GARNER CORRECTIONAL INSTITUTION,50 NUNNAWAUK ROAD,NEWTOWN,CT,6470.0,Males only,Maximum/close/high,None,State authority,648.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
592,2021-02-09,,CT,Hartford CC,339,14.0,,,2.0,3634.0,19.0,,138.0,,,,,,HARTFORD CORRECTIONAL CENTER,CT,,,,177 WESTON STREET,6120.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,HARTFORD CORRECTIONAL CENTER,177 WESTON STREET,HARTFORD,CT,6120.0,Males only,Maximum/close/high,None,State authority,1064.0,,Yes,MEDICAL-SURGICAL WARD UNIV. OF CT,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
593,2021-02-09,,CT,MacDougall-Walker,633,2.0,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
594,2021-02-09,,CT,MacDougall-Walker Infirmary,70,,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
595,2021-02-09,,CT,Manson Youth,18,2.0,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"42 Jarvis Street Cheshire, CT 06410",6410.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
596,2021-02-09,,CT,New Haven CC,245,1.0,,,2.0,3634.0,19.0,,138.0,,,,,,NEW HAVEN CORRECTIONAL CENTER,CT,,,,245 WALLEY AVENUE,6511.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,NEW HAVEN CORRECTIONAL CENTER,245 WALLEY AVENUE,NEW HAVEN,CT,6511.0,Males only,Maximum/close/high,None,State authority,814.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
597,2021-02-09,,CT,Northern CI,14,,,,2.0,3634.0,19.0,,138.0,,,,,,NORTHERN CORRECTIONAL INSTITUTION,CT,,,,287 BILTON ROAD,6071.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,NORTHERN CORRECTIONAL INSTITUTION,287 BILTON ROAD,SOMERS,CT,6071.0,Males only,Super maximum,None,State authority,256.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
598,2021-02-09,,CT,Osborn CI,537,3.0,,,2.0,3634.0,19.0,,138.0,,,,,,OSBORN CORRECTIONAL INSTITUTION,CT,,,,355 BILTON RD,6071.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,OSBORN CORRECTIONAL INSTITUTION,355 BILTON RD,SOMERS,CT,6071.0,Males only,Medium,None,State authority,1917.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
599,2021-02-09,,CT,Willard-Cybulski,105,,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"391 Shaker Road Enfield , CT 06082",6082.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
600,2021-02-09,,CT,York CI,248,,,,2.0,3634.0,19.0,,138.0,,,,,,YORK CORRECTIONAL INSTITUTION,CT,,,,201 W MAIN STREET,6357.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,YORK CORRECTIONAL INSTITUTION,201 W MAIN STREET,NIANTIC,CT,6357.0,Females only,Maximum/close/high,None,State authority,,1067.0,Yes,Niantic Annex,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
601,2021-02-10,,CT,Bridgeport CC,338,5.0,,,2.0,3634.0,19.0,,138.0,,,,,,BRIDGEPORT CORRECTIONAL CENTER,CT,,,,1106 N AVENUE,6604.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,BRIDGEPORT CORRECTIONAL CENTER,1106 N AVENUE,BRIDGEPORT,CT,6604.0,Males only,Maximum/close/high,None,State authority,865.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
602,2021-02-10,,CT,Brooklyn CI,157,,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",6234.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
603,2021-02-10,,CT,Carl Robinson CI,300,4.0,,,2.0,3634.0,19.0,,138.0,,,,,,ROBINSON CORRECTIONAL INSTITUTION,CT,,,,285 SHAKER RD,6082.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,ROBINSON CORRECTIONAL INSTITUTION,285 SHAKER RD,ENFIELD,CT,6082.0,Males only,Medium,None,State authority,1459.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
604,2021-02-10,,CT,Cheshire CI,400,1.0,,,2.0,3634.0,19.0,,138.0,,,,,,CHESHIRE CORRECTIONAL CENTER,CT,,,,900 HIGHLAND AVENUE,6410.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,CHESHIRE CORRECTIONAL CENTER,900 HIGHLAND AVENUE,CHESHIRE,CT,6410.0,Males only,Maximum/close/high,None,State authority,1471.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
605,2021-02-10,,CT,Corrigan-Radgowski,389,34.0,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",6382.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
606,2021-02-10,,CT,Garner CI,96,2.0,,,2.0,3634.0,19.0,,138.0,,,,,,GARNER CORRECTIONAL INSTITUTION,CT,,,,50 NUNNAWAUK ROAD,6470.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,GARNER CORRECTIONAL INSTITUTION,50 NUNNAWAUK ROAD,NEWTOWN,CT,6470.0,Males only,Maximum/close/high,None,State authority,648.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
607,2021-02-10,,CT,Hartford CC,339,14.0,,,2.0,3634.0,19.0,,138.0,,,,,,HARTFORD CORRECTIONAL CENTER,CT,,,,177 WESTON STREET,6120.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,HARTFORD CORRECTIONAL CENTER,177 WESTON STREET,HARTFORD,CT,6120.0,Males only,Maximum/close/high,None,State authority,1064.0,,Yes,MEDICAL-SURGICAL WARD UNIV. OF CT,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
608,2021-02-10,,CT,MacDougall-Walker,633,2.0,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
609,2021-02-10,,CT,MacDougall-Walker Infirmary,70,,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
610,2021-02-10,,CT,Manson Youth,18,2.0,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"42 Jarvis Street Cheshire, CT 06410",6410.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
611,2021-02-10,,CT,New Haven CC,245,1.0,,,2.0,3634.0,19.0,,138.0,,,,,,NEW HAVEN CORRECTIONAL CENTER,CT,,,,245 WALLEY AVENUE,6511.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,NEW HAVEN CORRECTIONAL CENTER,245 WALLEY AVENUE,NEW HAVEN,CT,6511.0,Males only,Maximum/close/high,None,State authority,814.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
612,2021-02-10,,CT,Northern CI,14,,,,2.0,3634.0,19.0,,138.0,,,,,,NORTHERN CORRECTIONAL INSTITUTION,CT,,,,287 BILTON ROAD,6071.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,NORTHERN CORRECTIONAL INSTITUTION,287 BILTON ROAD,SOMERS,CT,6071.0,Males only,Super maximum,None,State authority,256.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
613,2021-02-10,,CT,Osborn CI,537,6.0,,,2.0,3634.0,19.0,,138.0,,,,,,OSBORN CORRECTIONAL INSTITUTION,CT,,,,355 BILTON RD,6071.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,OSBORN CORRECTIONAL INSTITUTION,355 BILTON RD,SOMERS,CT,6071.0,Males only,Medium,None,State authority,1917.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
614,2021-02-10,,CT,Willard-Cybulski,105,,,,2.0,3634.0,19.0,,138.0,,,,,,,CT,,,,"391 Shaker Road Enfield , CT 06082",6082.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
615,2021-02-10,,CT,York CI,248,,,,2.0,3634.0,19.0,,138.0,,,,,,YORK CORRECTIONAL INSTITUTION,CT,,,,201 W MAIN STREET,6357.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,YORK CORRECTIONAL INSTITUTION,201 W MAIN STREET,NIANTIC,CT,6357.0,Females only,Maximum/close/high,None,State authority,,1067.0,Yes,Niantic Annex,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
616,2021-02-11,,CT,Bridgeport CC,338,5.0,,,2.0,3634.0,19.0,,143.0,,,,,,BRIDGEPORT CORRECTIONAL CENTER,CT,,,,1106 N AVENUE,6604.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,BRIDGEPORT CORRECTIONAL CENTER,1106 N AVENUE,BRIDGEPORT,CT,6604.0,Males only,Maximum/close/high,None,State authority,865.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
617,2021-02-11,,CT,Brooklyn CI,157,,,,2.0,3634.0,19.0,,143.0,,,,,,,CT,,,,"59 HARTFORD ROAD, BROOKLYN, CT 6234",6234.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
618,2021-02-11,,CT,Carl Robinson CI,300,3.0,,,2.0,3634.0,19.0,,143.0,,,,,,ROBINSON CORRECTIONAL INSTITUTION,CT,,,,285 SHAKER RD,6082.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,ROBINSON CORRECTIONAL INSTITUTION,285 SHAKER RD,ENFIELD,CT,6082.0,Males only,Medium,None,State authority,1459.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
619,2021-02-11,,CT,Cheshire CI,400,1.0,,,2.0,3634.0,19.0,,143.0,,,,,,CHESHIRE CORRECTIONAL CENTER,CT,,,,900 HIGHLAND AVENUE,6410.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,CHESHIRE CORRECTIONAL CENTER,900 HIGHLAND AVENUE,CHESHIRE,CT,6410.0,Males only,Maximum/close/high,None,State authority,1471.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
620,2021-02-11,,CT,Corrigan-Radgowski,389,33.0,,,2.0,3634.0,19.0,,143.0,,,,,,,CT,,,,"986 Norwich-New London Turnpike Uncasville, CT 06382",6382.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
621,2021-02-11,,CT,Garner CI,96,,,,2.0,3634.0,19.0,,143.0,,,,,,GARNER CORRECTIONAL INSTITUTION,CT,,,,50 NUNNAWAUK ROAD,6470.0,3889.0,,,in BJS (matched),Connecticut,7e+19,,GARNER CORRECTIONAL INSTITUTION,50 NUNNAWAUK ROAD,NEWTOWN,CT,6470.0,Males only,Maximum/close/high,None,State authority,648.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
622,2021-02-11,,CT,Hartford CC,339,14.0,,,2.0,3634.0,19.0,,143.0,,,,,,HARTFORD CORRECTIONAL CENTER,CT,,,,177 WESTON STREET,6120.0,3889.0,,,in BJS (matched),Connecticut,7e+19,7e+19,HARTFORD CORRECTIONAL CENTER,177 WESTON STREET,HARTFORD,CT,6120.0,Males only,Maximum/close/high,None,State authority,1064.0,,Yes,MEDICAL-SURGICAL WARD UNIV. OF CT,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
623,2021-02-11,,CT,MacDougall-Walker,633,2.0,,,2.0,3634.0,19.0,,143.0,,,,,,,CT,,,,"1153 East Street, South Suffield , CT 06080",6080.0,3889.0,,,not in BJS,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CT.csv
